Gene name,Macaque gene name,Macaque homology type
GRIN3B,GRIN3B,ortholog_one2one
U6,U6,ortholog_many2many
U6,U6,ortholog_many2many
U6,U6,ortholog_many2many
U6,U6,ortholog_many2many
SRSF6P1,,
CTNNBL1P1,,
,,
YBX1P8,,
PYY3,,
,,
DOK5,DOK5,ortholog_one2one
,,
TSR2,,ortholog_one2many
TSR2,,ortholog_one2many
LINC00840,,
SVIP,SVIP,ortholog_one2one
,,
TRAPPC12-AS1,,
RPL35AP4,,
LINC02829,,
,,
,,
HLA-DRB1,,
FUNDC2P4,,
LINC01939,,
,,
TSPO,TSPO,ortholog_one2one
NANOGP10,,
RPL7AP32,,
,,
NFYCP1,,
UBL5P1,,
LINC01247,,
CUBNP1,,
,,
EFHC2,EFHC2,ortholog_one2one
LINC02561,,
,,
,,
SNTG2,SNTG2,ortholog_one2one
,,
,,
,,
OR4C10P,,
,,
,,
,,
,,
AMD1P1,,
ALG1L11P,,
,,
,,
,,
,,
,,
DNAJC24,,
HEXB,HEXB,ortholog_one2one
XKR9,XKR9,ortholog_one2one
CNN2,CNN2,ortholog_one2one
,,
ZFAND4,ZFAND4,ortholog_one2one
,,
NEU1,,
LINC01204,,
KIR3DP1,,
,,
KIR2DL4,,
HMGB3P1,,
B4GALT5,B4GALT5,ortholog_one2one
HMGB1P15,,
RPL7AP65,,
MED14,MED14,ortholog_one2one
RPL21P121,,
LINC01982,,
,,
RPL35P8,,
,,
SMCR8,,
,,
,,
OR10AF1P,,
TTLL1-AS1,,
OR5D14,OR5D14,ortholog_one2one
SCUBE1-AS2,,
,,
OR4A21P,,
,,
OR4C2P,,
,,
LINC00207,,
,,
,,
,,
SHMT1,,
TRIM51FP,,
MIR6778,,
EVPLL,,
,,
BLK,,
,,
LGR4,LGR4,ortholog_one2one
RNU6-859P,U6,ortholog_one2one
,,
RNU6-1150P,U6,ortholog_one2many
TRAPPC10,TRAPPC10,ortholog_one2one
,,
LINC01521,,
,,
,,
,,
DNAJB7,DNAJB7,ortholog_one2one
FAM167A-AS1,,
,,
HIGD1AP16,,
RPL17P1,,
PAG1,PAG1,ortholog_one2one
,,
ZFP64,ZFP64,ortholog_one2one
,,
IGLV3-13,,
JTBP1,,
YES1P1,,
,,
RNU6-1084P,,
RN7SL293P,,
TDH,,
,,
,,
,,
,,
,,
,,
PATZ1,PATZ1,ortholog_one2one
TBC1D3P4,,
,,
,,
,,
VENTXP6,,
,,
COX6CP8,,
,,
LINC01248,,
,,
RPL30P3,,
,,
LINC02973,,
LINC02076,,
LINC00298,,
YWHAEP2,,
KRT16P4,,
STK19B,,
DDX39B-AS1,,
,,
IGHVIII-22-2,,
,,
,,
,,
LY6G5C,,
TNPO1P2,,
IGHV4-34,,
RNASEH1,RNASEH1,ortholog_one2one
LGALS9C,,
LINC02330,,
,,
,,
SULF1,SULF1,ortholog_one2one
LINC02569,,
GLRX5,GLRX5,ortholog_one2one
LINC01149,,
LINC02570,,
LYPLA2P1,,
ABHD16A,,
OR4A1P,,
LINC02735,,
AK7,AK7,ortholog_one2one
,,
THEM7P,,
MDC1,,
LILRP1,,
,,
,,
LILRP2,,
SLC35G5,,
,,
OR4A7P,,
OR4A6P,,
OR4A18P,,
,,
KIR3DL1,,
,,
TYRL,,
KIR3DL3,,
,,
MTMR9,,
,,
,,
,,
,,
,,
LINC02707,,
LINC00529,,
LINC02675,,
,,
RPL19P13,,
OR4C49P,,
LINC01115,,
LINC00899,,
OR5D13,OR5D13,ortholog_one2one
,,
,,
,,
,,
,,
EFCAB6-AS1,,
OR9Q1,OR9Q1,ortholog_one2one
,,
,,
MYO3A,MYO3A,ortholog_one2one
SHISAL1,SHISAL1,ortholog_one2one
,,
,,
OR4C16,,
,,
,,
,,
LINC01874,,
,,
OR5B10P,,
,,
,,
,,
OR4R3P,,
,,
OR5D17P,,
,,
SCUBE1-AS1,,
FAM151B,FAM151B,ortholog_one2one
LINC00642,,
MORF4L1P3,,
TMEM18,TMEM18,ortholog_one2one
MIR598,,
,,
KRT18P14,,
LINC01656,,
,,
,,
PINX1,,
,,
PTGDR2,PTGDR2,ortholog_one2one
XPNPEP3,XPNPEP3,ortholog_one2one
MIR1322,,
RNF5,,
,,
TRIM44,TRIM44,ortholog_one2one
SOX7,,
,,
PPP1R13B,PPP1R13B,ortholog_one2one
,,
SDK1-AS1,,
C8orf74,,
,,
,,
,,
UNCX,UNCX,ortholog_one2one
C6orf136,,
KIR2DL3,,
HCG17,,
,,
,,
OSBP,OSBP,ortholog_one2one
CCDC152,CCDC152,ortholog_one2one
OR12D3,,
,,
DXO,,
GET4,GET4,ortholog_one2one
H2AZP1,,
PWP2,PWP2,ortholog_one2one
KIR2DP1,,
CHST7,CHST7,ortholog_one2one
KIR2DL1,,
,,
MFFP3,,
CHTF8P1,,
RPS7,,
,,
,,
USP27X,USP27X,ortholog_one2one
CKAP2LP1,,
RNA5SP252,,
SALL4,SALL4,ortholog_one2one
MIR4286,,
,,
HLA-U,,
PRSS55,,
VPS52,,
CCNYL5,,
TLE6,TLE6,ortholog_one2one
ZNRF3,ZNRF3,ortholog_one2one
CLCN5,CLCN5,ortholog_one2one
,,
MTREX,MTREX,ortholog_one2one
LINC03022,,
VWA7,,
OR4S1,,
BMP7,BMP7,ortholog_one2one
,,
OR10W1,OR10W1,ortholog_one2one
RNU6-729P,,
OR10AK1P,,
PRSS52P,,
OR5B17,,
MSRA,,
,,
,,
,,
FADS2B,,
,,
,,
,,
OR4A5,OR4A5,ortholog_one2one
,,
,,
,,
,,
,,
DYRK1A,DYRK1A,ortholog_one2one
,,
,,
,,
,,
LST1,,
,,
FTH1,,
INTS1,INTS1,ortholog_one2one
PACSIN2,,
KIR3DP1,,
KIR2DS4,,
KIR2DL4,,
LY6G6F-LY6G6D,,
,,
KIR3DL2,,
,,
PPIAP9,,
MICE,,
Metazoa_SRP,,
,,
U6,,
,,
,,
,,
,,
,,
,,
,,
MSGN1,MSGN1,ortholog_one2one
U6,,
Y_RNA,,
U6,,
Metazoa_SRP,,
Y_RNA,,
TTI1,TTI1,ortholog_one2one
SNORA38,,
,,
Y_RNA,,
Y_RNA,,
,,
U6,,
MOCOS,MOCOS,ortholog_one2one
KRT17P5,,
U1,,
Y_RNA,,
SNORD117,,
U6,,
SNORD84,,
U1,,
SMC6,SMC6,ortholog_one2one
U1,,
U1,,
U1,,
HLA-V,,
,,
IGHV1-12,,
GOLGA5,GOLGA5,ortholog_one2one
HLA-V,,
,,
,,
,,
MIR124-1HG,,
KRT17P2,,
CYP21A1P,,
,,
HLA-L,,
HLA-L,,
PALM,PALM,ortholog_one2one
HLA-J,,
RNF5,,
,,
MIR124-1,,
TNKS,,
,,
LINC01899,,
DDX53,DDX53,ortholog_one2one
LINC02864,,
,,
MIR597,,
,,
,,
HLA-DPB2,,
KRT16P1,,
,,
,,
TMEM167A,TMEM167A,ortholog_one2one
,,
,,
,,
UQCR10P1,,
,,
,,
HCG22,,
CHMP5P1,,
AMZ2P3,,
RDXP3,,
FTH1P19,,
,,
TMEM260,TMEM260,ortholog_one2one
,,
MAGEB10,MAGEB10,ortholog_one2one
,,
,,
,,
EIF2AP4,,
NETO1,NETO1,ortholog_one2one
ZNF22-AS1,,
,,
SCP2D1,SCP2D1,ortholog_one2one
PPP1R3B-DT,,
,,
,,
,,
IPO7P1,,
,,
,,
,,
,,
BHLHE23,BHLHE23,ortholog_one2one
RPSAP1,,
,,
LINC01749,,
,,
FTLP19,,
ITIH6,ITIH6,ortholog_one2one
ZNF33CP,,
MSRB2,MSRB2,ortholog_one2one
INCENP,INCENP,ortholog_one2one
,,
HLA-N,,
PSMB8,,
CDH4,CDH4,ortholog_one2one
RADIL,RADIL,ortholog_one2one
NOS2P2,,
HAPLN1,HAPLN1,ortholog_one2one
,,
DDX39B,,
PTCHD1,PTCHD1,ortholog_one2one
,,
OR13A1,OR13A1,ortholog_one2one
SYAP1,SYAP1,ortholog_one2one
,,
PTF1A,PTF1A,ortholog_one2one
PRTFDC1,PRTFDC1,ortholog_one2one
,,
,,
,,
,,
LINC00907,,
,,
,,
,,
,,
,,
EIF2AK1,EIF2AK1,ortholog_one2one
MTMR8,MTMR8,ortholog_one2one
S1PR4,,
,,
,,
,,
,,
CAB39P1,,
HLA-DRA,,
VCAN,VCAN,ortholog_one2one
NCLN,NCLN,ortholog_one2one
,,
ATF6B,,
RNU6-526P,,
,,
LILRP1,,
KRT8P14,,
,,
ZFRP1,,
LILRP2,,
,,
RNU6-1151P,,
,,
,,
,,
CDKL5,CDKL5,ortholog_one2one
,,
MCCD1P1,,
SUMO2P1,,
KIR3DL3,,
MUCL3,,
PPP1R3B,,
PROSER2,PROSER2,ortholog_one2one
BRD2,,
CNDP2,,ortholog_one2one
RPL15P4,,
COL11A2,,
,,
,,
Metazoa_SRP,,
RNU7-55P,,
MIR4660,,
RPL10P19,,
LILRP1,,
LILRP1,,
,,
,,
LILRP2,,
LILRP2,,
RPL36AP55,,
SNORA70,,
,,
,,
HIRAP1,,
RNU6-682P,,
CTSLP2,,
MFHAS1,,
,,
EIF3LP2,,
,,
,,
KIR2DL3,,
,,
KIR2DP1,,
LINC00841,,
KIR2DL1,,
,,
CLDN23,,
,,
,,
,,
RN7SL178P,,
,,
NDRG3,NDRG3,ortholog_one2one
,,
,,
LINC02672,,
KIR2DP1,,
NAV2-AS1,,
,,
RPL12P31,,
,,
,,
LINC02950,,
,,
KIR3DL1,,
,,
MKX-AS1,,
FAM86B3P,,
RNU6-222P,,
PRR5L,PRR5L,ortholog_one2one
FCAR,,
AGAP10P,,
LINC00838,,
,,
RPL22P16,,
LINC02309,,
KIR2DL3,,
ENKUR,ENKUR,ortholog_one2one
ZFAND2A,C3H7orf50,ortholog_one2one
GALC,GALC,ortholog_one2one
KIR2DP1,,
,,
ALG1L13P,,
KIR3DP1,,
,,
TBC1D22A-AS1,,
KIR2DL4,,
,,
,,
U6,U6,ortholog_one2many
5_8S_rRNA,5_8S_rRNA,ortholog_one2many
U6,U6,ortholog_one2many
U2,U2,ortholog_one2many
EIPR1-IT1,,
ACTR3BP6,,
LINC01115,,
RPL26P27,,
,,
,,
RNA5SP495,,
RNA5SP494,,
DNAJC1,DNAJC1,ortholog_one2one
RNU6-1066P,U6,ortholog_one2one
,,
RNU6-338P,,
FAM90A9,,
RN7SKP169,,
RN7SL20P,Metazoa_SRP,ortholog_one2one
RNU6-201P,U6,ortholog_one2one
SNORD42,,
DEFB107A,,
RNU6-28P,,
Y_RNA,,
MIR5739,,
MIR3619,,
MIR6818,,
MIR7109,,
Metazoa_SRP,Metazoa_SRP,ortholog_one2one
SNORD83A,SNORD83A,ortholog_one2one
MIR6821,,
SNORD83B,SNORD83B,ortholog_one2one
SNORD43,SNORD43,ortholog_one2one
RN7SKP252,,
MIR4535,,
MIR3201,,
MIR3667,,
RNA5SP497,,
MIR4766,,
DEFB105B,,
Metazoa_SRP,Metazoa_SRP,ortholog_one2one
,,
RNU6-379P,U6,ortholog_one2one
RN7SKP214,,
,,
,,
LINC01249,,
,,
DEFB106B,,
,,
,,
IGLCOR22-1,,
DEFB104B,,
SLC5A4-AS1,,
UNC93B2,,
SPAG11B,,
CPSF1P1,,
,,
,,
,,
,,
ALG1L5P,,
HS1BP3-IT1,,
,,
LRATD1,LRATD1,ortholog_one2one
IFITM8P,,
RFPL3,,ortholog_one2many
,,
MIOS,MIOS,ortholog_one2one
DEFB103A,,
C8orf34,C8H8orf34,ortholog_one2one
HLA-DQB1-AS1,,
HLA-DQB1,,
KIR3DP1,,
HSPD1P2,,
KIR2DL4,,
,,
DEFB4A,,
COMMD9,COMMD9,ortholog_one2one
IGLCOR22-2,,
RFPL3S,,
,,
MRPL50P4,,
HNRNPA3P1,,
UQCRHP3,,
GPN3P1,,
CUBNP3,,
SLC25A16,,
,,
,,
ZNF705G,,
,,
CDKN2AIPNLP2,,
,,
USP17L7,,
ASAP2,ASAP2,ortholog_one2one
,,
,,
USP17L2,,
,,
IGLVIVOR22-2,,
,,
KIR3DL1,,
,,
RTCB,RTCB,ortholog_one2one
,,
DEFB109D,,
,,
OR7E59P,,
,,
,,
PRDM15,PRDM15,ortholog_one2one
,,
MRPS35P3,,
,,
,,
PROSER2-AS1,,
RPS3AP34,,
SCGB1D2,SCGB1D2,ortholog_one2one
,,
LINC03014,,
,,
,,
RPS3AP35,,
UBE2V2P1,,
,,
,,
MYL6P3,,
,,
,,
OR7E8P,,
PHYHIPL,PHYHIPL,ortholog_one2one
OR7E15P,,
OR7E10P,,
LINC02750,,
LINC03015,,
MIR5692A2,,
,,
LONRF1,,
,,
ZFP91,ZFP91,ortholog_one2one
,,
PER3P1,,
,,
KIR2DS4,,
,,
MEOX2,MEOX2,ortholog_one2one
PIGG,PIGG,ortholog_one2one
KIR3DL2,,
PSMB8,,
MGC4859,,
LINC00967,,
VN1R54P,,
,,
NAMPTP1,,
HSPA8P8,,
,,
ANKRD54P1,,
,,
APBA3,APBA3,ortholog_one2one
FAM20C,FAM20C,ortholog_one2one
,,
CA3,CA3,ortholog_one2one
ASCC1,ASCC1,ortholog_one2one
OR4A8,,
,,
NCR3,,
CIR1P3,,
,,
KIR3DL1,,
,,
GLYAT,GLYAT,ortholog_one2one
REXO1L5P,,
,,
LINC01333,,
NARS1P2,,
,,
,,
FOXK1,FOXK1,ortholog_one2one
,,
SFTA2,,
,,
,,
,,
OXCT1,OXCT1,ortholog_one2one
,,
,,
HNF4G,HNF4G,ortholog_one2one
LINC01910,,
ZNF24TR,,
PTMAP6,,
,,
LINC01716,,
YWHAH,,
C7orf50,,
,,
,,
LINC01441,,
,,
,,
MUC21,,
MMADHCP2,,
,,
EEF1A1P47,,
,,
,,
PCNAP4,,
TJP3,TJP3,ortholog_one2one
RPS21,RPS21,ortholog_one2one
TRIM48,,ortholog_one2many
,,
,,
LARP7P3,,
LINC01477,,
RPL12P40,,
CDK8P1,,
,,
ZBTB22,,
,,
,,
,,
,,
,,
,,
,,
,,
RN7SL305P,Metazoa_SRP,ortholog_one2one
SLC44A4,,
YWHAH-AS1,,
,,
PIK3CDP1,,
CNDP1,CNDP1,ortholog_one2one
,,
WDR35-DT,,
NKILA,,
CCDC179,CCDC179,ortholog_one2one
,,
,,
ASPHD2,ASPHD2,ortholog_one2one
MTCO2P1,,
RPS2P1,,
LY6G5C,,
SNRPFP1,,
,,
OR10V3P,,
,,
NTSR2,NTSR2,ortholog_one2one
LINC01718,,
,,
LTA,,
TFAP2C,TFAP2C,ortholog_one2one
MIR3926-1,,
PRMT3,PRMT3,ortholog_one2one
MIR3926-2,,
LINC03019,,
,,
,,
SRRD,SRRD,ortholog_one2one
LINC01109,,
TDGF1P5,,
LINC00681,,
,,
BPNT2,BPNT2,ortholog_one2one
TRMT9B,,
LINC00954,,
RNU6-842P,,
,,
,,
NUDT11,NUDT11,ortholog_one2one
,,
KIR2DS4,,
Y_RNA,,
MICA,,
REXO1L11P,,
,,
CFAP47,,
HIGD1AP18,,
LINC02849,,
,,
RBIS,,ortholog_one2many
RBIS,RBIS,ortholog_one2many
,,
IGHVII-30-1,,
,,
IGHVII-15-1,,
,,
TFIP11,TFIP11,ortholog_one2one
SS18L1,SS18L1,ortholog_one2one
,,
BDKRB1,,
,,
,,
,,
KIR3DL2,,
APOB,APOB,ortholog_one2one
IGHGP,,
LST1,,
ZFAND2A-DT,,
HLA-DRB9,,
IGHV3-38,,
BMP7-AS1,,
MUC22,,
IGHV3-22,,
,,
,,
NOP56,NOP56,ortholog_one2one
CDCA4,CDCA4,ortholog_one2one
TRIM31-AS1,,
MDC1-AS1,,
COL11A2P1,,
OR10C1,,
CYP3A54P,,
RAD17P1,,
,,
,,
PSMB8,,
LRTM2,,
IGHV3-37,,
,,
,,
IGHV4-28,,
IGHV7-34-1,,
IGHVIII-11-1,,
IGHV3-21,,ortholog_one2one
,,
PPIAP9,,
DAXX,,
IGHVII-26-2,,
IGHV3-64D,,
,,
,,
SUN1,SUN1,ortholog_one2one
,,
IGHVII-30-21,,
,,
,,
IGHV1-17,,
,,
PEBP1P1,,
,,
IGHV3-35,,
,,
SHLD2P2,,
,,
IGHV3-15,IGHV3-15,ortholog_one2one
RPL17P45,,
,,
,,
,,
ELK2AP,,
IGHV7-27,,
TTC7B-AS1,,
KIR2DS5,,
,,
SLC17A6-DT,,
,,
ZSCAN30,ZSCAN30,ortholog_one2one
KIR2DS4,,
,,
IGHV3-36,,
OR5W1P,,
,,
OR10Q2P,,
OR5I1,OR5I1,ortholog_one2one
TTTY13,,
IGHV3-25,,
OR5W2,OR5W2,ortholog_one2one
ELOCP5,,
,,
CDY10P,,
LINC00940,,
ASRGL1,ASRGL1,ortholog_one2one
LGMN,LGMN,ortholog_one2one
USP9YP3,,
DCP1B,,
SSBL2P,,
,,
,,
FAM236B,,ortholog_many2many
FAM236B,,ortholog_many2many
RANP1,,
TSBP1-AS1,,
KIR3DL2,,
OR2J4P,,
MUC21,,
NDP,NDP,ortholog_one2one
KIR2DS1,,
USP9YP8,,
MUCL3,,
CDY11P,,
OFD1P16Y,,
,,
SUB1,SUB1,ortholog_one2one
HLA-DPB1,,
CCHCR1,,
NPM1P6,,
,,
YY2,YY2,ortholog_one2one
,,
ETF1P3,,
YWHAZP7,,
DYNLT3,,
LINC01916,,
STAU2,STAU2,ortholog_one2one
,,
TWSG1,TWSG1,ortholog_one2one
MIR548J,,
HMGB1P10,,
,,
LILRP1,,
CRYBB1,CRYBB1,ortholog_one2one
,,
LILRP2,,
KIR3DL2,,
KIR3DL3,,
CRYBA4,CRYBA4,ortholog_one2one
HSP90AA2P,,
LINC01922,,
RNU6-222P,,
DOK6,DOK6,ortholog_one2one
EIF4A2P3,,
,,
,,
AKAP4,AKAP4,ortholog_one2one
CACNA1C,,
SPRING1P1,,
ELP4,ELP4,ortholog_one2one
,,
RPL26P28,,
RBP3,RBP3,ortholog_one2one
Y_RNA,Y_RNA,ortholog_one2many
,,
,,
C1QTNF6,C1QTNF6,ortholog_one2one
KIAA1328,KIAA1328,ortholog_one2one
ARHGAP12,ARHGAP12,ortholog_one2one
,,
,,
ELOCP28,,
WDR82P1,,
KIR2DL3,,
LINC00879,,
,,
,,
SMIM24,SMIM24,ortholog_one2one
KIR2DP1,,
KIR2DL1,,
SSTR3,SSTR3,ortholog_one2one
PPP1R18,,
,,
,,
,,
JSRP1,JSRP1,ortholog_one2one
TMPRSS6,TMPRSS6,ortholog_one2one
RNU6-222P,,
MAOB,MAOB,ortholog_one2one
FCAR,,
,,
,,
,,
RPS25P3,,
,,
MGAT4C,,
ERVH-1,,
,,
,,
,,
ENPP7P9,,
,,
ZNRF4,ZNRF4,ortholog_one2one
HADHA,HADHA,ortholog_one2one
LINC00504,,
COL11A2P1,,
DDX39B-AS1,,
PRR3,,
NFIC,NFIC,ortholog_one2one
SFTA2,,
ABCA11P,,
,,
BTNL2,,
SLC2A9,SLC2A9,ortholog_one2one
RNU6-222P,,
FCAR,,
,,
RPS4XP3,,
PSMB9,,
LINC00029,,
ATP6V1G2,,
CDH18-AS1,,
NFATC2,NFATC2,ortholog_one2one
CAPSL,CAPSL,ortholog_one2one
,,
C6orf136,,
,,
,,
,,
YWHAZP8,,
ANKRD29,ANKRD29,ortholog_one2one
KPNA4P1,,
MSH5-SAPCD1,,
VSIG4,VSIG4,ortholog_one2one
KIR3DP1,,
KIR2DL4,,
POLR1H,,
LINC01538,,
LINC01894,,
PSORS1C2,,
,,
SUCLA2P1,,
LY6G5B,,
RPL29P12,,
,,
,,
,,
LINC01541,,
TRAPPC13,TRAPPC13,ortholog_one2one
ENTR1P1,,
,,
RPL7P4,,
LINC01015,,
RPS10P27,,
PPP1R13B-DT,,
SLC25A51P2,,
CCNK,CCNK,ortholog_one2one
TAP1,,
,,
NFE2L3P1,,
RUVBL1,,
RN7SKP72,,
RNU6-349P,U6,ortholog_one2one
RN7SL282P,Metazoa_SRP,ortholog_one2one
RN7SL50P,Metazoa_SRP,ortholog_one2one
,,
MIR4317,MIR4317,ortholog_one2one
U3,U3,ortholog_one2one
,,
RNU6-916P,U6,ortholog_one2one
RNU2-27P,,
,,
,,ortholog_one2one
RNU6-1004P,,
RNU6-903P,U6,ortholog_one2one
,,
DHX15,DHX15,ortholog_one2one
Y_RNA,Y_RNA,ortholog_one2one
Y_RNA,Y_RNA,ortholog_one2one
RNU6ATAC20P,,
RNU6-1032P,U6,ortholog_one2one
RN7SL745P,Metazoa_SRP,ortholog_one2one
Y_RNA,,
MIR4741,,
Y_RNA,Y_RNA,ortholog_one2one
RNU6-702P,U6,ortholog_one2one
RNU6-721P,U6,ortholog_one2many
RN7SL97P,Metazoa_SRP,ortholog_one2one
RNU6-1289P,U6,ortholog_one2one
MIR302F,,
Y_RNA,,
Y_RNA,Y_RNA,ortholog_one2one
MIR8057,,
RNU6-408P,,
RNU5A-6P,U5,ortholog_one2one
RNA5SP452,,
Metazoa_SRP,Metazoa_SRP,ortholog_one2one
RNU6-435P,U6,ortholog_one2one
MIR320C2,,
RNU6-1050P,U6,ortholog_one2one
Y_RNA,Y_RNA,ortholog_one2one
MIR3975,,
MIR3929,,
MIR4318,,
MIR924,,
MIR5583-2,,
MIR5583-1,,
RNU6-1242P,U6,ortholog_one2one
RN7SKP182,,
RNA5SP454,,
RNA5SP455,,
MIR187,mml-mir-187,ortholog_one2one
MIR4743,MIR4743,ortholog_one2one
MIR4527,,
RNU6-706P,U6,ortholog_one2one
RNU6-708P,U6,ortholog_one2one
RPL19P20,,
RNA5SP458,,
MIR4528,,
RNU6-737P,U6,ortholog_one2one
Y_RNA,Y_RNA,ortholog_one2one
JADE3,JADE3,ortholog_one2one
U3,U3,ortholog_one2one
SNORA73,SNORA73,ortholog_one2one
RNU6-116P,,
RN7SL342P,Metazoa_SRP,ortholog_one2one
RNA5SP456,,
RNU4-17P,U4,ortholog_one2one
RNU6-567P,U6,ortholog_one2one
MIR5011,,
RNU6-142P,,
RNU6-1037P,U6,ortholog_one2one
RN7SL705P,Metazoa_SRP,ortholog_one2one
RN7SL795P,Metazoa_SRP,ortholog_one2one
MIR5692B,,
,,
RNA5SP460,,
MIR548AV,,
,,
RN7SL401P,Metazoa_SRP,ortholog_one2one
PKNOX1,PKNOX1,ortholog_one2one
RNU6-39P,U6,ortholog_one2one
,,ortholog_one2one
RNU6-655P,U6,ortholog_one2one
Y_RNA,Y_RNA,ortholog_one2one
RNA5SP461,,
LINC01895,,
RPL31P59,,
CDC42P6,,
IGLJCOR18,,
RPL21P127,,
ZNF595,ZNF595,ortholog_one2one
NEU1,,
BOD1P1,,
,,
PIAS2,PIAS2,ortholog_one2one
NCR3,,
CLBA1,CLBA1,ortholog_one2one
LINC02850,,
DCDC2C,DCDC2C,ortholog_one2one
,,
PBX2,,
CLIC1,,
,,
LINC01810,,
,,
,,
FOXR2,FOXR2,ortholog_one2one
,,
GGTLC4P,,
,,
,,
SOX11,SOX11,ortholog_one2one
SLC9A7,SLC9A7,ortholog_one2one
CPZ,CPZ,ortholog_one2one
RANBP3,RANBP3,ortholog_one2one
NPM1P48,,
SRD5A2,SRD5A2,ortholog_one2one
,,
SPECC1L,SPECC1L,ortholog_one2one
HCG20,,
,,
,,
OSR1,OSR1,ortholog_one2one
LILRP1,,
,,
LILRP2,,
NRM,,
HLA-DRA,,
,,
SETD3,SETD3,ortholog_one2one
KIR3DL3,,
PSMB8-AS1,,
RNU6-823P,,
EEFSEC,,
NUTF2P8,,
LINC00276,,
CBS,CBS,ortholog_one2one
,,
,,
TTC32,TTC32,ortholog_one2one
,,
HCG9,,
,,
PPIAP78,,
KRT18P56,,
DDR1-DT,,
CCNB3P1,,
,,
HLA-C,,
,,
GZMK,GZMK,ortholog_one2one
DPYSL5,DPYSL5,ortholog_one2one
GUSBP13,,
HLA-C,,
ABTB2,ABTB2,ortholog_one2one
,,
,,
,,
,,
,,
MIR4280HG,,
,,
,,
ARSB,ARSB,ortholog_one2one
HDHD2,HDHD2,ortholog_one2one
OR7E83P,,
,,
,,
KIR2DL3,,
HNRNPDP1,,
STK32B,STK32B,ortholog_one2one
RBMXP5,,
PHKA1-AS1,,
MAGEH1,MAGEH1,ortholog_one2one
KIR3DL1,,
ZNF674-AS1,,
,,
,,
SMIM15P1,,
,,
DGKK,DGKK,ortholog_one2one
KIR2DP1,,
SYCP2,SYCP2,ortholog_one2one
KIR3DL2,,
RNU6-222P,,
FCAR,,
,,
LINC01499,,
ZNF70P1,,
PSMB9,,
LINC02733,,
EEF1DP8,,
,,
OR10V1,,
LINC01493,,
CENPK,CENPK,ortholog_one2one
BOP1,,
,,
CCNB2P1,,
,,
,,
,,
PATL1,PATL1,ortholog_one2one
ICA1,ICA1,ortholog_one2one
NOTCH4,,
TATDN1P1,,
,,
SNRPEP8,,
UBE2D1,UBE2D1,ortholog_one2one
LINC00269,,
NDP-AS1,,
,,
NDUFS3,,
,,
SPIN4-AS1,,
,,
PIR,PIR,ortholog_one2one
,,
TCN1,TCN1,ortholog_one2one
IER3IP1,IER3IP1,ortholog_one2one
IGHV1-14,,
,,
IGHV3-20,,ortholog_one2many
IGHV3-20,,ortholog_one2many
MDC1-AS1,,
,,
HTATSF1P1,,
C6orf47-AS1,,
LINC02317,,
HLA-DRB1,,
LINC01182,,
,,
IGHV3-33-2,,
GLRXP2,,
RNU6-1131P,U6,ortholog_one2one
,,
SKOR2,SKOR2,ortholog_one2one
AHNAK2,AHNAK2,ortholog_one2one
,,
RNPS1P1,,
YWHAZP3,,
LINC02632,,
MSX1,MSX1,ortholog_one2one
,,
,,
,,
,,
MTND2P31,,
GDF10,GDF10,ortholog_one2one
PDE3B,PDE3B,ortholog_one2one
LINC01396,,
C1QTNF7-AS1,,
RPS21P4,,
LINC02438,,
TGIF1,TGIF1,ortholog_one2one
,,
WEE1P1,,
CYTL1,CYTL1,ortholog_one2one
CINP,CINP,ortholog_one2one
SPECC1L-ADORA2A,,
PRKG1-AS1,,
,,
,,
,,
ADORA2A,,
,,
ZNF33B,ZNF33B,ortholog_one2one
KIR2DS4,,
EFR3B,EFR3B,ortholog_one2one
RPL23AP83,,
PSMA5P1,,
,,
EDA2R,EDA2R,ortholog_one2one
TRMT44,TRMT44,ortholog_one2one
KIR3DL2,,
ZNF70P1,,
RING1,,
IGHVIII-25-1,,
,,
IGHV1-24,,ortholog_one2many
IGHV1-24,,ortholog_one2many
,,
,,
IGHV3-33,,
CEP164P1,,
TTC7B,TTC7B,ortholog_one2one
,,
,,
,,
PCAT5,,
,,
,,
LINC02984,,
ADORA2A-AS1,,
PKIA-AS1,,
PTPMT1,,
NRP1,NRP1,ortholog_one2one
HCG20,,
,,
,,
MPIG6B,,
RPL31P40,,
,,
,,
UPB1,UPB1,ortholog_one2one
CALB1,CALB1,ortholog_one2one
PFN5P,,
CYSLTR1,CYSLTR1,ortholog_one2one
SNRPCP13,,
,,
,,
,,
,,
KBTBD4,,
,,
DRD5,DRD5,ortholog_one2one
HSF1,,
,,
,,
,,
,,
LDB2,LDB2,ortholog_one2one
,,
LAMA5,,
LINC02718,,
ATP6AP2,ATP6AP2,ortholog_one2one
MS4A3,,ortholog_one2one
,,
BRD7P1,,
RNU5E-10P,,
,,
,,
,,
RN7SKP205,,
SNRPD3,SNRPD3,ortholog_one2one
FAM180B,,
,,
TAF4B,TAF4B,ortholog_one2one
,,
LINC00596,,
C1QTNF4,,
PDZD2,PDZD2,ortholog_one2one
DHRS4-AS1,,
CSNK2B,,
MTCH2,,
,,
DHRS4,,
LILRP1,,
,,
LILRP2,,
,,
,,
LRRC75B,LRRC75B,ortholog_one2one
GNA15-DT,,
SLC39A7,,
NECAB1,NECAB1,ortholog_one2one
,,
GNG7,GNG7,ortholog_one2one
UQCRHP1,,
