Gene name,Mouse gene name,Mouse homology type
timm13,Timm13,ortholog_one2one
ciao2a,Ciao2a,ortholog_one2one
RALGDS,Ralgds,ortholog_one2many
RALGDS,4930596D02Rik,ortholog_one2many
RALGDS,4930474N05Rik,ortholog_one2many
dop1b,Dop1b,ortholog_one2one
hagh,Hagh,ortholog_one2one
washc2c,Washc2,ortholog_one2one
nup107,Nup107,ortholog_one2one
osbpl3a,Osbpl3,ortholog_one2many
sigirr,Sigirr,ortholog_one2one
snu13b,Snu13,ortholog_one2many
pam,Pam,ortholog_one2one
mrpl57,Mrpl57,ortholog_one2one
zgc:154125,Fcrl6,ortholog_one2many
prim2,Prim2,ortholog_one2one
osbpl10b,Osbpl10,ortholog_one2many
gna15.3,Gna15,ortholog_many2many
gna15.3,Gnat3,ortholog_many2many
gna15.3,Gna11,ortholog_many2many
smad5,Smad5,ortholog_one2one
htr1ab,Htr1a,ortholog_one2one
mrtfba,Mrtfb,ortholog_one2many
ndufb6,Ndufb6,ortholog_one2one
amfra,Amfr,ortholog_one2many
ppm1aa,Ppm1a,ortholog_one2many
pdxdc1,Pdxdc1,ortholog_one2one
si:dkeyp-27e10.3,D630045J12Rik,ortholog_one2many
si:ch1073-104i17.1,1700030K09Rik,ortholog_one2one
rcc2,Rcc2,ortholog_one2one
mctp2a,Mctp2,ortholog_one2many
bckdha,Bckdha,ortholog_one2one
lypd6,Lypd6,ortholog_one2one
TMEM132C,Tmem132c,ortholog_one2many
b3galnt2,B3galnt2,ortholog_one2one
hrasa,Hras,ortholog_one2many
kcnn4,Kcnn4,ortholog_one2one
nrbf2b,Nrbf2,ortholog_one2one
cers4b,Cers4,ortholog_one2many
gfap,Gfap,ortholog_one2one
cotl1,Cotl1,ortholog_one2one
pla1a,Pla1a,ortholog_one2one
zdhhc4,Zdhhc4,ortholog_one2one
pla1a,Popdc2,ortholog_one2one
mafaa,Mafa,ortholog_one2one
msrb1b,Meiob,ortholog_one2one
mllt10,Mllt10,ortholog_one2one
si:ch211-222f23.6,Smagp,ortholog_many2many
si:ch211-222f23.6,Cd200l1,ortholog_many2many
si:ch211-222f23.6,Cd200l2,ortholog_many2many
si:ch211-222f23.6,Pvr,ortholog_many2many
si:ch211-222f23.6,Tigit,ortholog_many2many
magi1b,Magi1,ortholog_one2many
klb,Klb,ortholog_one2one
smg9,Smg9,ortholog_one2one
si:ch211-154e10.1,Rgs3,ortholog_one2many
cds1,Cds1,ortholog_one2one
gopc,Gopc,ortholog_one2one
wdr75,Wdr75,ortholog_one2one
upf1,Upf1,ortholog_one2one
mapta,Mapt,ortholog_one2many
bbs5,Bbs5,ortholog_one2one
pgpep1,Pgpep1,ortholog_one2one
guf1,Guf1,ortholog_one2one
ptpn6,Ptpn6,ortholog_one2one
si:dkey-84o3.6,Htra2,ortholog_one2many
ktn1,Ktn1,ortholog_one2one
nme4,Nme4,ortholog_one2one
jund,Jund,ortholog_one2one
ptger2b,Ptger2,ortholog_one2many
acvr2ba,Acvr2b,ortholog_one2many
gga3a,Gga3,ortholog_one2many
tlcd3ba,Tlcd3b,ortholog_one2many
prdm13,Prdm13,ortholog_one2one
phox2a,Phox2a,ortholog_one2one
mapkap1,Mapkap1,ortholog_one2one
rin2,Rin2,ortholog_one2many
UBL4A,Ubl4a,ortholog_one2one
CFAP96,1700029J07Rik,ortholog_one2one
FAM177A1,Fam177a,ortholog_many2many
FAM177A1,Fam177a2,ortholog_many2many
si:ch211-157j23.2,Nxpe5,ortholog_one2many
si:dkey-108k21.21,H1f6,ortholog_many2many
ltbp1,Ltbp1,ortholog_one2one
si:ch73-261i21.5,Zpld2,ortholog_many2many
adgrv1,Adgrv1,ortholog_one2one
znf281a,Zfp281,ortholog_one2many
chsy1,Chsy1,ortholog_one2one
prcp,Prcp,ortholog_one2one
rbm6,Rbm6,ortholog_many2many
atraid,Atraid,ortholog_one2one
btc,Btc,ortholog_one2one
snx17,Snx17,ortholog_one2one
pnkd,Pnkd,ortholog_one2one
mid1ip1b,Mid1ip1,ortholog_one2one
r3hcc1,R3hcc1,ortholog_one2one
cpeb3,Cpeb3,ortholog_one2one
si:ch73-389b16.1,Ccdc18,ortholog_one2many
pitrm1,Pitrm1,ortholog_one2one
abat,Abat,ortholog_one2one
tprb,Tpr,ortholog_one2many
pank2,Pank2,ortholog_one2one
bcor,Bcor,ortholog_one2one
fhl3a,Fhl3,ortholog_one2one
qpctla,Qpctl,ortholog_one2many
fgfr2,Fgfr2,ortholog_one2one
,Firrm,ortholog_one2one
rttn,Rttn,ortholog_one2one
TMC1,Tmc1,ortholog_one2one
gstm.1,Gstm5,ortholog_one2many
edc4,Edc4,ortholog_one2one
arnt,Arnt,ortholog_one2one
otofb,Otof,ortholog_one2many
qdpra,Qdpr,ortholog_one2many
dlgap3,Dlgap3,ortholog_one2one
STMP1,Stmp1,ortholog_one2one
nipsnap1,Nipsnap1,ortholog_one2one
ripk1l,Ripk1,ortholog_one2one
rffl,Rffl,ortholog_one2many
mybpha,Mybph,ortholog_one2many
zgc:172271,Srprb,ortholog_one2many
zgc:172271,Trf,ortholog_one2many
wdr19,Wdr19,ortholog_one2one
nfybb,Nfyb,ortholog_one2many
scamp1,Scamp1,ortholog_one2one
shisa8b,Shisa8,ortholog_many2many
atad1b,Atad1,ortholog_one2many
dok6,Dok6,ortholog_one2one
prmt3,Prmt3,ortholog_one2one
nedd4a,Nedd4,ortholog_one2one
fan1,Fan1,ortholog_one2one
rps25,Rps25,ortholog_one2one
pola2,Pola2,ortholog_one2one
hspb1,Hspb1,ortholog_one2one
picalmb,Picalm,ortholog_one2many
sertad4,Sertad4,ortholog_one2one
sf3a1,Sf3a1,ortholog_one2one
slc35b3,Slc35b3,ortholog_one2one
lim2.5,Lim2,ortholog_one2many
si:dkey-31g6.6,Gm525,ortholog_one2one
clptm1,Clptm1,ortholog_one2one
cpvl,Cpvl,ortholog_one2one
kcnk15,Kcnk15,ortholog_one2one
atp5mc3a,Atp5mc3,ortholog_one2one
lrp3,Lrp3,ortholog_one2one
dr1,Dr1,ortholog_one2one
fxr2,Fxr2,ortholog_one2one
vsx1,Vsx1,ortholog_one2one
tenm4,Tenm4,ortholog_one2one
ndc1,Ndc1,ortholog_one2one
zgc:101540,Slc27a5,ortholog_one2many
klf15,Klf15,ortholog_one2one
gria1b,Gria1,ortholog_one2many
si:ch73-171o20.1,F830016B08Rik,ortholog_many2many
si:ch73-171o20.1,Iigp1,ortholog_many2many
si:ch73-171o20.1,Iigp1c,ortholog_many2many
si:ch73-171o20.1,Igtp,ortholog_many2many
si:ch73-171o20.1,Gm4841,ortholog_many2many
si:ch73-171o20.1,Gm12185,ortholog_many2many
si:ch73-171o20.1,Irgc1,ortholog_many2many
si:ch73-171o20.1,Irgm1,ortholog_many2many
si:ch73-171o20.1,Ifi47,ortholog_many2many
si:ch73-171o20.1,Gm5431,ortholog_many2many
si:ch73-171o20.1,Tgtp1,ortholog_many2many
si:ch73-171o20.1,Irgm2,ortholog_many2many
si:ch73-171o20.1,9930111J21Rik1,ortholog_many2many
si:ch73-171o20.1,9930111J21Rik2,ortholog_many2many
si:ch73-171o20.1,Tgtp2,ortholog_many2many
bloc1s6,Bloc1s6,ortholog_one2one
mis18a,Mis18a,ortholog_one2one
rhbdl2,Rhbdl2,ortholog_one2one
cyp11a2,Cyp11a1,ortholog_one2many
irgf3,F830016B08Rik,ortholog_many2many
irgf3,Iigp1,ortholog_many2many
irgf3,Iigp1c,ortholog_many2many
irgf3,Igtp,ortholog_many2many
irgf3,Gm4841,ortholog_many2many
irgf3,Gm12185,ortholog_many2many
irgf3,Irgc1,ortholog_many2many
irgf3,Irgm1,ortholog_many2many
irgf3,Ifi47,ortholog_many2many
irgf3,Gm5431,ortholog_many2many
irgf3,Tgtp1,ortholog_many2many
irgf3,Irgm2,ortholog_many2many
irgf3,9930111J21Rik1,ortholog_many2many
irgf3,9930111J21Rik2,ortholog_many2many
irgf3,Tgtp2,ortholog_many2many
prkcg,Prkcg,ortholog_many2many
prkcg,Pkn3,ortholog_many2many
si:ch1073-83b15.1,Garre1,ortholog_one2many
rpl17,Rpl17,ortholog_one2many
rpl17,Gm6133,ortholog_one2many
prxl2c,Prxl2c,ortholog_one2one
glrba,Glrb,ortholog_one2many
smg6,Smg6,ortholog_one2one
slc1a6,Slc1a6,ortholog_one2one
KCNMB2,Kcnmb2,ortholog_one2many
rps26,Rps26,ortholog_one2many
riok1,Riok1,ortholog_one2one
jagn1a,Jagn1,ortholog_one2many
akirin1,Akirin1,ortholog_one2one
cox6a1,Cox6a2,ortholog_many2many
gusb,Gusb,ortholog_one2one
wnt10b,Wnt10b,ortholog_one2one
rbp4,Rbp4,ortholog_one2one
bcl9,Bcl9,ortholog_one2one
txn2,Txn2,ortholog_one2one
ssr2,Ssr2,ortholog_one2one
adam8b,Adam8,ortholog_one2many
inavab,Inava,ortholog_one2many
ogfrl2,Ogfr,ortholog_one2many
fbxl6,Fbxl19,ortholog_many2many
itgb8,Itgb8,ortholog_one2one
tcirg1a,Tcirg1,ortholog_one2many
zdhhc20a,Zdhhc20,ortholog_one2many
tgfb2,Tgfb2,ortholog_one2one
CDIN1,Cdin1,ortholog_one2one
rasip1,Rasip1,ortholog_one2one
skp2,Skp2,ortholog_one2one
prpf4ba,Prpf4b,ortholog_one2many
msgn1,Msgn1,ortholog_one2one
IYD,Iyd,ortholog_one2one
fam169b,Fam169b,ortholog_one2one
mmp11a,Mmp11,ortholog_one2many
si:dkey-37o8.1,Gspt2,ortholog_many2many
dpy19l1l,Dpy19l2,ortholog_one2many
dpy19l1l,Dpy19l1,ortholog_one2many
bdh1,Bdh1,ortholog_one2one
snx14,Snx14,ortholog_one2one
taf5l,Taf5l,ortholog_one2one
hmgb1b,Hmgb1,ortholog_one2many
tbxas1,Tbxas1,ortholog_one2one
desmb,Des,ortholog_one2many
ndufa9b,Ndufa9,ortholog_one2many
rab40c,Rab40c,ortholog_one2one
si:dkey-17e16.9,Aloxe3,ortholog_one2one
mphosph6,Mphosph6,ortholog_one2one
urb1,Urb1,ortholog_one2one
ncoa3,Ncoa3,ortholog_one2one
osgepl1,Osgepl1,ortholog_one2one
mov10b.1,Mov10,ortholog_one2many
itgb4,Itgb4,ortholog_one2many
sdhc,Sdhc,ortholog_one2one
atp1a1a.1,Atp1a1,ortholog_one2many
trip13,Trip13,ortholog_one2one
trim36,Trim36,ortholog_one2one
pon1,Pon1,ortholog_many2many
pon1,Pon2,ortholog_many2many
pon1,Pon3,ortholog_many2many
got2b,Got2,ortholog_one2many
rtel1,Rtel1,ortholog_one2one
ccbe1,Ccbe1,ortholog_one2one
hmcn1,Hmcn1,ortholog_one2many
cacnb4a,Cacnb4,ortholog_one2one
fbxl14b,Fbxl14,ortholog_one2many
lingo1a,Lingo1,ortholog_one2many
actr3b,Actr3b,ortholog_one2one
evx1,Evx1,ortholog_one2many
mgat1b,Mgat1,ortholog_one2many
ubn2b,Ubn2,ortholog_one2many
fpgs,Fpgs,ortholog_one2one
spink4,Spink4,ortholog_one2one
stim1b,Stim1,ortholog_one2many
hoxa1a,Hoxa1,ortholog_one2one
ube2g1a,Ube2g1,ortholog_one2one
lrrc14b,Lrrc14b,ortholog_one2one
rdh14b,Rdh14,ortholog_one2many
c8g,C8g,ortholog_one2one
ugt5d1,Ugt2a3,ortholog_many2many
ugt5d1,Ugt1a6b,ortholog_many2many
ugt5d1,Ugt1a6a,ortholog_many2many
ugt5d1,Ugt1a7c,ortholog_many2many
ugt5d1,Ugt1a2,ortholog_many2many
ugt5d1,Ugt1a5,ortholog_many2many
ugt5d1,Ugt2a2,ortholog_many2many
ugt5d1,Ugt2a1,ortholog_many2many
ugt5d1,Ugt1a9,ortholog_many2many
ugt5d1,Ugt1a8,ortholog_many2many
ugt5d1,Ugt1a10,ortholog_many2many
atcayb,Atcay,ortholog_one2many
vrk1,Vrk1,ortholog_one2one
lipeb,Lipe,ortholog_one2many
bckdhbl,Siglecg,ortholog_many2many
bckdhbl,Siglecf,ortholog_many2many
bckdhbl,Siglec15,ortholog_many2many
bckdhbl,Siglech,ortholog_many2many
bckdhbl,Siglece,ortholog_many2many
bckdhbl,Cd33,ortholog_many2many
ugt2a5,Ugt2b35,ortholog_many2many
ugt2a5,Ugt2b5,ortholog_many2many
ugt2a5,Ugt2b38,ortholog_many2many
ugt2a5,Ugt2b36,ortholog_many2many
ugt2a5,Ugt2b37,ortholog_many2many
ugt2a5,Ugt2b34,ortholog_many2many
ugt2a5,Ugt2b1,ortholog_many2many
cers4a,Cers4,ortholog_one2many
irgf1,F830016B08Rik,ortholog_many2many
irgf1,Iigp1,ortholog_many2many
irgf1,Iigp1c,ortholog_many2many
irgf1,Igtp,ortholog_many2many
irgf1,Gm4841,ortholog_many2many
irgf1,Gm12185,ortholog_many2many
irgf1,Irgc1,ortholog_many2many
irgf1,Irgm1,ortholog_many2many
irgf1,Ifi47,ortholog_many2many
irgf1,Gm5431,ortholog_many2many
irgf1,Tgtp1,ortholog_many2many
irgf1,Irgm2,ortholog_many2many
irgf1,9930111J21Rik1,ortholog_many2many
irgf1,9930111J21Rik2,ortholog_many2many
irgf1,Tgtp2,ortholog_many2many
sin3b,Sin3b,ortholog_one2one
irgf2,F830016B08Rik,ortholog_many2many
irgf2,Iigp1,ortholog_many2many
irgf2,Iigp1c,ortholog_many2many
irgf2,Igtp,ortholog_many2many
irgf2,Gm4841,ortholog_many2many
irgf2,Gm12185,ortholog_many2many
irgf2,Irgc1,ortholog_many2many
irgf2,Irgm1,ortholog_many2many
irgf2,Ifi47,ortholog_many2many
irgf2,Gm5431,ortholog_many2many
irgf2,Tgtp1,ortholog_many2many
irgf2,Irgm2,ortholog_many2many
irgf2,9930111J21Rik1,ortholog_many2many
irgf2,9930111J21Rik2,ortholog_many2many
irgf2,Tgtp2,ortholog_many2many
cxcr2,Cxcr2,ortholog_one2many
cxcr2,Cxcr1,ortholog_one2many
ccdc13,Ccdc13,ortholog_one2one
brwd3,Brwd3,ortholog_one2one
ormdl2,Ormdl2,ortholog_one2one
ddx31,Ddx31,ortholog_one2one
arhgef1b,Arhgef1,ortholog_one2one
wfs1b,Wfs1,ortholog_one2many
med13a,Med13,ortholog_one2many
diras1a,Diras1,ortholog_one2many
erc1b,Erc1,ortholog_one2many
cited4b,Cited4,ortholog_one2many
kyat1,Kyat1,ortholog_one2one
uchl1,Uchl1,ortholog_one2one
stc2a,Stc2,ortholog_one2many
larp4b,Larp4b,ortholog_one2one
surf6,Surf6,ortholog_one2one
pik3ca,Pik3ca,ortholog_one2one
ugt2a6,Ugt2b35,ortholog_many2many
ugt2a6,Ugt2b5,ortholog_many2many
ugt2a6,Ugt2b38,ortholog_many2many
ugt2a6,Ugt2b36,ortholog_many2many
ugt2a6,Ugt2b37,ortholog_many2many
ugt2a6,Ugt2b34,ortholog_many2many
ugt2a6,Ugt2b1,ortholog_many2many
naglu,Naglu,ortholog_one2one
wt1a,Wt1,ortholog_one2many
LECT2,Lect2,ortholog_one2many
C7H11orf68,AI837181,ortholog_one2one
fgfr1op2,Fgfr1op2,ortholog_one2one
galk1,Galk1,ortholog_one2one
drap1,Drap1,ortholog_one2one
sult3st1,Sult3a1,ortholog_many2many
sult3st1,Sult3a2,ortholog_many2many
ndufs7,Ndufs7,ortholog_one2one
map1ab,Map1a,ortholog_one2many
si:dkey-28b4.7,Pold4,ortholog_one2one
slc30a6,Slc30a6,ortholog_one2one
nt5c3a,Nt5c3,ortholog_one2one
dnajc11a,Dnajc11,ortholog_one2many
aldh3a2a,Aldh3b1,ortholog_many2many
aldh3a2a,Aldh3a1,ortholog_many2many
aldh3a2a,Aldh1b1,ortholog_many2many
aldh3a2a,Aldh9a1,ortholog_many2many
hacd2,Hacd2,ortholog_one2one
tbx19,Tbx19,ortholog_one2one
ghrb,Gm13305,ortholog_many2many
ghrb,Il11ra2,ortholog_many2many
ghrb,Il11ra1,ortholog_many2many
ghrb,Il2rg,ortholog_many2many
ghrb,Il6ra,ortholog_many2many
ghrb,Il12rb1,ortholog_many2many
ghrb,Ghr,ortholog_many2many
ghrb,Osmr,ortholog_many2many
ghrb,Crlf2,ortholog_many2many
ghrb,Il27ra,ortholog_many2many
ghrb,Il13ra1,ortholog_many2many
ghrb,Il23r,ortholog_many2many
camk1gb,Camk1g,ortholog_one2many
vav3a,Vav3,ortholog_one2many
pdzd8,Pdzd8,ortholog_one2one
si:ch73-90p23.1,Ffar3,ortholog_many2many
si:ch73-90p23.1,Ffar2,ortholog_many2many
ctu2,Ctu2,ortholog_one2one
arrb2a,Arrb2,ortholog_one2many
LOXL4,Loxl4,ortholog_one2many
pkd2l1,Pkd2l1,ortholog_one2one
atp2a2a,Atp1a4,ortholog_many2many
ints5,Ints5,ortholog_one2one
chid1,Chid1,ortholog_one2one
rab3b,Rab3b,ortholog_one2one
igf2bp3,Igf2bp3,ortholog_one2one
urb2,Urb2,ortholog_one2one
znfx1,Znfx1,ortholog_one2one
otofa,Otof,ortholog_one2many
dynlt3,Dynlt3,ortholog_one2one
six5,Six5,ortholog_many2many
rgs11,Rgs11,ortholog_one2one
,Sdhb,ortholog_one2many
camkmt,Camkmt,ortholog_one2many
tbxtb,T,ortholog_one2one
mxd3,Mxd3,ortholog_one2one
thbs3b,Thbs3,ortholog_one2one
acp5a,Acp5,ortholog_one2one
cul1b,Cul1,ortholog_one2many
gpt2,Gpt2,ortholog_one2one
rhpn2,Rhpn2,ortholog_one2one
si:ch211-230g14.6,Cnnm4,ortholog_one2many
nkpd1,Nkpd1,ortholog_one2one
chrm3a,Chrm3,ortholog_one2many
gstcd,Gstcd,ortholog_one2one
snrpb2,Snrpb2,ortholog_one2one
appb,App,ortholog_one2many
nrn1la,Nrn1l,ortholog_one2many
piezo2a.2,Piezo2,ortholog_one2many
TMEM263,Tmem263,ortholog_one2many
u2af2b,U2af2,ortholog_one2many
nlgn3a,Nlgn3,ortholog_one2one
ddx3xa,Ddx3x,ortholog_many2many
ddx3xa,Ddx3y,ortholog_many2many
ddx3xa,D1Pas1,ortholog_many2many
sumo3a,Sumo3,ortholog_one2many
si:ch211-28p3.3,Plekhs1,ortholog_one2many
ednraa,Ednra,ortholog_one2many
jade1,Jade1,ortholog_one2one
atp7a,Atp7a,ortholog_one2one
grin2db,Grin2d,ortholog_one2many
ikbip,Ikbip,ortholog_one2one
ank1a,Ank1,ortholog_one2many
cx30.9,Gjb4,ortholog_many2many
cx30.9,Gjb5,ortholog_many2many
snrpa1,Snrpa1,ortholog_one2one
oxgr1a.1,Oxgr1,ortholog_one2many
top2a,Top2a,ortholog_one2one
cngb3.1,Cngb3,ortholog_one2many
nr2c1,Nr2c1,ortholog_one2one
spef2,Spef2,ortholog_one2one
lss,Lss,ortholog_one2one
ccdc126,Ccdc126,ortholog_one2one
mcm3ap,Mcm3ap,ortholog_one2one
lgi1b,Lgi1,ortholog_many2many
lgi1b,Lgi4,ortholog_many2many
lgi1b,Tlr13,ortholog_many2many
lgi1b,Lrg1,ortholog_many2many
lgi1b,Lrrc26,ortholog_many2many
apoda.2,Apod,ortholog_one2many
tmcc3,Tmcc3,ortholog_one2one
si:ch1073-475a24.1,Fam111a,ortholog_one2many
nfia,Nfia,ortholog_one2one
fra10ac1,Fra10ac1,ortholog_one2one
hoxb5a,Hoxb5,ortholog_one2many
smarcc2,Smarcc2,ortholog_one2one
wdr13,Wdr13,ortholog_one2one
bdkrb1,Bdkrb1,ortholog_one2one
rab20,Rab20,ortholog_one2one
pdzd3a,Nherf4,ortholog_one2many
prr15lb,Prr15,ortholog_one2one
net1,Net1,ortholog_one2one
heyl,Hes5,ortholog_many2many
heyl,Heyl,ortholog_many2many
slc9a6b,Slc9a6,ortholog_one2many
pde9a,Pde9a,ortholog_one2many
pgam2,Pgam2,ortholog_one2one
si:ch211-226h7.6,Gp2,ortholog_one2many
dym,Dym,ortholog_one2one
si:ch211-226h7.8,Gp2,ortholog_one2many
zbtb8b,Zbtb8b,ortholog_one2one
b3gnt3.2,B3gnt3,ortholog_one2many
acot20,Acot4,ortholog_many2many
acot20,Acot1,ortholog_many2many
acot20,Acot2,ortholog_many2many
acot20,Acot6,ortholog_many2many
acot20,Acot5,ortholog_many2many
acot20,Acnat2,ortholog_many2many
acot20,Baat,ortholog_many2many
acot20,Acot3,ortholog_many2many
acot20,Acnat1,ortholog_many2many
si:ch211-226h7.5,Gp2,ortholog_one2many
mrpl13,Mrpl13,ortholog_one2one
eefsec,Eefsec,ortholog_one2one
gja8b,Gja8,ortholog_one2many
eef1akmt1,Eef1akmt1,ortholog_one2one
si:ch211-170d8.8,Cd69,ortholog_many2many
si:ch211-170d8.8,Klrh1,ortholog_many2many
si:ch211-170d8.8,Klre1,ortholog_many2many
si:ch211-170d8.8,Clec1a,ortholog_many2many
si:ch211-170d8.8,Clec12a,ortholog_many2many
si:ch211-170d8.8,Clec9a,ortholog_many2many
si:ch211-170d8.8,Clec12b,ortholog_many2many
si:ch211-170d8.8,Olr1,ortholog_many2many
si:ch211-170d8.8,Klra10,ortholog_many2many
si:ch211-170d8.8,Klra17,ortholog_many2many
si:ch211-170d8.8,Klra2,ortholog_many2many
si:ch211-170d8.8,Klra4,ortholog_many2many
si:ch211-170d8.8,Klra8,ortholog_many2many
si:ch211-170d8.8,Klra5,ortholog_many2many
si:ch211-170d8.8,Klra3,ortholog_many2many
si:ch211-170d8.8,Klra9,ortholog_many2many
si:ch211-170d8.8,Klra7,ortholog_many2many
si:ch211-170d8.8,Klra6,ortholog_many2many
si:ch211-170d8.8,Klra1,ortholog_many2many
si:ch211-170d8.8,Clec2g,ortholog_many2many
si:ch211-170d8.8,Clec2i,ortholog_many2many
si:ch211-170d8.8,Clec2h,ortholog_many2many
si:ch211-170d8.8,Clec2e,ortholog_many2many
si:ch211-170d8.8,Clec2d,ortholog_many2many
si:ch211-170d8.8,Klrb1,ortholog_many2many
si:ch211-170d8.8,Klrb1c,ortholog_many2many
si:ch211-170d8.8,Klrb1b,ortholog_many2many
si:ch211-170d8.8,Klrb1f,ortholog_many2many
si:ch211-170d8.8,Klrb1a,ortholog_many2many
si:ch211-170d8.8,Clec2m,ortholog_many2many
si:ch211-170d8.8,Klrg2,ortholog_many2many
si:ch211-170d8.8,Clec5a,ortholog_many2many
si:ch211-170d8.8,Clec1b,ortholog_many2many
si:ch211-170d8.8,Klrd1,ortholog_many2many
si:ch211-170d8.8,Klri1,ortholog_many2many
si:ch211-170d8.8,Klri2,ortholog_many2many
si:ch211-170d8.8,Clec7a,ortholog_many2many
si:ch211-170d8.8,Klrc3,ortholog_many2many
si:ch211-170d8.8,Klrc2,ortholog_many2many
si:ch211-170d8.8,Klrc1,ortholog_many2many
si:ch211-170d8.8,Clec2l,ortholog_many2many
si:ch211-170d8.8,Clec2f,ortholog_many2many
scamp4,Scamp4,ortholog_many2many
blvrb,Blvrb,ortholog_one2one
map7a,Map7,ortholog_one2many
emc3,Emc3,ortholog_one2one
lmnb2,Lmnb2,ortholog_one2one
utp3,Utp3,ortholog_one2one
gngt1,Gng11,ortholog_one2many
gngt1,Gngt1,ortholog_one2many
si:ch73-184c24.1,AA986860,ortholog_one2many
nr1d2a,Nr1d2,ortholog_one2many
ube2d1a,Ube2d1,ortholog_one2many
grid2,Grid2,ortholog_one2one
synj1,Synj1,ortholog_one2one
rbm28,Rbm28,ortholog_one2one
rrp15,Rrp15,ortholog_one2one
tbx18,Tbx18,ortholog_one2one
elavl1a,Elavl1,ortholog_one2many
gsto1,Gsto1,ortholog_one2many
mrpl45,Mrpl45,ortholog_one2one
npy,Npy,ortholog_one2one
paqr8,Paqr8,ortholog_one2one
dusp1,Dusp1,ortholog_one2one
hlfb,Hlf,ortholog_one2one
COLGALT1,Colgalt1,ortholog_one2many
rps8a,Rps8,ortholog_one2many
synpo2la,Synpo2l,ortholog_one2many
mbd1b,Mbd1,ortholog_one2one
taf11,Taf11,ortholog_one2one
rnd3a,Rnd3,ortholog_one2many
tram1,Tram1,ortholog_one2many
tram1,Tram1l1,ortholog_one2many
dlgap2b,Dlgap2,ortholog_one2many
pacs1a,Pacs1,ortholog_one2many
arhgap31,Arhgap31,ortholog_one2one
slc16a13,Slc16a13,ortholog_one2one
atxn7l1,Atxn7l1,ortholog_one2one
bfsp2,Bfsp2,ortholog_one2one
tcerg1a,Tcerg1,ortholog_one2one
pde5ab,Pde5a,ortholog_one2one
pax9,Pax9,ortholog_one2one
pigq,Pigq,ortholog_one2one
plecb,Eppk1,ortholog_one2many
degs1,Degs1l,ortholog_one2many
degs1,Degs1,ortholog_one2many
arl3a,Arl3,ortholog_one2many
cracr2ab,Cracr2a,ortholog_one2many
arhgap25,Arhgap25,ortholog_one2one
rnf10,Rnf10,ortholog_one2one
polr1d,Polr1d,ortholog_one2one
ca14,Car14,ortholog_one2one
aqp10a,Aqp5,ortholog_many2many
aqp10a,Aqp9,ortholog_many2many
aqp10a,Aqp6,ortholog_many2many
rest,Rest,ortholog_one2one
tmem240b,Tmem240,ortholog_one2many
paics,Paics,ortholog_one2one
pfn2,Pfn2,ortholog_one2many
tbx20,Tbx20,ortholog_one2one
frmd6,Frmd6,ortholog_one2one
pcca,Pcca,ortholog_one2one
tmprss12,Hpn,ortholog_one2many
nkx3-1,Nkx3-1,ortholog_one2one
lrrc39,Lrrc39,ortholog_one2one
pou2f2a,Pou2f2,ortholog_one2many
herpud2,Herpud2,ortholog_one2one
slc25a37,Slc25a37,ortholog_one2one
g0s2,G0s2,ortholog_one2one
neurl4,Neurl4,ortholog_one2one
rassf1,Rassf1,ortholog_one2one
XPO5,Xpo5,ortholog_one2many
cfap161,Cfap161,ortholog_one2one
mrpl43,Mrpl43,ortholog_one2one
eif4e3,Eif4e3,ortholog_one2one
lsp1a,Lsp1,ortholog_one2many
epas1a,Epas1,ortholog_one2many
twnk,Twnk,ortholog_one2one
rnf13,Rnf13,ortholog_one2one
noc4l,Noc4l,ortholog_one2one
dbt,Dbt,ortholog_one2one
chmp1a,Chmp1a,ortholog_one2one
rd3,Rd3,ortholog_one2many
otpb,Otp,ortholog_one2many
unc45a,Unc45a,ortholog_one2one
cpe,Cpe,ortholog_one2one
CABZ01081777.1,Dok7,ortholog_one2many
lmx1bb,Lmx1b,ortholog_one2many
fblim1,Fblim1,ortholog_one2one
panx1a,Panx1,ortholog_one2many
smarcd3b,Smarcd3,ortholog_one2many
nek1,Nek1,ortholog_one2one
dusp5,Dusp5,ortholog_one2one
sat1a.2,Sat1,ortholog_one2many
mapk13,Mapk13,ortholog_one2one
pus3,Pus3,ortholog_one2one
alkal1,Alkal1,ortholog_one2one
sept3,Septin3,ortholog_one2one
erfl3,Erf,ortholog_one2many
zfhx3,Zfhx3,ortholog_one2one
GDPGP1,Gdpgp1,ortholog_one2one
slc39a8,Slc39a8,ortholog_one2many
babam2,Babam2,ortholog_one2one
gdpd2,Gdpd2,ortholog_one2one
snx3,Snx3,ortholog_one2one
irx4a,Irx4,ortholog_one2many
ccnq,Ccnq,ortholog_one2one
itgb1bp1,Itgb1bp1,ortholog_one2one
cd79a,Cd79a,ortholog_one2one
gdnfa,Gdnf,ortholog_one2many
lactbl1b,Lactbl1,ortholog_one2one
kif4,Kif4,ortholog_one2one
prok1,Prok1,ortholog_many2many
prok1,Prok2,ortholog_many2many
zbtb34,Zbtb34,ortholog_one2one
tmc5,Tmc5,ortholog_one2one
b3galt2,B3galt2,ortholog_one2one
tbx15,Tbx15,ortholog_one2one
ERC1,Erc1,ortholog_one2many
egln2,Egln2,ortholog_one2one
glmp,Glmp,ortholog_one2one
soga3a,Soga3,ortholog_one2many
pex13,Pex13,ortholog_one2one
niban1b,Niban1,ortholog_one2many
usp53b,Usp53,ortholog_one2many
