Gene name,Zebrafish gene name,Zebrafish homology type
Rnaseh2a,rnaseh2a,ortholog_one2one
Kcnk13,kcnk13b,ortholog_one2many
Kcnk13,kcnk13a,ortholog_one2many
Gm13187,,
Ly6m,,
Lins1,,ortholog_one2one
Gm36988,,
Xkr7,xkr7a,ortholog_one2many
Xkr7,xkr7b,ortholog_one2many
Matn2,,
Gm23691,,
Gm13175,,
Gm13179,,
Lmntd1,,
Gm54700,,
4930477G07Rik,,
9530050K03Rik,,
Nampt,,ortholog_one2many
Nampt,,ortholog_one2many
Nampt,,ortholog_one2many
Nampt,NAMPT,ortholog_one2many
Nampt,NAMPT,ortholog_one2many
Gm55134,,
Gm23451,,ortholog_one2many
Cops3,COPS3,ortholog_one2one
Mga,mgaa,ortholog_one2one
Gm17530,,
Nrg4,,
Gm23203,,
Gm49851,,
Gm49852,,
Gm49853,,
Gm42733,,
Gm29051,,
Gm42732,,
Gm23447,,
Gm4512,,
Gm18521,,
Gm49856,,
Gm33890,,
Gm18070,,
Mir331,,
Gm54881,7SK,ortholog_one2many
Gm48191,,
Gm23498,,
Obox6-ps1,,
Gm49628,,
Gm45053,,
Gm6174,,
Fgd6,fgd6,ortholog_one2one
Gimap6,,
Cdc7,cdc7,ortholog_one2one
Hs6st2,hs6st2,ortholog_one2one
Gm4518,,
Gm27023,,
Gm49859,,
Gm49860,,
Psmc1,psmc1b,ortholog_one2many
Psmc1,psmc1a,ortholog_one2many
Gm25800,,ortholog_many2many
Gm25800,,ortholog_many2many
Cd63-ps,,
Gm48254,,
Efna5,efna5b,ortholog_one2many
Efna5,EFNA5,ortholog_one2many
C130051F05Rik,,
Gm50439,,
Gm18990,,
Gm48838,,
Gm8529,,
3110006O06Rik,,
Gm52973,,
Nr2f1,nr2f1a,ortholog_one2one
Fam170a,,
1700073E17Rik,,
Gm15499,,
Gm14581,,
Usp26,,
Gm25373,,
Gm28053,,
Fbxl17,,ortholog_one2one
Tuba3b,tuba7l,ortholog_one2many
Pudp,pudp,ortholog_one2one
Gm49661,,
Gm3815,,
Kars,kars1,ortholog_one2one
Prr16,prr16,ortholog_one2one
Gm7840,,
Cdhr2,,
Gm22539,,
Magea14,ndnl2,ortholog_one2many
Igfbp4,,
Gm25739,,
Tgoln1,,ortholog_one2one
Gm25785,,
Gm4950,,
A930028N01Rik,,
Gm50446,,
Gm47948,,
Gm50447,,
Sh3kbp1,,ortholog_one2one
Gm19056,,
Gm50448,,
Gm18622,,
Gm22259,,
Gm47961,,
Ftmt,zgc:172145,ortholog_many2many
Ftmt,zgc:56095,ortholog_many2many
Nrde2,NRDE2,ortholog_one2one
Mark2,MARK2,ortholog_one2many
Mark2,MARK2,ortholog_one2many
Srfbp1,srfbp1,ortholog_one2one
Gm15625,,
Gm20536,,
Gm15704,,
Robo3,robo3,ortholog_one2many
Robo3,zgc:77784,ortholog_one2many
Gimap7,,
Nt5m,,
Mars1,mars1,ortholog_one2one
Gm45098,,
Gm10623,,
Gm45799,,
Gm54892,,
Rassf8,rassf8b,ortholog_one2many
Rassf8,RASSF8,ortholog_one2many
Gm24730,,
4930405O22Rik,,
Gm27026,,
Gm17228,,
Gm54893,,
Lox,loxa,ortholog_one2one
Fer,FER,ortholog_one2one
Gimap1,,
Gm48296,,
Gm10433,,
Gm12714,,
Terf2ip,terf2ip,ortholog_one2one
1810063I02Rik,,
Sypl,SYPL1,ortholog_one2one
Tns4,,
Gprin1,,
Gm22504,,
Gm6793,,
Garin5a,,
Gm22827,,
Gimap5,,ortholog_many2many
Gimap5,,ortholog_many2many
Gimap5,,ortholog_many2many
Gm3635,,
Gm26994,,
Gm16618,,
Gm54786,,
Gm22163,,
Gm49660,,
Polb,polb,ortholog_one2one
Gm49659,,
Gm49658,,
Gm5042,,
Gm18021,,
Gm46387,,
Mir691,,
Gm3963,,
Gm49671,,
Gm26307,,
Gm49674,,
Kif2a,kif2a,ortholog_one2many
Kif2a,,ortholog_one2many
Gm44226,,
Gm26937,,
4833403J16Rik,,
A630036G19Rik,,
Gm49676,,
Bhlhe41,bhlhe41,ortholog_one2one
Gm49677,,
Lipi,,ortholog_many2many
Lipi,,ortholog_many2many
Unc13d,,ortholog_one2one
Gm24922,,
Gm43909,,
Gimap3,,ortholog_many2many
Gimap3,,ortholog_many2many
Gimap3,,ortholog_many2many
Rapgef5,rapgef5b,ortholog_one2one
Gm41724,,
Cers3,CERS3,ortholog_one2many
Cers3,cers3b,ortholog_one2many
Zfp474,,
Dvl3,DVL3,ortholog_one2many
Dvl3,dvl3a,ortholog_one2many
9430069I07Rik,,
Gm30781,,
Gm17834,,
1700034E13Rik,,
Kif21a,KIF21A,ortholog_one2one
Fbln2,FBLN2,ortholog_one2one
Gm6283,,
Prdx2,,
Hace1,HACE1,ortholog_one2one
Gykl1,GK3,ortholog_one2many
Gm44646,,
Dnhd1,,ortholog_many2many
Sncaip,sncaip,ortholog_one2one
Sclt1,SCLT1,ortholog_one2one
Pgm3,pgm3,ortholog_one2one
Mrps36-ps2,,
Rrp8,,ortholog_one2one
Ociad2,ociad2,ortholog_one2one
Rbm11,,ortholog_one2one
Pja2,pja2,ortholog_one2many
Hspa13,hspa13,ortholog_one2one
Junb,junba,ortholog_one2many
Junb,junbb,ortholog_one2many
Cntnap4,,
Gm35960,,
Mybpc2,mybpc2b,ortholog_one2many
Mybpc2,mybpc2a,ortholog_one2many
Tgfbr3,tgfbr3,ortholog_one2one
Gm15553,,
Col5a1,COL5A1,ortholog_one2one
Gm54792,,
Gm15554,,
Samsn1,samsn1b,ortholog_one2many
Samsn1,samsn1a,ortholog_one2many
Gm54898,,
Mir6420,,
AU016765,,
Man2a1,man2a1,ortholog_one2one
Gm38047,,
A930036I15Rik,,
Gm43322,,
Gm43765,,
Gm25501,,
Gm43750,,
Gm43751,,
Anp32e,anp32e,ortholog_one2one
Gm47945,,
Rwdd2a,,
Gm54711,,
A930023M06Rik,,
Col28a1,,
Gm18955,,
Cdhr3,,
Gm47504,,
Gm47503,,
Gm15555,,
Gm55198,,
Gm47502,,
Gm45904,,
Gm55181,,
Gm35430,,
Gm43422,,
Gm10280,,
Gm43423,,
4930578N18Rik,,
Gm25740,,
Gm8145,,
Gm25766,,
Gm23481,,
Gm24291,,
Gm19994,,
Mon1b,MON1B,ortholog_one2many
Mon1b,MON1B,ortholog_one2many
Gm25650,,
Gm22268,,
Gm47562,,
Gm26915,,
Gm42900,,
Gm47568,,
Gm3442,,
Gm22557,,
Gm19137,,
Gm9068,,
Ap2m1,ap2m1a,ortholog_one2many
Ap2m1,ap2m1b,ortholog_one2many
Tmem266,tmem266,ortholog_one2one
Gm47571,,
Gm47331,,
Cwh43,,
Gm47332,,
Gm47353,,
Gm55183,,
Gm47354,,
Gm47355,,
Gm24256,,
Gm47356,,
Gm47364,,
Gm47377,,
Gm47379,,
Gm17133,,
Gm3473,,
Dreh,,
Gm47378,,
Syce1l,si:ch211-199g17.9,ortholog_one2many
Gm47380,,
Gm50490,,
4930583I09Rik,,
Adamts17,ADAMTS17,ortholog_one2one
Arhgap9,,ortholog_one2one
Gm4701,,
Gm25344,,
Gm49865,,
Tmem232,tmem232,ortholog_one2one
Gm54712,,
Cdca7l,,ortholog_one2one
Msantd2,MSANTD2,ortholog_one2one
Sspn,sspn,ortholog_one2one
Gm50457,,
Gm8572,,
Snx2,SNX2,ortholog_one2one
Gm20613,,
Gm47963,,
Etfa,etfa,ortholog_one2one
Calm1,,
Gm43931,,
Gm44755,,
Sspnos,,
Gm44609,,
Gm17909,,
Mir7023,,
Gm43798,,
Gm15653,,
Gm45101,,
Mecr,mecr,ortholog_one2one
Spib,spi1a,ortholog_one2one
Gm32914,,
Wnt7a,WNT7A,ortholog_one2many
Wnt7a,wnt7aa,ortholog_one2many
Gm42974,,
Gm43375,,
Gm20940,,
Cpsf4,cpsf4,ortholog_one2one
Gm16958,,
Gm45789,,
Gm30052,,
C230031I18Rik,,
Gm42973,,
Adamts18,ADAMTS18,ortholog_one2one
Gm42972,,
Ccm2l,CCM2L,ortholog_one2one
Gm42971,,
Gm30437,,
Gm42970,,
4930471M09Rik,,
Gm42969,,
Gm43355,,
Gm42525,,
Gm1859,,
Gm6317,,
Gm4575,,
Gm54939,,
Snx24,snx24,ortholog_one2one
Gm43354,,
Gm44629,,
Plekho1,plekho1a,ortholog_one2many
Plekho1,plekho1b,ortholog_one2many
Gm48399,,
Tcf7l1,tcf7l1a,ortholog_one2many
Tcf7l1,tcf7l1b,ortholog_one2many
Gm31946,,
Gm5917,,
Gm54904,,
Gm32067,,
Me1,,ortholog_one2many
Me1,me1,ortholog_one2many
Gm48402,,
Gm8345,,
Gm25383,,
3830408C21Rik,,
Gli1,gli1,ortholog_one2one
Sae1,sae1,ortholog_one2one
Gm29318,,
Ppic,PPIC,ortholog_one2one
Gm38349,,
Gm48470,,
Sncb,sncb,ortholog_one2one
Gm13372,,
Prpf18,prpf18,ortholog_one2one
Larp7,larp7,ortholog_one2many
Prdm6,,
Srsf4,srsf4,ortholog_one2one
Fam3b,,
Gm2726,,
Gm24863,,
Gm16249,,
Gm2736,,
Gm48471,,
Apoo-ps,,
Gm28526,,
Tasor2,,ortholog_one2one
Gm40557,,
Gm16267,,
Gm47200,,
Gm10432,,
Inhbe,,
Gm18992,,
Gm9288,,
Gm38230,,
A330041J22Rik,,
Gm18736,,
Gm54915,,
Gm18138,,
Inhbc,,ortholog_one2one
Gm49866,,
Gm55057,,
Gm22138,,
Vapa,vapal,ortholog_one2one
Isl2,isl2a,ortholog_one2many
Isl2,isl2b,ortholog_one2many
Tmcc3,tmcc3,ortholog_one2one
Hook2,,ortholog_one2many
Hook2,hook2,ortholog_one2many
Nin,NIN,ortholog_one2one
Mir302b,,
Mir302c,,
Mir302a,,
Kirrel,kirrel1b,ortholog_one2many
Kirrel,kirrel1a,ortholog_one2many
Gm13196,,
A930004J17Rik,,
Gm12992,,
Gm15760,,
Fnbp4,fnbp4,ortholog_one2one
Lysmd4,lysmd4,ortholog_one2one
Nrip1,,ortholog_one2many
Nrip1,NRIP1,ortholog_one2many
Gm12978,,
Gm50475,,
Tcf4,TCF4,ortholog_one2one
Tmem200b,,ortholog_one2one
Gm37484,,
Gm17226,,
Esam,esama,ortholog_one2many
Esam,gpa33a,ortholog_one2many
Esam,,ortholog_one2many
Ccr7,ccr7,ortholog_one2one
Tmem201,,
Txndc2,,
Med9,MED9,ortholog_one2one
Rab31,,ortholog_one2one
Rasd1,,
Chchd4,chchd4a,ortholog_one2many
Gm49587,,
Smarce1,smarce1,ortholog_one2one
Gm9843,,
Gm45030,,
Nox4,NOX4,ortholog_one2one
Tmcc3os,,
Gm30726,,
Mir7211,,
Gm48657,,
Gm49867,,
Gm48658,,
Gm49167,,
Gm45029,,
Gm15401,,
Grik2,GRIK2,ortholog_one2one
Gm30790,,
Ppp4r1,ppp4r1,ortholog_one2one
1700041M19Rik,,
Prss35,prss35,ortholog_one2many
Prss35,PRSS35,ortholog_one2many
1700063K16Rik,,
Gm37969,,
Gm38114,,
Gm38320,,
Gm15402,,
Gm7501,,
Usp25,usp25,ortholog_one2one
Gm37736,,
Vsig2,,
Tmem43,,ortholog_one2one
Gpc4,gpc4,ortholog_one2one
Krt222,KRT222,ortholog_one2one
Gm19320,,
Gm5197,,
Gm24635,,
Gm8371,,
Gm46388,,
Asb13,asb13a.1,ortholog_one2many
Asb13,ASB13,ortholog_one2many
Asb13,asb13a.2,ortholog_one2many
Gm15016,,
Arxes2,spcs3,ortholog_one2many
Atp5j2,,
Emd,,
Epb41l5,epb41l5,ortholog_one2one
Wbp2,wbp2,ortholog_one2one
Gm54910,5S_rRNA,ortholog_one2many
Gm54910,5S_rRNA,ortholog_one2many
Gm54910,5S_rRNA,ortholog_one2many
Gm54910,5S_rRNA,ortholog_one2many
Gm54910,5S_rRNA,ortholog_one2many
Gm47695,,
Gm35190,,
Calml3,calm1a,ortholog_many2many
Calml3,calm1b,ortholog_many2many
Slc25a33,slc25a33,ortholog_one2one
Mir302d,,
Mir367,,
Gm37855,,
Kcmf1,kcmf1,ortholog_one2one
Gm40655,,
Gm10705,,
Nrgn,spa17,ortholog_one2many
Nrgn,nrgna,ortholog_one2many
Calm4,,ortholog_many2many
Calm4,cabp2a,ortholog_many2many
Vps45,vps45,ortholog_one2one
Calm5,,ortholog_many2many
Calm5,cabp2a,ortholog_many2many
Arrdc3,arrdc3a,ortholog_one2one
Rpl30-ps3,,
Scaper,scaper,ortholog_one2one
Fcnb,,
Zkscan14,,
Gm13068,,
Gm16188,,
Gm13073,,
Gm13065,,
Abcf3,ABCF3,ortholog_one2one
Gm13064,,
Gm55098,,
Gm55099,,
Spsb1,spsb1,ortholog_one2one
Zkscan5,,
D530018E20Rik,,
Gm26640,,
Arxes1,spcs3,ortholog_one2many
Tmsb10,,
Gm43554,,
Gm14686,,
Fcrls,,
Bex2,,
Pemt,,ortholog_one2one
Gm18402,,
Gpc3,gpc3,ortholog_one2one
Gm20560,,
Cd5l,,ortholog_many2many
Cd5l,,ortholog_many2many
Cd5l,,ortholog_many2many
Xpc,xpc,ortholog_one2one
Gm13371,,
Gm13070,,
1700023H06Rik,,
Gm4211,,
H6pd,H6PD,ortholog_one2one
9330111N05Rik,,
Csrnp3,CSRNP3,ortholog_one2one
Gm49375,,
Ndufaf2,ndufaf2,ortholog_one2one
Otud7b,otud7b,ortholog_one2one
Cep83,CEP83,ortholog_one2one
Mir34a,dre-mir-34a,ortholog_one2one
Gm37795,,
Dcun1d4,dcun1d4,ortholog_one2one
Gpr157,gpr157,ortholog_one2one
Gm14582,,
Mir6384,,
Mir717,,
A630012P03Rik,,
Gm48568,,
Gm48549,,
Gm53001,,
Ikbkb,ikbkb,ortholog_one2one
Gm4813,,
Gm13093,,
Gm8399,,
Gm54913,,
Gm18517,,
Map3k15,MAP3K15,ortholog_one2one
Slc2a5,slc2a5,ortholog_one2one
Net1,net1,ortholog_one2one
Gm55154,,
Krt24,,
Gm12358,,
Krt25,,
Slc2a7,slc2a15b,ortholog_many2many
Slc2a7,slc2a15a,ortholog_many2many
Slc2a7,,ortholog_many2many
Slc2a7,slc2a9l1,ortholog_many2many
Slc2a7,slc2a11l,ortholog_many2many
Slc2a7,,ortholog_many2many
Slc2a7,slc2a11b,ortholog_many2many
Krt26,,
Gm47017,,
Gm48689,,
Gm26543,,
Gm47018,,
Mir363,mir363,ortholog_one2one
Gm47023,,
Mir92-2,,
Gm15194,,
Gm47016,,
Gm8682,,
Gm47022,,
Mir19b-2,dre-mir-19c,ortholog_one2one
Mir20b,,
Gm48123,,
Mir18b,dre-mir-18c,ortholog_one2one
Gm13619,,
Mir106a,,
Gm48125,,
Kis2,,
Gm48128,,
Gm48130,,
Gm13617,,
Gm48131,,
Krt27,,
Gm48132,,
Gm48269,,
Zgrf1,,ortholog_many2many
Gm48270,,
Gm48271,,
Gm14586,,
Gm48273,,
Gm7851,,
Gm46223,,
Gm48274,,
Nxf3,nxf1a,ortholog_many2many
Nxf3,,ortholog_many2many
Gm48275,,
Gm6991,,
Bend7,BEND7,ortholog_one2one
Gm46199,,
Plxnc1,PLXNC1,ortholog_one2one
Whrn,WHRN,ortholog_one2many
Whrn,WHRN,ortholog_one2many
Krt28,,
Gm23407,,
Tmem176b,,
Siae,siae,ortholog_one2one
Zc3h4,ZC3H4,ortholog_one2one
Gm49744,,
Gm49745,,
Trim47,TRIM45,ortholog_one2many
Gm49746,,
Gm20164,,
Ralbp1,ralbp1,ortholog_one2one
Gm5675,,
Gm25916,,
Gm49591,,
Vwa5b2,,ortholog_one2one
Gm47813,,
Tubal3,,
Ccdc160,,
5730412P04Rik,,
Bex4,,
Ucn3,ucn3l,ortholog_one2many
Pdha1,pdha1b,ortholog_many2many
Pdha1,pdha1a,ortholog_many2many
Gm54917,,
Gm47853,,
Gm18857,,
Gm42669,,
Lrrc66,,
Gm45508,,
Gm45509,,
Gm45510,,
Tmem160,tmem160,ortholog_one2one
Gm55195,5S_rRNA,ortholog_many2many
Gm55195,5S_rRNA,ortholog_many2many
Gm55195,5S_rRNA,ortholog_many2many
Gm55195,5S_rRNA,ortholog_many2many
Gm48718,,
Gm55196,,
Gm48867,,
Eif4e1b,eif4e1b,ortholog_one2one
Gm48868,,
Gm33091,,
Gm48874,,
Zfp655,,
Ascc3,ASCC3,ortholog_one2one
Gm13176,,
Ilk,ilk,ortholog_one2one
Galnt3,GALNT3,ortholog_one2one
Rai1,,ortholog_one2one
Rpl30,rpl30,ortholog_one2one
Gm15195,,
Gm15192,,
Gm15196,,
Gm15193,,
Tceal8,,
Gm9710,,
Zscan25,,
Gm24523,,
D730044K07Rik,,
Erich5,,
Mir6383,,
Gm43729,,
Rpl10,rpl10,ortholog_one2many
Neurog2,,
Gm49188,,
Gm49545,,
Gm18814,,
Gm7167,,
Gm42636,,
Gm49870,,
Rida,rida,ortholog_one2one
D3Ertd751e,C1H4orf33,ortholog_one2one
Sgcb,sgcb,ortholog_one2one
Gm49871,,
Gm35550,,
Gm48332,,
Cradd,cradd,ortholog_one2one
Krt10,,
Twsg1,twsg1a,ortholog_one2many
Twsg1,,ortholog_one2many
Mapkbp1,,
Gm48880,,
Abcd2,ABCD2,ortholog_one2many
Abcd2,ABCD2,ortholog_one2many
Gm18120,,
Gm48333,,
Gm48882,,
Gm7444,,
Gm55200,,
2310039L15Rik,,
Gm43799,,
Spa17,,
Cyp3a57,cyp3c3,ortholog_many2many
Cyp3a57,cyp3c4,ortholog_many2many
Cyp3a57,,ortholog_many2many
Cyp3a57,cyp3c1,ortholog_many2many
Cyp3a57,cyp3a65,ortholog_many2many
Sim1,sim1a,ortholog_one2one
Gm18301,,
Gm11940,,
Gm37219,,
Trim65,,
Tor3a,tor3a,ortholog_one2one
Ankrd12,ankrd12,ortholog_one2one
CN725425,,
Gm26257,,
Gm5040,,
Gm46189,,
Gm15346,,
Plat,PLAT,ortholog_one2one
Socs2,socs2,ortholog_one2one
Rcn2,rcn2,ortholog_one2one
Gm2314,,
Gm42859,,
Gm17227,,
Snora70,,
Tceal5,,
Slc2a13,SLC2A13,ortholog_one2many
Slc2a13,slc2a13b,ortholog_one2many
Cyp3a16,cyp3c3,ortholog_many2many
Cyp3a16,cyp3c4,ortholog_many2many
Cyp3a16,,ortholog_many2many
Cyp3a16,cyp3c1,ortholog_many2many
Cyp3a16,cyp3a65,ortholog_many2many
Lsm3,LSM3,ortholog_one2one
Spindoc,,
Krt12,,
Tyr,tyr,ortholog_one2one
Bex1,,
Tbrg1,tbrg1,ortholog_one2one
Krt20,,
Cxadr,cxadr,ortholog_one2many
Gm42863,,
Pop1,,ortholog_one2one
Cyp3a41b,cyp3c3,ortholog_many2many
Cyp3a41b,cyp3c4,ortholog_many2many
Cyp3a41b,,ortholog_many2many
Cyp3a41b,cyp3c1,ortholog_many2many
Cyp3a41b,cyp3a65,ortholog_many2many
Nek1,,ortholog_one2one
Tceal7,,
Gm45216,,
Gm45215,,
Krt23,,
Gm45218,,
Taf10,taf10,ortholog_one2one
Gm47599,,
Gm50232,,
Gm45217,,
Rab11b-ps2,,
Tceal9,,
Gm47600,,
Gm18842,,
Gm3619,,
H3f3a,,
Rhod,,
Gm49339,,
Tmem176a,,
Gm43381,,
Selenok-ps7,,
Cacna1f,cacna1fb,ortholog_one2one
Spata18,spata18,ortholog_one2one
Mrpl38,mrpl38,ortholog_one2one
Npas1,npas1,ortholog_one2one
Gm49925,,
Ndufv2,ndufv2,ortholog_one2one
Panx3,PANX3,ortholog_one2one
Zfta,,ortholog_one2one
Lilrb4b,,
Gm49748,,
Mir1224,,
Btg3,btg3,ortholog_one2one
Sema3b,sema3b,ortholog_one2one
Akr1c14,akr1a1a,ortholog_many2many
Akr1c14,zgc:56622,ortholog_many2many
n-R5s151,,
Pold1,pold1,ortholog_one2one
Mir6991,,
Syt12,syt12,ortholog_one2one
Gm44764,,
Dnah6,DNAH6,ortholog_one2one
Gm49590,,
Gm25038,SNORA75,ortholog_many2many
Gm25038,SNORA75,ortholog_many2many
Gm49603,,
Gm49604,,
Mir7665,,
Ly6c2,,
Gm13999,,
D16Ertd472e,C10H21orf91,ortholog_one2one
Jmjd7,jmjd7,ortholog_one2one
Gm47904,,
Gm47905,,
Krt39,,
Gm49195,,
Gm22208,,
Ercc8,ercc8,ortholog_one2one
Ly6g,,
Gm23264,,
Gm49927,,
2010003K11Rik,,
Washc1,wash1,ortholog_one2one
H3f3aos,,
Gm28117,,
Gm24836,,
Sde2,sde2,ortholog_one2one
Nipal2,,
Aldh18a1,aldh18a1,ortholog_one2one
Sephs1,sephs1,ortholog_one2one
Gm40645,,
Cyp3a63-ps,,
Sptbn1,SPTBN1,ortholog_one2many
Sptbn1,,ortholog_one2many
Lilrb4a,,
C130026I21Rik,,
Kdm2b,KDM2B,ortholog_one2many
Kdm2b,kdm2ba,ortholog_one2many
Gm37268,,
Mtmr11,mtmr11,ortholog_one2one
4930413F20Rik,,
Gm48932,,
Kcns2,,
4930478L05Rik,,
Gm24861,,
4930570E03Rik,,
Ly6g2,,
4930403O18Rik,,
Chodl,chodl,ortholog_one2one
Ddx11,ddx11,ortholog_one2one
Gm10238,,
Hck,HCK,ortholog_one2one
Gm28115,,
Ly6f,,
Gm20305,,
Rpl19-ps1,,
Gm55239,,
Gm7582,,
Gm18036,,
Gm28116,,
Gm3454,,
Gm53056,,
Gm2389,,
Fam20b,fam20b,ortholog_one2one
Gm28113,,
Gm29517,,
Gm28114,,
Grm5,grm5a,ortholog_one2many
Grm5,grm5b,ortholog_one2many
Gm3142,,
Ly6l,,
Gm34531,,
Alg3,alg3,ortholog_one2one
Gm34593,,
Gm34646,,
Gm7899,,
Stk3,stk3,ortholog_one2one
Gm48484,,
Gm46224,,
Gm37348,,
Gm37846,,
Gm38274,,
Gm55227,,
Gm48786,,
Gm48787,,
Gm37533,,
4930459C07Rik,,
Gm38044,,
Gm9723,,
Gm48788,,
Gm18865,,
Gm48427,,
Gm36976,,
Gm29739,,
Gm33782,,
Sf3b4,sf3b4,ortholog_one2one
Gm48428,,
Gm20091,,
Gm8601,,
Fam162b,,
Gm54967,,
Gm22027,,
Gm32175,,
Gm37746,,
Alpk1,,
Slc6a6,slc6a6a,ortholog_one2many
Slc6a6,slc6a6b,ortholog_one2many
Gm48505,,
Btg1,btg1,ortholog_one2one
Gm44926,,
Gm44927,,
Eci2,eci2,ortholog_one2many
Gm19918,,
Mir7053,,
Gm44848,,
Gm15428,,
Gm44833,,
Gm18342,,
Gm44847,,
Arhgap35,ARHGAP35,ortholog_one2one
Gm48507,,
Lefty2,lft1,ortholog_many2many
Lefty2,lft2,ortholog_many2many
Gm6859,,
Gm48509,,
Gm48521,,
Gm55229,,
Gm33981,,
4930556N09Rik,,
Gm48555,,
Gm8613,,
Gm18515,,
Mir3966,,
Gprc6a,gprc6a,ortholog_one2one
Eya1,eya1,ortholog_one2one
Gm24249,,
Gm17826,,
Gm37365,,
Gm44846,,
Gm38128,,
Gm17981,,
Gm16238,,
Gm37597,,
Gm29443,,
1500005C15Rik,,
Gm54971,,
Gm42587,,
Gm49930,,
Gm54972,,
Gm44589,,
Gm49931,,
Gm54973,,
Gm29442,,
Gm38124,,
Gm20742,,
5930409G06Rik,,
Gm24708,,
Gm17891,,
Gm29725,,
Sv2a,SV2A,ortholog_one2one
Gm49932,,
Ceacam15,,
Gm49933,,
Mtcl1,,ortholog_one2many
Mtcl1,si:ch211-151o1.4,ortholog_one2many
Mtcl1,,ortholog_one2many
Gm33497,,
Osr2,osr2,ortholog_one2one
Gm8209,,
Gm5586,,
Ceacam9,zgc:198329,ortholog_one2many
Ceacam9,,ortholog_one2many
Ceacam9,,ortholog_one2many
Ceacam9,,ortholog_one2many
Ceacam9,,ortholog_one2many
Ceacam9,,ortholog_one2many
1700042O05Rik,,
Dcn,dcn,ortholog_one2one
Ctsc,ctsc,ortholog_one2one
Fcrl1,,
Gm24533,,
BC048602,,
Aoc1,aoc1,ortholog_one2many
4921515G04Rik,,
Ly6h,,
Atp6v1g1,atp6v1g1,ortholog_one2one
Car6,CA6,ortholog_one2one
Phyh,phyh,ortholog_one2one
Gm48695,,
Ttc7b,ttc7b,ortholog_one2one
Gm15801,,
Vat1l,vat1l,ortholog_one2one
Gm40377,,
Gm27042,,
4930517G19Rik,,
Gm45828,,
Gm44981,,
Rtn3,rtn3,ortholog_one2one
Aoc1l2,aoc1,ortholog_one2many
Lum,lum,ortholog_one2one
4930473O22Rik,,
Kera,kera,ortholog_one2one
Gm24348,,
Gm44751,,
Gm13194,,
Gm13094,,
Gm13193,,
Gm10242,,
Gm13192,,
Gm18538,,
Gm25345,,
Tmem268,,ortholog_one2one
Gm19172,,
Tpp1,tpp1,ortholog_one2one
Aoc1l1,aoc1,ortholog_one2many
Epyc,epyc,ortholog_one2one
4933408N05Rik,,
Olfm1,,
Gm45484,,
Gm45809,,
Gm45483,,
Gm16179,,
Gm16178,,
Clec3a,CLEC3A,ortholog_one2one
Gm18539,,
Gpihbp1,,
4930563H07Rik,,
Ap3m2,ap3m2,ortholog_one2one
Aoc1l3,aoc1,ortholog_one2many
Gm10754,,
Ccer1,,
Eef1akmt4,EEF1AKMT4,ortholog_one2one
Gm19173,,
4930525C09Rik,,
Suclg1,suclg1,ortholog_one2one
C030005K15Rik,,
Gm11483,,
Gm24448,,
Gm25658,,
Zfp41,,ortholog_many2many
Zfp41,,ortholog_many2many
Tex53,,
Gm8633,,
Gm48687,,
Gm37631,,
Gm34297,,
Tex48,,
Tmprss15,,
Gm5427,,
Gm48382,,
Gm48381,,
Rfx6,rfx6,ortholog_one2one
Abhd12b,abhd12,ortholog_many2many
Abhd12b,si:ch211-117n7.7,ortholog_many2many
Abhd12b,,ortholog_many2many
Gm46519,,
Gm24234,,
Vps13b,,ortholog_one2one
Eno1,eno1b,ortholog_many2many
Eno1,eno1a,ortholog_many2many
1700041G16Rik,,
Gm24735,,
Best2,BEST2,ortholog_one2one
Krt40,,
Gm48383,,
Gm28042,,
Gm4705,,
Gm29237,,
Themis3,,
Krtap3-3,,
Bola1,bola1,ortholog_one2one
Gm8343,,
Gm8098,,
Tpt1-ps5,,
Krtap3-2,,
Atxn7l1,,ortholog_one2one
Gm44475,,
Or8a1b,,
Gm11939,,
Gm54886,,
Krtap3-1,,
Or6g1-ps1,,
Gm46576,,
1700065L07Rik,,
Krtap1-5,,
Or8a1,,
Krtap1-4,,
Ptprm,,ortholog_one2many
Ptprm,,ortholog_one2many
Ptprm,,ortholog_one2many
Gm44225,,
Krtap1-3,,
Tifa,,ortholog_one2one
Gm26179,,
Pstpip1,pstpip1a,ortholog_one2many
Pstpip1,pstpip1b,ortholog_one2many
4930505A04Rik,,
Gm23924,,
Gm54887,,
Gm8992,,
Gm8993,,
Gm6210,,
Gm8999,,
4933439N06Rik,,
Gm9001,,
Mef2a,mef2aa,ortholog_one2one
Gm44113,,
Gm5995,,
Gm54888,,
Gm22283,,
Gm44126,,
Ppp1r26,ppp1r26,ortholog_one2one
Gm11482,,
Gm15444,,
Krtap9-3,,
Gm44163,,
Gm36996,,
Gm11938,,
H2ac21,h2af1al,ortholog_one2many
Gm9008,RNF26,ortholog_one2many
Gm11937,,
Tnfsf8,,
Acyp2,,ortholog_one2one
Gm44166,,
H2ac20,h2af1al,ortholog_one2many
Gm54985,,
Gpnmb,GPNMB,ortholog_one2one
H2bc21,,
H3c15,,ortholog_one2one
Gm20632,,
Krtap2-4,,
H2ac19,,
Gm12096,,
Gm24771,,
Gm12098,,
Gm48966,,
Get3,get3,ortholog_one2one
Gm11562,,
Gm54987,,
Gm7968,,
Gm20633,,
Pierce1,si:ch211-248e11.2,ortholog_one2one
Rpl17-ps4,,
Mir599,,
Gm12097,,
