Gene name,Human gene name,Human homology type
si:dkey-288a3.2,,
BX663605.1,,
stard3nl,STARD3NL,ortholog_one2one
oip5,OIP5,ortholog_one2one
CT025897.1,,
foxc1b,,
si:ch211-286b5.5,,
si:ch211-133n4.4,,
lrmda,LRMDA,ortholog_one2one
efna1a,EFNA1,ortholog_one2many
gpm6ab,GPM6A,ortholog_one2many
si:ch211-165f21.7,,
bcl7a,BCL7A,ortholog_one2one
dachd,DACH1,ortholog_one2one
adcy7,ADCY7,ortholog_one2one
srprb,,
si:ch73-130a3.4,,
si:dkey-156k2.4,,
b4galt1,B4GALT1,ortholog_one2many
si:dkey-178j11.5,,
kalrna,KALRN,ortholog_one2many
srgn,SRGN,ortholog_one2one
il26,,
zbtb8os,ZBTB8OS,ortholog_one2one
si:ch211-57m13.9,,
fam155b,NALF2,ortholog_one2one
si:ch211-249h16.8,,
hrh2b,,
kmt2e,KMT2E,ortholog_one2one
sh2d1ab,SH2D1A,ortholog_one2one
FP016142.1,,
CR936403.1,,
top2b,TOP2B,ortholog_one2one
mxe,,
man2a2,MAN2A2,ortholog_one2one
nkx2.3,NKX2-3,ortholog_one2one
pgap2,PGAP2,ortholog_one2one
lrp12,LRP12,ortholog_one2one
phf20l1,PHF20L1,ortholog_one2one
AL929092.2,,
BX005421.1,,
pth1r,PTH1R,ortholog_one2one
krt4,,
CR354377.1,,
zgc:174944,,
gale,GALE,ortholog_one2one
CT583646.1,,
cmtm7,CMTM7,ortholog_one2one
rbm17,RBM17,ortholog_one2one
tsc22d2,,
si:ch211-181p13.2,,
FP016142.7,,
fem1c,FEM1C,ortholog_one2one
rars2,RARS2,ortholog_one2one
slx4,SLX4,ortholog_one2many
pimr70,,
si:ch211-73m21.1,,
ppil2,PPIL2,ortholog_one2one
col12a1a,COL12A1,ortholog_one2many
si:dkey-44g23.5,MCRIP2,ortholog_one2one
pimr78,,
mier1a,MIER1,ortholog_one2many
BX901883.5,,
BX901883.4,,
BX004840.1,,
mfap4,MFAP4,ortholog_one2many
mcrs1,MCRS1,ortholog_one2one
AL845428.3,,
ora4,,
zgc:194246,,
foxq1b,FOXQ1,ortholog_one2many
gde1,GDE1,ortholog_one2one
rimbp2,RIMBP2,ortholog_one2many
ankar,ANKAR,ortholog_one2one
rimbp2,,
wnt8b,WNT8B,ortholog_one2one
si:dkey-90l23.2,,
scarb1,SCARB1,ortholog_one2one
trip6,TRIP6,ortholog_one2one
fech,FECH,ortholog_one2one
BX649423.2,,
atp1a1a.2,ATP1A1,ortholog_one2many
cbx4,CBX4,ortholog_one2one
rfesd,RFESD,ortholog_one2many
pld2,PLD2,ortholog_one2one
zgc:77439,,
CR749763.6,,
SLC9B2,SLC9B1,ortholog_one2many
SLC9B2,SLC9B2,ortholog_one2many
si:zfos-2330d3.7,MFAP4,ortholog_one2many
si:ch211-130m23.3,,
si:dkey-98j1.5,,
tmed9,TMED9,ortholog_one2one
irf3,IRF3,ortholog_one2one
usp45,USP45,ortholog_one2one
top1,TOP1,ortholog_one2many
casp3b,CASP3,ortholog_one2many
blvra,BLVRA,ortholog_one2one
BX663522.1,,
foxl1,FOXL1,ortholog_one2one
igl3v2,,
AL935294.1,,
nampta,NAMPT,ortholog_one2many
neu4,NEU4,ortholog_one2one
psma3,PSMA3,ortholog_one2one
si:ch1073-181h11.4,,
si:ch211-1f22.14,,
BX072554.2,,
CR749763.3,,
CR788322.2,,
ubc,UBC,ortholog_one2one
il13ra2,IL13RA2,ortholog_one2one
cbln6,CBLN3,ortholog_many2many
CR749763.2,,
tcp11l1,TCP11L1,ortholog_one2one
KCNT1,KCNT1,ortholog_one2many
si:dkeyp-69c1.7,THY1,ortholog_one2many
pdia7,,
gpr173,GPR173,ortholog_one2one
zic6,ZXDC,ortholog_many2many
zic6,ZXDB,ortholog_many2many
zic6,ZXDA,ortholog_many2many
cdk16,CDK16,ortholog_one2one
si:dkey-187j14.4,SEPTIN14,ortholog_many2many
CU207241.1,,
CR936974.1,,
zgc:172075,SEPTIN14,ortholog_many2many
cxcl11.6,CXCL9,ortholog_one2many
eef1g,EEF1G,ortholog_one2one
AL935183.1,,
ano5b,ANO5,ortholog_one2many
abcd3a,ABCD3,ortholog_one2many
pth1a,PTH,ortholog_one2many
cyp27a7,CYP27A1,ortholog_one2many
si:dkey-28d5.11,,
snrpe,SNRPE,ortholog_one2one
adra2c,ADRA2C,ortholog_one2one
si:dkey-187j14.6,,
lin7b,,
cisd1,CISD1,ortholog_one2one
acyp1,,
dkk3b,DKK3,ortholog_one2many
si:dkey-83f18.3,,
tm2d3,TM2D3,ortholog_one2one
tubb4b,,
si:ch211-62a1.3,COL6A6,ortholog_one2many
si:dkey-4p15.5,,
camsap1a,CAMSAP1,ortholog_one2many
si:ch211-223g7.6,,
impact,IMPACT,ortholog_one2one
ftr93,,
dchs1b,,
psd3l,PSD3,ortholog_one2one
phf8,PHF8,ortholog_one2one
CR318599.2,,
tjp1b,TJP1,ortholog_one2many
olfml3b,OLFML3,ortholog_one2many
smurf2,SMURF2,ortholog_one2one
si:dkey-28d5.3,,
rcor3,RCOR3,ortholog_one2one
fdxacb1,FDXACB1,ortholog_one2one
rplp0,RPLP0,ortholog_one2one
loxl3a,LOXL3,ortholog_one2many
si:dkey-83f18.6,,
hoxd11a,HOXD11,ortholog_one2one
ttll9,TTLL9,ortholog_one2one
CR318599.1,,
si:ch211-236p5.3,,
olfcq13,,
si:dkey-28d5.4,,
mtmr8,MTMR8,ortholog_one2one
CR354547.2,,
sptbn4b,SPTBN4,ortholog_one2many
hoxd13a,,
alkbh4,ALKBH4,ortholog_one2one
si:dkey-83f18.2,,
si:ch73-265h17.4,,
psmc3ip,PSMC3IP,ortholog_one2one
cx52.9,GJA9,ortholog_one2one
pdzd2,PDZD2,ortholog_one2one
plk2b,PLK2,ortholog_one2many
si:ch1073-184j22.2,,
si:ch211-226o13.1,,
zgc:153968,TPSG1,ortholog_many2many
zgc:153968,TPSD1,ortholog_many2many
zgc:153968,TPSAB1,ortholog_many2many
zgc:153968,TPSB2,ortholog_many2many
si:ch211-236p5.2,,
slc38a10,SLC38A10,ortholog_one2one
si:dkey-28d5.1,,
col4a1,COL4A1,ortholog_one2one
si:dkeyp-53e4.4,,
crkl,CRKL,ortholog_one2one
ek1,,
si:ch211-226h8.14,,
slc52a2,SLC52A2,ortholog_one2many
slc52a2,SLC52A1,ortholog_one2many
sdk2b,SDK2,ortholog_one2many
stambpl1,STAMBPL1,ortholog_one2one
tspan1,TSPAN1,ortholog_one2one
BX005234.1,,
zgc:194312,,
gpd1c,,
sdf2l1,SDF2L1,ortholog_one2one
alkbh5,ALKBH5,ortholog_one2one
AL928835.1,,
si:ch73-160p18.3,,
slc7a8a,SLC7A8,ortholog_one2many
si:ch211-135n15.3,,
smarca5,,
tln2a,TLN2,ortholog_one2many
psmd3,PSMD3,ortholog_one2one
FO704610.1,,
yod1,YOD1,ortholog_one2one
CR854963.1,,
BX005286.3,,
zgc:110339,,
ece2b,ECE2,ortholog_one2one
fam49ba,CYRIB,ortholog_one2many
BX470189.2,,
sars2,SARS2,ortholog_one2one
atp8a1,ATP8A1,ortholog_one2many
si:ch211-212c13.8,PZP,ortholog_many2many
si:ch211-212c13.8,A2ML1,ortholog_many2many
inpp5b,INPP5B,ortholog_one2one
bloc1s1,BLOC1S1,ortholog_one2one
snrnp70,SNRNP70,ortholog_one2one
cacnb4b,,
rreb1b,RREB1,ortholog_one2many
sla1a,SLA,ortholog_one2many
BX571843.1,,
si:rp71-79p20.2,,
gtpbp1l,GTPBP1,ortholog_one2many
znf1026,,
CR382370.2,,
tbc1d17,TBC1D17,ortholog_one2one
kdm6bb,KDM6B,ortholog_one2many
caprin2,CAPRIN2,ortholog_one2one
si:ch211-102c2.8,,
hhatlb,HHATL,ortholog_one2many
odam,,
si:ch211-103f14.3,,
nudc,NUDC,ortholog_one2one
grxcr1a,GRXCR1,ortholog_one2many
si:dkey-1b17.1,,
si:dkeyp-30d6.2,GBP6,ortholog_one2many
gabra6a,GABRA6,ortholog_one2many
CACNA2D1,CACNA2D1,ortholog_one2one
si:dkey-156m2.3,,
tbc1d2b,TBC1D2B,ortholog_one2one
AL807749.1,,
dnmt3bb.2,DNMT3L,ortholog_many2many
mocs3,MOCS3,ortholog_one2one
ppa2,PPA2,ortholog_one2one
eif4a1a,,
hipk1a,HIPK1,ortholog_one2many
CR559930.1,,
zdhhc8b,ZDHHC8,ortholog_one2one
si:ch211-1o7.3,,
zgc:162060,,
ipmka,IPMK,ortholog_one2many
twist1a,,
thtpa,THTPA,ortholog_one2many
tubg1,TUBG1,ortholog_one2one
zgc:162255,C6orf89,ortholog_one2one
dmxl2,DMXL2,ortholog_one2one
znf1053,,
rnf145a,RNF145,ortholog_one2many
slc13a3,SLC13A3,ortholog_one2one
opn4xb,,
maco1b,MACO1,ortholog_one2many
si:dkey-246i14.3,,
isoc1,ISOC1,ortholog_one2one
nrn1b,NRN1,ortholog_one2many
morc3b,MORC4,ortholog_many2many
si:ch211-226h8.15,,
tbx3a,TBX3,ortholog_one2one
xpc,XPC,ortholog_one2one
si:dkey-286h2.3,,
slc16a10,SLC16A10,ortholog_one2one
gjd2b,GJD2,ortholog_one2many
si:cabz01007794.1,,
ccndx,CCND3,ortholog_many2many
znf865,ZNF865,ortholog_one2many
si:ch211-139l2.1,,
BX005024.1,,
elavl2,ELAVL2,ortholog_one2one
si:dkey-29j8.2,ZNF22,ortholog_one2many
ube2j1,UBE2J1,ortholog_one2one
asrgl1,ASRGL1,ortholog_one2one
zgc:174260,,
zgc:173770,,
si:ch211-176l24.4,,
si:ch211-287a12.9,,
CR352226.1,,
PYURF,PYURF,ortholog_one2one
si:dkey-12l12.1,,
si:ch73-55i23.1,PLA2G4C,ortholog_one2many
ak3,AK3,ortholog_one2one
mturn,MTURN,ortholog_one2one
si:ch73-265h17.2,,
arhgef18b,ARHGEF18,ortholog_one2many
ccdc146,CCDC146,ortholog_one2one
myoz3a,MYOZ3,ortholog_one2many
cul1a,CUL1,ortholog_one2many
si:dkey-22i16.7,,
ash2l,ASH2L,ortholog_one2one
slc37a1,SLC37A1,ortholog_one2one
slc44a2,SLC44A2,ortholog_one2many
cadpsa,,
cxcl32b.1,CCL19,ortholog_one2many
cxcl32b.1,CCL21,ortholog_one2many
cyp26c1,CYP26C1,ortholog_one2one
CU467646.8,,
tex261,TEX261,ortholog_one2one
pigx,PIGX,ortholog_one2one
zgc:56095,FTL,ortholog_many2many
zgc:56095,FTMT,ortholog_many2many
zgc:56095,FTHL17,ortholog_many2many
CR381621.1,,
CU468826.2,,
BX322661.3,,
si:ch211-207k7.4,HSCB,ortholog_one2one
si:dkey-240n22.8,,
ugt5b4,UGT3A1,ortholog_many2many
ugt5b4,UGT1A8,ortholog_many2many
ugt5b4,UGT1A7,ortholog_many2many
ugt5b4,UGT1A9,ortholog_many2many
ugt5b4,UGT1A10,ortholog_many2many
ugt5b4,UGT2B11,ortholog_many2many
ugt5b4,UGT2B28,ortholog_many2many
ugt5b4,UGT2B10,ortholog_many2many
ugt5b4,UGT2A3,ortholog_many2many
ugt5b4,UGT2A2,ortholog_many2many
ugt5b4,UGT2A1,ortholog_many2many
ugt5b4,UGT2B15,ortholog_many2many
ugt5b4,UGT2B17,ortholog_many2many
ugt5b4,UGT1A6,ortholog_many2many
ugt5b4,UGT1A5,ortholog_many2many
ugt5b4,UGT1A3,ortholog_many2many
ugt5b4,UGT1A4,ortholog_many2many
ugt5b4,UGT2B7,ortholog_many2many
ugt5b4,UGT2B4,ortholog_many2many
CR677513.3,,
nr0b2b,NR0B2,ortholog_one2many
tmem41ab,TMEM41A,ortholog_one2one
znf1009,,
ANKRD66,ANKRD66,ortholog_one2one
rps21,RPS21,ortholog_one2one
tmem163a,TMEM163,ortholog_one2many
ppp3cb,,
plek,PLEK,ortholog_one2one
myrip,MOBP,ortholog_one2one
zgc:171490,,
si:dkey-172k15.11,,
si:ch211-160j14.3,,
ifit9,,
zgc:171717,,
tgfbr2b,TGFBR2,ortholog_one2many
zgc:162816,,
pclob,PCLO,ortholog_one2many
im:7136021,,
slit3,SLIT3,ortholog_one2one
si:ch211-125e6.12,REG3G,ortholog_many2many
si:ch211-125e6.12,REG3A,ortholog_many2many
si:ch211-125e6.12,REG1B,ortholog_many2many
si:ch211-125e6.12,REG1A,ortholog_many2many
gabarapb,,
slc27a6,SLC27A6,ortholog_one2one
BX890562.3,,
abcf1,ABCF1,ortholog_one2one
rgs4,RGS4,ortholog_one2one
cenpo,CENPO,ortholog_one2one
espl1,ESPL1,ortholog_one2one
atp6ap1la,,
AL954698.1,,
zgc:158701,,
BX248515.2,,
paqr6,PAQR6,ortholog_one2one
ufc1,UFC1,ortholog_one2one
BX284635.1,,
si:dkey-177p2.6,,
cxxc5a,CXXC5,ortholog_one2many
si:dkey-148a17.6,,
sh3d19,SH3D19,ortholog_one2one
pomcb,POMC,ortholog_one2many
rab7a,RAB7A,ortholog_one2one
htra3a,HTRA3,ortholog_one2many
st6galnac5a,ST6GALNAC5,ortholog_one2many
wrnip1,WRNIP1,ortholog_one2one
kbtbd13,KBTBD13,ortholog_one2one
hmces,HMCES,ortholog_one2one
xirp1,XIRP1,ortholog_one2one
BX323797.3,,
nucb1,NUCB1,ortholog_one2one
efhb,EFHB,ortholog_one2one
prom1a,PROM1,ortholog_one2many
cdh24a,CDH24,ortholog_one2many
dcaf15,DCAF15,ortholog_one2one
tada3l,TADA3,ortholog_one2one
sccpdha.1,SCCPDH,ortholog_one2many
BX004823.1,,
map3k7,MAP3K7,ortholog_one2one
pimr186,,
nop2,NOP2,ortholog_one2one
gmpr,GMPR,ortholog_one2one
CT027801.2,,
tbc1d23,TBC1D23,ortholog_one2one
si:dkeyp-97b10.3,,
si:dkey-240n22.3,,
tulp1a,TULP1,ortholog_one2many
dnajc16l,DNAJC16,ortholog_one2many
aqp8a.2,AQP10,ortholog_many2many
aqp8a.2,AQP5,ortholog_many2many
aqp8a.2,AQP6,ortholog_many2many
lrrc17,LRRC17,ortholog_one2one
lats2,LATS2,ortholog_one2one
fuca1.2,FUCA1,ortholog_one2many
BX323880.1,,
pimr29,,
plaua,,
CR391910.2,,
cyp2k16,,
ndufs2,NDUFS2,ortholog_one2one
elp3,ELP3,ortholog_one2one
zgc:152670,,
gne,GNE,ortholog_one2one
BX322555.4,,
CU041319.2,,
srpk3,SRPK3,ortholog_one2one
arpc5a,ARPC5,ortholog_one2many
plcd4b,PLCD4,ortholog_one2many
col6a4a,COL6A6,ortholog_one2many
tubgcp5,TUBGCP5,ortholog_one2one
slc12a3,SLC12A3,ortholog_one2one
ovch2,OVCH2,ortholog_one2one
rbm33a,,
dnah7,DNAH7,ortholog_one2one
si:dkeyp-86d6.2,,
si:dkey-203a12.9,,
btbd2a,BTBD2,ortholog_one2many
C9H3orf70,C3orf70,ortholog_one2many
si:ch73-12o23.1,MGAM2,ortholog_many2many
rbfox3b,RBFOX3,ortholog_one2many
AL935295.1,,
CU469104.1,,
si:dkey-16p6.2,ZNF22,ortholog_one2many
olfcq10,,
ano2b,ANO2,ortholog_one2many
traip,TRAIP,ortholog_one2one
tasor2,TASOR2,ortholog_one2one
baz1a,BAZ1A,ortholog_one2one
igsf9a,,
BX539313.3,,
lsm1,LSM1,ortholog_one2one
si:dkey-72l14.4,BORCS6,ortholog_one2one
CR318603.2,,
dtd1,DTD1,ortholog_one2one
tep1,,
gmpr2,GMPR2,ortholog_one2one
mbd3a,MBD3,ortholog_one2one
exd1,EXD1,ortholog_one2one
sspn,SSPN,ortholog_one2one
dop1a,DOP1A,ortholog_one2one
gosr1,GOSR1,ortholog_one2one
abcc10,ABCC10,ortholog_many2many
abcc10,ABCC11,ortholog_many2many
adora4a,,
ACTC1,ACTC1,ortholog_one2one
arl4cb,ARL4C,ortholog_one2many
rrbp1a,RRBP1,ortholog_one2many
si:ch211-255f4.13,,
hic1l,,
xpot,XPOT,ortholog_one2one
si:dkey-24c2.7,,
ppp3r1a,PPP3R1,ortholog_one2many
nhsl1b,NHSL1,ortholog_one2many
nrde2,NRDE2,ortholog_one2one
pitx3,PITX1,ortholog_one2one
si:ch73-281n10.2,,
il2rga,IL2RG,ortholog_many2many
il2rga,IL27RA,ortholog_many2many
il2rga,IL3RA,ortholog_many2many
si:ch211-197f20.1,,
cdh13,CDH13,ortholog_one2one
znf1183,,
pcnx2,PCNX2,ortholog_one2one
pimr45,,
FP067440.1,,
ical1,ICA1L,ortholog_one2one
znf1073,,
slc46a1,SLC46A1,ortholog_one2one
cope,COPE,ortholog_one2one
rx1,,
si:dkey-83f18.15,,
ch25h,CH25H,ortholog_one2one
olfcq12,,
map3k2,MAP3K2,ortholog_one2one
atrn,ATRN,ortholog_one2one
mylk4a,MYLK4,ortholog_one2many
orc6,ORC6,ortholog_one2one
commd8,COMMD8,ortholog_one2one
pthlha,PTHLH,ortholog_one2many
dgcr2,DGCR2,ortholog_one2one
CR749762.2,,
irs2b,IRS2,ortholog_one2many
PLEKHH3,PLEKHH3,ortholog_one2one
prdm2b,PRDM2,ortholog_one2one
rps17,,
cln6b,CLN6,ortholog_one2one
si:ch211-183d21.1,,
si:dkeyp-84f3.9,,
ciarta,CIART,ortholog_one2one
si:ch211-203k16.3,,
apex1,APEX1,ortholog_one2one
si:dkey-190g11.3,,
ppil4,PPIL4,ortholog_one2one
si:ch1073-184j22.1,,
trpm7,TRPM7,ortholog_one2one
si:ch211-272n13.3,ANKRD26,ortholog_one2many
si:ch211-272n13.3,ANKRD20A1,ortholog_one2many
si:ch211-272n13.3,ANKRD30BL,ortholog_one2many
si:ch211-272n13.3,ANKRD18A,ortholog_one2many
si:ch211-272n13.3,ANKRD30B,ortholog_one2many
si:ch211-272n13.3,ANKRD30A,ortholog_one2many
si:ch211-272n13.3,ANKRD18B,ortholog_one2many
CU467646.3,,
tpi1a,TPI1,ortholog_one2many
tnni4a,,
si:ch73-42k18.1,,
cox8b,,
itga2.3,ITGA2,ortholog_one2many
cpz,CPZ,ortholog_one2one
fezf2,FEZF2,ortholog_one2one
si:ch211-197l9.2,,
si:ch211-69b7.6,,
sult1st3,SULT1A2,ortholog_many2many
sult1st3,SULT1A1,ortholog_many2many
sult1st3,SULT2A1,ortholog_many2many
sult1st3,SULT1E1,ortholog_many2many
sult1st3,SULT1A3,ortholog_many2many
sult1st3,SULT1A4,ortholog_many2many
si:dkey-222b8.1,,
FP016239.1,,
edn3b,EDN3,ortholog_one2one
cep19,CEP19,ortholog_one2one
aqp7,AQP7B,ortholog_one2many
aqp7,AQP7,ortholog_one2many
mrps18b,MRPS18B,ortholog_one2one
syngap1a,SYNGAP1,ortholog_one2many
BX322661.1,,
si:dkey-112e17.1,,
BX640512.1,,
zgc:152951,,
ushbp1,USHBP1,ortholog_one2one
thsd1,THSD1,ortholog_one2many
si:dkey-58f10.11,,
lgi3,LGI3,ortholog_one2one
pdlim5a,PDLIM5,ortholog_one2many
hexa,HEXA,ortholog_one2one
BX322661.2,,
si:dkeyp-27c8.2,,
slc46a3,SLC46A3,ortholog_one2many
casz1,CASZ1,ortholog_one2one
cnrip1b,CNRIP1,ortholog_one2many
gpx1b,GPX3,ortholog_many2many
gpx1b,GPX5,ortholog_many2many
si:dkey-58f10.10,,
rock2b,ROCK2,ortholog_one2many
washc4,WASHC4,ortholog_one2one
st6galnac3,ST6GALNAC3,ortholog_one2one
dbpa,DBP,ortholog_many2many
arhgap27,ARHGAP27,ortholog_one2many
ugt5b1,UGT3A1,ortholog_many2many
ugt5b1,UGT1A8,ortholog_many2many
ugt5b1,UGT1A7,ortholog_many2many
ugt5b1,UGT1A9,ortholog_many2many
ugt5b1,UGT1A10,ortholog_many2many
ugt5b1,UGT2B11,ortholog_many2many
ugt5b1,UGT2B28,ortholog_many2many
ugt5b1,UGT2B10,ortholog_many2many
ugt5b1,UGT2A3,ortholog_many2many
ugt5b1,UGT2A2,ortholog_many2many
ugt5b1,UGT2A1,ortholog_many2many
ugt5b1,UGT2B15,ortholog_many2many
ugt5b1,UGT2B17,ortholog_many2many
ugt5b1,UGT1A6,ortholog_many2many
ugt5b1,UGT1A5,ortholog_many2many
ugt5b1,UGT1A3,ortholog_many2many
ugt5b1,UGT1A4,ortholog_many2many
ugt5b1,UGT2B7,ortholog_many2many
ugt5b1,UGT2B4,ortholog_many2many
BX936406.2,,
nalcn,NALCN,ortholog_one2one
elfn1b,ELFN1,ortholog_one2one
ugt5b5,UGT3A1,ortholog_many2many
ugt5b5,UGT1A8,ortholog_many2many
ugt5b5,UGT1A7,ortholog_many2many
ugt5b5,UGT1A9,ortholog_many2many
ugt5b5,UGT1A10,ortholog_many2many
ugt5b5,UGT2B11,ortholog_many2many
ugt5b5,UGT2B28,ortholog_many2many
ugt5b5,UGT2B10,ortholog_many2many
ugt5b5,UGT2A3,ortholog_many2many
ugt5b5,UGT2A2,ortholog_many2many
ugt5b5,UGT2A1,ortholog_many2many
ugt5b5,UGT2B15,ortholog_many2many
ugt5b5,UGT2B17,ortholog_many2many
ugt5b5,UGT1A6,ortholog_many2many
ugt5b5,UGT1A5,ortholog_many2many
ugt5b5,UGT1A3,ortholog_many2many
ugt5b5,UGT1A4,ortholog_many2many
ugt5b5,UGT2B7,ortholog_many2many
ugt5b5,UGT2B4,ortholog_many2many
CU467646.5,,
mmp11b,MMP11,ortholog_one2many
clrn2,CLRN2,ortholog_one2one
gpr78a,GPR78,ortholog_one2many
asb13a.1,ASB13,ortholog_one2many
si:dkey-3h3.3,,
cel.2,CEL,ortholog_one2many
ifit10,IFIT1B,ortholog_many2many
ifit10,IFIT2,ortholog_many2many
ifit10,IFIT5,ortholog_many2many
ifit10,IFIT3,ortholog_many2many
ifit10,IFIT1,ortholog_many2many
col14a1a,COL14A1,ortholog_one2many
si:dkey-109a10.2,,
si:dkey-125i10.3,SCEL,ortholog_one2one
ifit11,IFIT1B,ortholog_many2many
ifit11,IFIT2,ortholog_many2many
ifit11,IFIT5,ortholog_many2many
ifit11,IFIT3,ortholog_many2many
ifit11,IFIT1,ortholog_many2many
pafah1b3,PAFAH1B3,ortholog_one2many
BX469930.1,,
trmt5,TRMT5,ortholog_one2one
eed,EED,ortholog_one2one
vps36,VPS36,ortholog_one2one
pafah1b3,PAFAH1B3,ortholog_one2many
si:ch211-170p16.1,,
zgc:64106,,
si:dkey-1c7.3,,
gpr37l1a,GPR37L1,ortholog_one2many
dpf2,DPF2,ortholog_one2many
ap2m1b,AP2M1,ortholog_one2many
far1,FAR1,ortholog_one2one
cyp2x12,,
rab3c,RAB3C,ortholog_one2one
l3mbtl1b,,
klf7b,KLF7,ortholog_one2many
si:dkey-148a17.5,,
asb12a,ASB12,ortholog_one2many
si:dkey-30c15.12,CDH1,ortholog_one2one
pimr94,,
si:zfos-367g9.1,HLA-DQA2,ortholog_many2many
si:zfos-367g9.1,HLA-DQA1,ortholog_many2many
qdprb2,QDPR,ortholog_one2many
vps50,VPS50,ortholog_one2many
CR354372.1,,
si:dkey-58f10.12,,
ccr6a,CCR6,ortholog_one2many
egln1b,EGLN1,ortholog_one2many
zwilch,ZWILCH,ortholog_one2one
egln1b,EGLN1,ortholog_one2many
si:dkey-84h14.4,,
si:dkey-84h14.2,,
arf4a,,
CT027801.1,,
gigyf1b,GIGYF1,ortholog_one2many
meis1a,,
si:dkey-29j8.1,,
pimr93,,
anapc11,ANAPC11,ortholog_one2one
col9a3,,
CU570781.1,,
gars1,GARS1,ortholog_one2one
bmpr1ba,BMPR1B,ortholog_one2many
dvl1b,DVL1,ortholog_one2many
bahcc1b,BAHCC1,ortholog_one2many
si:ch211-157c3.4,,
nfatc1,NFATC1,ortholog_one2one
si:ch73-177h5.2,,
cdc37l1,CDC37L1,ortholog_one2one
si:dkey-202c14.3,FBXW12,ortholog_many2many
CU638702.1,,
pcnx1,PCNX1,ortholog_one2one
lef1,LEF1,ortholog_one2one
zgc:110286,,
BX927135.2,,
znf142,ZNF142,ortholog_one2one
chek2,CHEK2,ortholog_one2one
sptb,SPTB,ortholog_one2one
apba2a,APBA2,ortholog_one2many
mir199-3a,MIR199A2,ortholog_one2one
zgc:112408,,
BX511025.1,,
si:dkey-71p21.13,,
zgc:100829,,
alg14,ALG14,ortholog_one2one
CR854827.3,,
BX914219.2,,
si:ch1073-165f9.2,,
CU972454.1,,
arhgef10lb,ARHGEF10L,ortholog_one2many
igf2bp1,,
pabpc4,PABPC4,ortholog_one2one
pacsin1b,PACSIN1,ortholog_one2many
gabrr3a,GABRR3,ortholog_one2many
bhlhe41,BHLHE41,ortholog_one2one
creb1b,CREB1,ortholog_one2one
BX322555.3,,
exoc1,EXOC1,ortholog_one2one
myo1ea,MYO1E,ortholog_one2one
dnm3a,DNM2,ortholog_one2many
grin2da,GRIN2D,ortholog_one2many
si:ch73-299h12.8,,
npy1r,NPY1R,ortholog_one2one
SYNPR,SYNPR,ortholog_one2many
zpcx,,
pimr171,,
pimr209,,
uqcrfs1,UQCRFS1,ortholog_one2one
chrna7,CHRNA7,ortholog_many2many
chrna7,CHRFAM7A,ortholog_many2many
ap1s3b,AP1S3,ortholog_one2many
bola3,BOLA3,ortholog_one2one
si:dkey-240h12.3,,
pimr168,,
pdzk1ip1,PDZK1IP1,ortholog_one2one
CU469539.1,,
BX571954.3,,
acot18,,
arhgap1,ARHGAP1,ortholog_one2one
cyp2k17,,
zp3.2,ZP3,ortholog_many2many
zp3.2,POMZP3,ortholog_many2many
tmem54a,TMEM54,ortholog_one2many
si:dkey-208k4.2,ZNF324,ortholog_many2many
si:dkey-208k4.2,ZNF324B,ortholog_many2many
VSTM2B,VSTM2B,ortholog_one2one
gng5,GNG5,ortholog_one2many
gng5,GNG5P2,ortholog_one2many
brwd1,BRWD1,ortholog_one2one
AL929114.2,,
BX936391.1,,
sult1st2,SULT1A2,ortholog_many2many
sult1st2,SULT1A1,ortholog_many2many
sult1st2,SULT2A1,ortholog_many2many
sult1st2,SULT1E1,ortholog_many2many
sult1st2,SULT1A3,ortholog_many2many
sult1st2,SULT1A4,ortholog_many2many
upf3a,UPF3A,ortholog_one2one
fgfr1op,CEP43,ortholog_one2one
il12a,IL12A,ortholog_one2many
si:dkey-33c14.6,,
BX571803.4,,
otx1,OTX1,ortholog_one2one
map1sb,MAP1S,ortholog_one2many
tlcd4a,TLCD4,ortholog_one2many
tgm2b,TGM2,ortholog_one2many
AL954698.2,,
shha,SHH,ortholog_one2many
CR854945.1,,
dffa,DFFA,ortholog_one2one
CR391978.1,,
pla2g4aa,PLA2G4A,ortholog_one2many
si:dkey-82o10.4,,
sting1,STING1,ortholog_one2one
farp2,FARP2,ortholog_one2one
jac3,,
BX539332.1,,
si:dkeyp-84f3.5,ZBTB45,ortholog_one2one
pfdn5,PFDN5,ortholog_one2one
gsta.1,,
pigk,PIGK,ortholog_one2one
znf1055,,
grk5,,
si:dkey-58f10.14,,
prdm4,PRDM4,ortholog_one2one
pak2b,PAK2,ortholog_one2many
ppp2r5eb,PPP2R5E,ortholog_one2many
CR848705.1,,
si:dkey-203a12.7,,
BX322555.2,,
cacna1db,,
adgre17,,
CR936540.1,,
CR854827.2,,
BX510941.1,,
ccnyl1,,
FQ377896.1,,
rxfp3.3b,,
usp8,USP8,ortholog_one2one
ttc17,TTC17,ortholog_one2one
pomgnt1,POMGNT1,ortholog_one2one
mapre1a,MAPRE1,ortholog_one2many
asphd1,ASPHD1,ortholog_many2many
CR354556.2,,
spata17,SPATA17,ortholog_one2one
zgc:172133,,
flt1,FLT1,ortholog_one2one
CR932362.1,,
dcn,DCN,ortholog_one2one
tefb,TEF,ortholog_one2many
nrg2a,NRG2,ortholog_one2many
grapb,GRAP,ortholog_many2many
grapb,GRAPL,ortholog_many2many
