Gene name,Zebrafish gene name,Zebrafish homology type
ung,unga,ortholog_one2many
ung,ungb,ortholog_one2many
,si:ch73-23l24.1,ortholog_one2one
trappc10,trappc10,ortholog_one2one
casp6,casp6b.1,ortholog_one2many
casp6,casp6a,ortholog_one2many
casp6,casp6b.2,ortholog_one2many
tubb4b,LO017845.1,ortholog_one2many
tubb4b,reps2,ortholog_one2many
pnliprp2,enc2,ortholog_one2one
usf3,usf3,ortholog_one2one
iqcd,iqcd,ortholog_one2one
cnga1,cnga1a,ortholog_one2many
cnga1,cnga1b,ortholog_one2many
mn1,mn1b,ortholog_one2many
mn1,mn1a,ortholog_one2many
frmpd4,tlr7,ortholog_one2one
rdh5,rdh5,ortholog_one2one
cttnbp2nl,cttnbp2nla,ortholog_one2many
cttnbp2nl,cttnbp2nlb,ortholog_one2many
usp15,CABZ01074307.2,ortholog_one2one
nck2,nck2a,ortholog_one2many
nck2,nck2b,ortholog_one2many
lipg,lipg,ortholog_one2one
,slc6a7,ortholog_one2one
focad,focad,ortholog_one2one
dusp4,dusp4,ortholog_one2one
tmem144,tmem144b,ortholog_one2many
tmem144,tmem144a,ortholog_one2many
rbbp5,rbbp5,ortholog_one2one
kiaa1522,si:ch211-194e15.5,ortholog_one2one
TPCN1,tpcn1,ortholog_one2one
dyrk1a,dyrk1ab,ortholog_one2many
dyrk1a,dyrk1aa,ortholog_one2many
prdm5,prdm5,ortholog_one2one
pipox,pipox,ortholog_one2one
vax2,vax2,ortholog_one2one
,slc47a2.1,ortholog_one2many
,BX248108.1,ortholog_one2many
,slc47a3,ortholog_one2many
spata13,spata13,ortholog_one2one
pwp2,pwp2h,ortholog_one2one
nol6,nol6,ortholog_one2one
acaa2,acaa2,ortholog_one2many
acaa2,CABZ01065076.1,ortholog_one2many
dennd1a,tec,ortholog_one2one
naa50,naa50,ortholog_one2one
wdr1,WDR1,ortholog_one2one
sync,sync,ortholog_one2one
chst10,chst10,ortholog_one2one
dlg2,dlg2,ortholog_one2one
glra3,glra3,ortholog_one2one
rab27a,rab27a,ortholog_one2one
meaf6,meaf6,ortholog_one2one
nagk,nagk,ortholog_one2one
scarb2,scarb2c,ortholog_one2one
nif,nefla,ortholog_one2many
nif,zgc:65851,ortholog_one2many
rbbp4,rbbp4,ortholog_one2one
larp4,larp4ab,ortholog_one2many
larp4,larp4aa,ortholog_one2many
crybb3,crybb3,ortholog_one2one
abhd8,abhd8b,ortholog_one2many
abhd8,abhd8a,ortholog_one2many
gpr37l1,gpr37l1a,ortholog_one2many
gpr37l1,gpr37l1b,ortholog_one2many
slain2,slain2,ortholog_one2one
wnt2b,wnt2bb,ortholog_one2one
akap13,arhgef28b,ortholog_one2one
crybb2,crybb2,ortholog_one2one
fam47e,zgc:158260,ortholog_one2one
rsl24d1,rsl24d1,ortholog_one2one
c2orf42,C5H2orf42,ortholog_one2one
KCNJ6,KCNJ6,ortholog_one2one
c4bpa,csmd2,ortholog_one2one
zbtb8os,zbtb8os,ortholog_one2one
map7d2,map7d2b,ortholog_one2many
map7d2,map7d2a,ortholog_one2many
slc10a4,slc10a4,ortholog_one2one
elf3,elf3,ortholog_one2one
MRPL34,mrpl34,ortholog_one2one
gcdh,gcdha,ortholog_one2many
gcdh,gcdhb,ortholog_one2many
asphd2,asphd2,ortholog_one2one
zar1,zar1,ortholog_one2one
dda1,dda1,ortholog_one2one
,tnikb,ortholog_one2many
tifa,si:ch211-15b10.6,ortholog_one2one
unc13c,CR769778.1,ortholog_one2one
slc39a14,slc39a14,ortholog_one2one
hsph1,hsph1,ortholog_one2one
unc45b,unc45b,ortholog_one2one
zbtb8a.1,zbtb8a,ortholog_one2many
ankrd13a,ankrd13a,ortholog_one2one
dhh,ihha,ortholog_many2many
dhh,ihhb,ortholog_many2many
rnpep,rnpep,ortholog_one2one
c1orf109,c19h1orf109,ortholog_one2one
pcyox1,pcyox1,ortholog_one2one
atp6v1a,atp6v1ab,ortholog_one2many
atp6v1a,atp6v1aa,ortholog_one2many
mgc75582,ACTC1,ortholog_one2many
ano8,ano8a,ortholog_one2many
ano8,ano8b,ortholog_one2many
fbxo21,fbxo21,ortholog_one2one
myo5b,myo5b,ortholog_one2one
exoc6b,exoc6b,ortholog_one2one
vps26c,vps26c,ortholog_one2one
smyd5,glod5,ortholog_one2many
zbtb8a.2,zbtb8a,ortholog_one2many
med11,med11,ortholog_one2one
tyk2,tyk2,ortholog_one2one
tnks,tnksa,ortholog_one2many
tnks,tnksb,ortholog_one2many
acot12,ACOT12,ortholog_one2one
hps4,hps4,ortholog_one2one
ndufa11,ndufa11,ortholog_one2one
mpc2,mpc2,ortholog_one2many
mpc2,MPC2,ortholog_one2many
serinc4,serinc4,ortholog_one2one
nos1,nos1,ortholog_one2one
cald1,cald1b,ortholog_one2one
snrpg,snrpg,ortholog_one2one
gtpbp3,gtpbp3,ortholog_one2one
grk3,grk3,ortholog_one2one
ubap2,ubap2b,ortholog_one2many
ubap2,ubap2a,ortholog_one2many
vtcn1,vtcn1,ortholog_one2many
tmem126a,tmem126a,ortholog_one2one
ppp3cb,ppp3ccb,ortholog_one2one
,wdr95,ortholog_one2one
fam136a,fam136a,ortholog_one2one
ptpn13,ptpn13,ortholog_one2one
lsm10,LSM10,ortholog_one2many
lsm10,oscp1a,ortholog_one2many
cdc37,cdc37,ortholog_one2one
st7l,st7l,ortholog_one2one
zfyve16,zfyve16,ortholog_one2one
efnb3,efnb3b,ortholog_one2many
efnb3,efnb3a,ortholog_one2many
CREBZF,crebzf,ortholog_one2one
dad1,dad1,ortholog_one2one
zcchc9,zcchc9,ortholog_one2one
ak2,ak2,ortholog_one2one
tgfa,tgfa,ortholog_one2many
,gask1b,ortholog_one2many
lgals9,lgals9l6,ortholog_many2many
lgals9,lgals9l3,ortholog_many2many
lgals9,lgals9l1,ortholog_many2many
lgals9,lgals9l5,ortholog_many2many
lgals9,lgals9l4,ortholog_many2many
lmbr1l,lmbr1l,ortholog_one2one
srrd,srrd,ortholog_one2one
rgs7bp,rgs7bpb,ortholog_one2many
rgs7bp,rgs7bpa,ortholog_one2many
,vtcn1,ortholog_one2many
qrfprl2.2,qrfpra,ortholog_one2many
qrfprl2.2,QRFPR,ortholog_one2many
ndnf,ndnf,ortholog_one2one
il22ra1,ifngr2,ortholog_many2many
il22ra1,ifngr1,ortholog_many2many
il22ra1,il22ra2,ortholog_many2many
il22ra1,ifngr1l,ortholog_many2many
il22ra1,crfb15,ortholog_many2many
il22ra1,crfb16,ortholog_many2many
il22ra1,ifnlr1,ortholog_many2many
hypk,hypk,ortholog_one2one
stk40,stk40,ortholog_one2one
,lgals9l6,ortholog_many2many
,lgals9l3,ortholog_many2many
,lgals9l1,ortholog_many2many
,lgals9l5,ortholog_many2many
,lgals9l4,ortholog_many2many
tnfrsf10b,hdr,ortholog_many2many
tnfrsf10b,tnfrsfa,ortholog_many2many
tnfrsf10b,cd40,ortholog_many2many
tnfrsf10b,tnfrsf1b,ortholog_many2many
tnfrsf10b,tnfrsf11a,ortholog_many2many
dcaf6,dcaf6,ortholog_one2one
cers3,cers3a,ortholog_one2many
cers3,cers3b,ortholog_one2many
cd63,cd63,ortholog_one2one
slc15a1,slc15a1a,ortholog_one2many
slc15a1,slc15a1b,ortholog_one2many
rasgrf2,rasgrf2b,ortholog_one2many
rasgrf2,rasgrf2a,ortholog_one2many
,si:dkey-234h16.7,ortholog_one2one
mier3,mier3a,ortholog_one2many
mier3,mier3b,ortholog_one2many
hacd4,HACD4,ortholog_one2one
gmcl1,gmcl1,ortholog_one2one
colgalt1,colgalt1,ortholog_one2many
colgalt1,COLGALT1,ortholog_one2many
trmt9b,trmt9b,ortholog_one2one
pde4a,pde4a,ortholog_one2one
cyp26b1,cyp26b1,ortholog_one2one
mzt2b,mzt2b,ortholog_one2one
XB5863530 [provisional],hsd20b2,ortholog_one2one
dcaf12,dcaf12,ortholog_one2one
,si:dkeyp-106c3.2,ortholog_many2many
,si:ch211-226f6.1,ortholog_many2many
,si:ch211-282k23.2,ortholog_many2many
,si:dkey-13n23.3,ortholog_many2many
,si:dkey-109j17.5,ortholog_many2many
,si:dkey-5n7.2,ortholog_many2many
rad17,rad17,ortholog_one2one
mipep,mipep,ortholog_one2many
mipep,si:ch73-1a9.4,ortholog_one2many
gria2,gria2a,ortholog_one2many
gria2,gria2b,ortholog_one2many
eif4e2,eif4e2rs1,ortholog_one2one
oscp1,OSCP1,ortholog_one2many
oscp1,oscp1a,ortholog_one2many
zgrf1,dna2,ortholog_many2many
rfc3,rfc3,ortholog_one2one
sorbs3,sorbs3,ortholog_one2one
lins1,lins1,ortholog_one2one
,CR381531.2,ortholog_one2one
fryl,fryl,ortholog_one2one
mycbp,rragca,ortholog_many2many
mycbp,rragcb,ortholog_many2many
,si:ch211-166a6.5,ortholog_one2one
alox5ap,alox5ap,ortholog_one2one
setd9,setd9,ortholog_one2one
rasgef1b,rasgef1bb,ortholog_one2many
rasgef1b,rasgef1ba,ortholog_one2many
ak6,AK6,ortholog_one2one
anxa4,anxa4,ortholog_one2one
asb7,asb7,ortholog_one2one
ttc3,ttc3,ortholog_one2one
gramd1c,gramd1c,ortholog_one2one
ntrk3,ntrk3b,ortholog_one2many
ntrk3,ntrk3a,ortholog_one2many
uspl1,uspl1,ortholog_one2one
pdcl3,PDCL3,ortholog_one2one
map3k1,map3k1,ortholog_one2one
sv2b,sv2ba,ortholog_one2many
sv2b,sv2bb,ortholog_one2many
fstl1,fstl1a,ortholog_one2many
fstl1,fstl1b,ortholog_one2many
mfap1,mfap1,ortholog_one2one
pgls,pgls,ortholog_one2one
cela2a,oca2,ortholog_one2one
,pet100,ortholog_one2one
wdr61,wdr61,ortholog_one2one
hmgb1,hmgb1a,ortholog_one2many
hmgb1,hmgb1b,ortholog_one2many
ubap1,ubap1,ortholog_one2one
slain1,slain1b,ortholog_one2many
slain1,slain1a,ortholog_one2many
kcnn1,kcnn1a,ortholog_one2many
kcnn1,kcnn1b,ortholog_one2many
rhbdl2,rhbdl2,ortholog_one2one
pfkfb2,pfkfb2b,ortholog_one2many
pfkfb2,pfkfb2a,ortholog_one2many
egfl7,top3b,ortholog_one2one
cep44,cep44,ortholog_one2one
sytl2,sytl2a,ortholog_one2one
katnal1,katnal1,ortholog_one2one
nxnl1,nxnl1,ortholog_one2one
ppp1r3b,ppp1r3b,ortholog_one2one
slco3a1,SLCO3A1,ortholog_one2many
slco3a1,slco3a1,ortholog_one2many
lrrtm4,LRRTM4,ortholog_one2many
lrrtm4,lrrtm4l1,ortholog_one2many
lrrtm4,lrrtm4l2,ortholog_one2many
pfkm,pfkma,ortholog_one2many
pfkm,pfkmb,ortholog_one2many
,CR392001.3,ortholog_one2many
mrps15,mrps15,ortholog_one2one
akirin1,akirin1,ortholog_one2one
fbxo8,fbxo8,ortholog_one2one
pigp,pigp,ortholog_one2one
hnrnpd,hnrnpd,ortholog_one2one
bod1l1,bod1l1,ortholog_one2one
chrne,chrne,ortholog_one2one
stard13,stard13a,ortholog_one2many
stard13,stard13b,ortholog_one2many
nop56,nop56,ortholog_one2one
lztr1,lztr1,ortholog_one2one
spc24,spc24,ortholog_one2one
ubl3,ubl3a,ortholog_one2one
cnpy2,cnpy2,ortholog_one2one
epsti1,zgc:194621,ortholog_one2one
nudt2,nudt2,ortholog_one2one
DYSF,dysf,ortholog_one2one
noc4l,noc4l,ortholog_one2one
larp7,larp7,ortholog_one2one
ppm1f,ppm1f,ortholog_one2one
slc6a4l,slc6a4b,ortholog_one2one
ripply3,ripply3,ortholog_one2one
keap1,keap1b,ortholog_one2one
noa1,noa1,ortholog_one2one
mthfd2,mthfd2,ortholog_one2one
cnr2,cnr2,ortholog_one2one
stxbp2,stxbp2,ortholog_one2one
gmip,gmip,ortholog_one2one
map1a,map1aa,ortholog_one2many
map1a,map1ab,ortholog_one2many
slc7a1,SLC7A1,ortholog_one2many
slc7a1,slc7a1a,ortholog_one2many
rnf113a,rnf113a,ortholog_one2one
il11ra,il11ra,ortholog_many2many
il11ra,il6r,ortholog_many2many
il11ra,ghrb,ortholog_many2many
il11ra,ghra,ortholog_many2many
hnrnpdl,hnrnpdl,ortholog_one2one
aak1,aak1a,ortholog_one2many
aak1,aak1b,ortholog_one2many
,UNC13B,ortholog_one2one
bsdc1,bsdc1,ortholog_one2one
cyb5d1,,ortholog_one2many
cyb5d1,mtus2a,ortholog_one2many
tmem132c,TMEM132C,ortholog_many2many
ocel1.2,si:ch73-61d6.3,ortholog_one2one
pnrc2,pnrc2,ortholog_one2one
s1pr5,s1pr5a,ortholog_one2one
,si:dkey-103d23.3,ortholog_one2many
,si:dkey-88n24.5,ortholog_one2many
,zgc:174719,ortholog_one2many
,si:busm1-105l16.2,ortholog_one2many
cdc14b,cdc14b,ortholog_one2one
ociad2,ociad2,ortholog_one2one
ctsv,ctslb,ortholog_one2many
ctsv,si:dkey-239j18.2,ortholog_one2many
ctsv,zgc:174153,ortholog_one2many
ctsv,ctsll,ortholog_one2many
ctsv,zgc:174855,ortholog_one2many
ctsv,si:dkey-269i1.4,ortholog_one2many
ctsv,si:dkey-239j18.3,ortholog_one2many
ctsv,si:dkey-26g8.5,ortholog_one2many
ctsv,zgc:174154,ortholog_one2many
,lrit3b,ortholog_one2many
,lrit3a,ortholog_one2many
tnfrsf19,tnfrsf19,ortholog_one2one
tuba1b,tuba1c,ortholog_one2many
tuba1b,tuba1a,ortholog_one2many
znhit3,znhit3,ortholog_one2one
lrrc58,lrrc58a,ortholog_one2many
lrrc58,lrrc58b,ortholog_one2many
calcoco1,calcoco1b,ortholog_one2many
calcoco1,calcoco1a,ortholog_one2many
yod1,yod1,ortholog_one2one
ep400,ep400,ortholog_one2many
agbl1,agbl1,ortholog_one2one
kl,kl,ortholog_one2one
polr2b,polr2b,ortholog_one2many
polr2b,CABZ01048453.1,ortholog_one2many
slc46a3,slc46a3,ortholog_one2many
slc46a3,SLC46A3,ortholog_one2many
nr2f6,nr2f6b,ortholog_one2many
nr2f6,nr2f6a,ortholog_one2many
srsf10,srsf10b,ortholog_one2one
cpeb2,cpeb2,ortholog_one2one
sacs,sacs,ortholog_one2one
myh6,smyhc3,ortholog_one2many
myh6,CU633479.5,ortholog_one2many
myh6,CU633479.1,ortholog_one2many
myh6,smyhc1,ortholog_one2many
myh6,CU633479.2,ortholog_one2many
myh6,myh7,ortholog_one2many
myh6,smyhc2,ortholog_one2many
dnajc15,dnajc15,ortholog_one2one
c1orf116,zgc:158258,ortholog_one2many
c1orf116,si:ch73-184c24.1,ortholog_one2many
CCDC83,ccdc83,ortholog_one2one
slc4a5,SLC4A5,ortholog_one2many
st8sia2,st8sia2,ortholog_one2one
ndc80,ndc80,ortholog_one2one
idh3b,idh3b,ortholog_one2one
tbx1,tbx1,ortholog_one2one
enoph1,enoph1,ortholog_one2one
sin3b,sin3b,ortholog_one2one
nfu1,nfu1,ortholog_one2one
znf638,si:ch211-212k18.4,ortholog_one2one
hlcs,hlcs,ortholog_one2one
FBXL17,fbxl17,ortholog_one2one
,si:ch211-215e19.8,ortholog_many2many
,si:ch211-215e19.6,ortholog_many2many
,si:dkey-1c7.1,ortholog_many2many
,si:ch211-9d9.7,ortholog_many2many
,pigrl4.2,ortholog_many2many
,si:dkeyp-104b3.1,ortholog_many2many
,pigrl2.3,ortholog_many2many
,si:ch211-114l13.12,ortholog_many2many
,pigrl3.5,ortholog_many2many
,si:ch211-9d9.8,ortholog_many2many
,si:dkeyp-104b3.18,ortholog_many2many
,LO018597.1,ortholog_many2many
,pigr,ortholog_many2many
,si:ch211-264f5.2,ortholog_many2many
,si:ch211-215e19.4,ortholog_many2many
,LO018493.2,ortholog_many2many
,LO018597.2,ortholog_many2many
,si:dkey-1c7.2,ortholog_many2many
,si:dkeyp-104b3.2,ortholog_many2many
,si:ch211-215e19.3,ortholog_many2many
,si:dkeyp-104b3.21,ortholog_many2many
,ushbp1,ortholog_one2one
XB5907626 [provisional:fabp1],fabp10b,ortholog_one2many
XB5907626 [provisional:fabp1],fabp10a,ortholog_one2many
sgcg,sgcg,ortholog_one2one
tmcc2,tmcc2,ortholog_one2one
tpst2,tpst2,ortholog_one2one
tmem150c,tmem150c,ortholog_one2one
lpar2,lpar2b,ortholog_one2many
lpar2,lpar2a,ortholog_one2many
rpl31,rpl31,ortholog_one2one
fam174b,fam174b,ortholog_one2one
gabpa,gabpa,ortholog_one2one
gpr156,gpr156,ortholog_one2one
ckmt1b,ckmt1,ortholog_one2one
pigr,si:ch211-215e19.8,ortholog_many2many
pigr,si:ch211-215e19.6,ortholog_many2many
pigr,si:dkey-1c7.1,ortholog_many2many
pigr,si:ch211-9d9.7,ortholog_many2many
pigr,pigrl4.2,ortholog_many2many
pigr,si:dkeyp-104b3.1,ortholog_many2many
pigr,pigrl2.3,ortholog_many2many
pigr,si:ch211-114l13.12,ortholog_many2many
pigr,pigrl3.5,ortholog_many2many
pigr,si:ch211-9d9.8,ortholog_many2many
pigr,si:dkeyp-104b3.18,ortholog_many2many
pigr,LO018597.1,ortholog_many2many
pigr,pigr,ortholog_many2many
pigr,si:ch211-264f5.2,ortholog_many2many
pigr,si:ch211-215e19.4,ortholog_many2many
pigr,LO018493.2,ortholog_many2many
pigr,LO018597.2,ortholog_many2many
pigr,si:dkey-1c7.2,ortholog_many2many
pigr,si:dkeyp-104b3.2,ortholog_many2many
pigr,si:ch211-215e19.3,ortholog_many2many
pigr,si:dkeyp-104b3.21,ortholog_many2many
,ep400,ortholog_one2many
crybb1,crybb1,ortholog_one2one
phf24,phf24,ortholog_one2one
fgg,fgg,ortholog_one2one
nuak2,nuak2,ortholog_one2one
,zgc:110329,ortholog_one2one
gnb1l,gnb1l,ortholog_one2one
pds5b,pds5b,ortholog_one2one
atp5mc1,atp5mc3b,ortholog_one2one
gnrh1,gnrh3,ortholog_many2many
gigyf1,gigyf1b,ortholog_one2many
gigyf1,gigyf1a,ortholog_one2many
pla1a,pla1a,ortholog_one2one
atg4d,atg4db,ortholog_one2many
atg4d,atg4da,ortholog_one2many
sgcb,sgcb,ortholog_one2one
c1qtnf7,c1qtnf7,ortholog_one2one
babam1,babam1,ortholog_one2one
chordc1,chordc1b,ortholog_one2many
chordc1,chordc1a,ortholog_one2many
SHLD3,zgc:101664,ortholog_one2one
picalm,picalma,ortholog_one2many
picalm,picalmb,ortholog_one2many
,si:dkey-261m9.12,ortholog_many2many
,si:ch1073-153i20.4,ortholog_many2many
,zgc:163061,ortholog_many2many
,si:ch211-113a14.12,ortholog_many2many
,si:dkey-23a13.17,ortholog_many2many
,si:dkey-108k21.21,ortholog_many2many
,si:ch73-368j24.11,ortholog_many2many
,si:ch211-113a14.24,ortholog_many2many
,si:ch73-36p18.1,ortholog_many2many
,si:ch211-113a14.18,ortholog_many2many
,zgc:153405,ortholog_many2many
,si:dkey-108k21.14,ortholog_many2many
,si:dkey-108k21.10,ortholog_many2many
,zgc:110425,ortholog_many2many
taf13,taf13,ortholog_one2one
tbc1d8,TBC1D8,ortholog_one2one
raver1,raver1,ortholog_one2one
insr,insra,ortholog_one2many
insr,insrb,ortholog_one2many
chaf1b,chaf1b,ortholog_one2one
fn3krp,zgc:163083,ortholog_many2many
fn3krp,zgc:92161,ortholog_many2many
fn3krp,zgc:123284,ortholog_many2many
fn3krp,zgc:112146,ortholog_many2many
cs,cs,ortholog_one2one
atp5pf,si:ch211-140m22.7,ortholog_one2many
atp5pf,atp5pf,ortholog_one2many
atp5pf,si:dkey-22n8.3,ortholog_one2many
h3c14,,ortholog_one2one
pcdhgc4,pcdh1g32,ortholog_one2one
cc2d2a,cc2d2a,ortholog_one2one
prxl2c,prxl2c,ortholog_one2one
mogs,mogs,ortholog_one2one
gsk3b,gsk3bb,ortholog_one2many
gsk3b,gsk3ba,ortholog_one2many
kri1,kri1,ortholog_one2one
lnx2,lnx2a,ortholog_one2one
mapk6,mapk6,ortholog_one2one
slc25a11,slc25a11,ortholog_one2one
use1,use1,ortholog_one2one
rrp8,rrp8,ortholog_one2one
,adam8a,ortholog_one2many
,adam8b,ortholog_one2many
trim23,trim23,ortholog_one2one
atf7,atf7b,ortholog_one2many
atf7,atf7a,ortholog_one2many
dmxl2,dmxl2,ortholog_one2one
rest,rest,ortholog_one2one
fchsd1,CABZ01070631.2,ortholog_one2many
fchsd1,CABZ01017717.1,ortholog_one2many
fchsd1,,ortholog_one2many
ulk1,ulk1b,ortholog_one2many
ulk1,ulk1a,ortholog_one2many
aifm3,aifm3,ortholog_one2one
jam2,jam2b,ortholog_many2many
jam2,jam2a,ortholog_many2many
leo1,leo1,ortholog_one2one
kctd9,kctd9b,ortholog_one2many
kctd9,kctd9a,ortholog_one2many
morc3,morc3a,ortholog_many2many
morc3,morc3b,ortholog_many2many
morc3,zgc:152774,ortholog_many2many
gtf3a,gtf3aa,ortholog_one2many
gtf3a,gtf3ab,ortholog_one2many
rasl11b,rasl11b,ortholog_one2one
kpna1,kpna1,ortholog_one2one
cfap73,cfap73,ortholog_one2one
mtmr3,mtmr3,ortholog_one2many
MGC69493,si:ch211-284e20.8,ortholog_many2many
MGC69493,fetub,ortholog_many2many
sgms2,sgms2b,ortholog_one2many
sgms2,sgms2a,ortholog_one2many
cdpf1,CDPF1,ortholog_one2one
enox1,enox1,ortholog_one2one
spef1,zgc:66426,ortholog_one2one
aqp11,aqp11,ortholog_one2one
,CABZ01030017.1,ortholog_one2many
rell2,rell2,ortholog_one2one
cdkn2d,cdkn2d,ortholog_one2one
dmd.3,dmd,ortholog_one2one
tmod3,tmod2,ortholog_one2one
prph,prph,ortholog_one2one
scfd2,BX511028.2,ortholog_one2many
scfd2,scfd2,ortholog_one2many
scfd2,si:ch73-249k16.4,ortholog_one2many
rpl21,rpl21,ortholog_one2one
capza1,capza1a,ortholog_one2many
capza1,capza1b,ortholog_one2many
hnrnpm,hnrnpm,ortholog_one2one
ddx54,ddx54,ortholog_one2one
ank2,ank2a,ortholog_one2one
senp1,si:dkey-21c19.3,ortholog_one2one
papss1,papss1,ortholog_one2one
nr1i2,nr1i2,ortholog_one2one
ap1m2,LO018011.1,ortholog_one2many
ap1m2,ap1m2,ortholog_one2many
fbxl5,fbxl5,ortholog_one2one
,morc3a,ortholog_many2many
,morc3b,ortholog_many2many
,zgc:152774,ortholog_many2many
pak1,pak1,ortholog_one2one
srek1,srek1,ortholog_one2one
,psd3l,ortholog_one2many
slc35d2,slc35d2,ortholog_one2one
gcnt3,gcnt3,ortholog_one2many
ascc2,ascc2,ortholog_one2one
cntln,cntln,ortholog_one2one
tarbp2,tarbp2,ortholog_one2one
hdac1,hdac1,ortholog_one2one
h3c14,FQ312024.1,ortholog_one2many
grik3,GRIK3,ortholog_one2one
ndufs5,ndufs5,ortholog_one2one
cryba4,cryba4,ortholog_one2one
lpl,lpl,ortholog_one2many
lpl,LPL,ortholog_one2many
ttc38,ttc38,ortholog_one2one
anp32a,anp32a,ortholog_one2one
XB877238 [provisional:gdpd5],gdpd4b,ortholog_one2many
XB877238 [provisional:gdpd5],gdpd4a,ortholog_one2many
wbp1,si:ch73-290k24.6,ortholog_one2one
erbin,erbin,ortholog_one2one
rbpms,rbpms,ortholog_one2one
abraxas1,abraxas1,ortholog_one2one
cnot11,cnot11,ortholog_one2one
mrpl39,mrpl39,ortholog_one2one
stat6,stat6,ortholog_one2one
n4bp2l2,n4bp2l2,ortholog_one2one
c20orf27,ADISSP,ortholog_one2many
c20orf27,si:ch211-151p13.8,ortholog_one2many
morc3.3,morc3a,ortholog_many2many
mmp17,mmp17a,ortholog_one2one
actl6b,actl6b,ortholog_one2one
,si:dkey-174n20.1,ortholog_one2one
timm44,timm44,ortholog_one2one
vwa5a.2,si:ch73-265h17.1,ortholog_many2many
vwa5a.2,si:ch73-265h17.2,ortholog_many2many
vwa5a.2,vwa5a,ortholog_many2many
,plekha8,ortholog_one2many
uqcr10,uqcr10,ortholog_one2one
OTOGL,otogl,ortholog_one2one
dkk2,dkk2,ortholog_one2one
dcp1b,dcp1b,ortholog_one2one
ppm1d,ppm1da,ortholog_one2many
ppm1d,ppm1db,ortholog_one2many
fut10,fut10,ortholog_one2one
slc44a2,SLC44A2,ortholog_one2many
slc44a2,slc44a2,ortholog_one2many
map3k12,map3k12,ortholog_one2one
znf367,znf367,ortholog_one2one
nox5,nox5,ortholog_one2one
cfap91,maats1,ortholog_one2one
maz,nln,ortholog_one2one
zmat5,zmat5,ortholog_one2one
mix23,ccdc58,ortholog_one2one
cpamd8,cpamd8,ortholog_one2one
,pdcd4a,ortholog_one2one
tfr2,tfr2,ortholog_one2one
yars2,yars2,ortholog_one2one
cabp7,cabp7b,ortholog_one2many
cabp7,CABP7,ortholog_one2many
appbp2,appbp2,ortholog_one2one
ctxn1,ctxn1,ortholog_one2many
lsm4,lsm4,ortholog_one2one
galnt9,galnt9,ortholog_one2one
tbx3,tbx3a,ortholog_one2one
brca2,brca2,ortholog_one2one
bdp1,si:ch211-204c21.1,ortholog_one2many
bdp1,zgc:162472,ortholog_one2many
chrnb3,chrnb3a,ortholog_one2many
chrnb3,chrnb3b,ortholog_one2many
morc3lp,morc3a,ortholog_many2many
morc3lp,morc3b,ortholog_many2many
morc3lp,zgc:152774,ortholog_many2many
ube2h,ube2h,ortholog_one2one
cacna2d4,cacna2d4a,ortholog_one2many
cacna2d4,cacna2d4b,ortholog_one2many
dnm1l,dnm1l,ortholog_one2one
cpne9,cpne5b,ortholog_one2many
cpne9,cpne5a,ortholog_one2many
CSTA,cst14b.1,ortholog_one2one
cox17,cox17,ortholog_one2one
hspa12b,hspa12b,ortholog_one2one
nrg1,nrg1,ortholog_one2one
sh3rf1,sh3rf1,ortholog_one2one
myo7a,myo7aa,ortholog_one2many
myo7a,myo7ab,ortholog_one2many
,si:dkey-260j18.2,ortholog_one2one
cep120,cep120,ortholog_one2one
tacr1,tacr1a,ortholog_one2many
tacr1,tacr1b,ortholog_one2many
,F2RL3,ortholog_one2one
lemd1,zgc:92287,ortholog_one2one
zar2,zar1l,ortholog_one2one
tbx5,tbx5b,ortholog_one2many
tbx5,tbx5a,ortholog_one2many
,pkd1l2a,ortholog_many2many
,pkd1l2b,ortholog_many2many
,pkd1a,ortholog_many2many
ppwd1,ppwd1,ortholog_one2one
,wu:fb59d01,ortholog_one2one
creg2,creg2,ortholog_one2one
h3c14,FP325123.2,ortholog_one2one
,CR749164.1,ortholog_many2many
,FO704673.1,ortholog_many2many
mepce,mepce,ortholog_one2one
popdc2,pla1a,ortholog_one2one
spring1,SPRING1,ortholog_one2one
cox7c,cox7c,ortholog_one2one
cd38,CR318624.2,ortholog_one2one
spice1,spice1,ortholog_one2one
lrtm2,lrtm2a,ortholog_one2many
lrtm2,zgc:153913,ortholog_one2many
tars3,tars3,ortholog_one2one
XB5900382 [provisional:myh3],CU856539.2,ortholog_one2one
lyrm2,lyrm2,ortholog_one2one
rnft2,rnft2,ortholog_one2one
pcbp3,pcbp2,ortholog_one2one
ier2,ier2b,ortholog_one2one
ppil1,ppil1,ortholog_one2one
slc4a8,slc4a8,ortholog_one2one
ssbp1,arap3,ortholog_one2one
thibz,nfil3-6,ortholog_one2many
thibz,nfil3-3,ortholog_one2many
eif1ax,eif1axa,ortholog_one2one
PSPN,BX649315.1,ortholog_one2one
,si:ch73-257c13.2,ortholog_many2many
,si:dkey-197c15.6,ortholog_many2many
,zmp:0000000634,ortholog_many2many
,BX901974.1,ortholog_many2many
hkdc1,hk2,ortholog_one2one
usp32,usp32,ortholog_one2one
fgd4,fgd4b,ortholog_one2many
fgd4,fgd4a,ortholog_one2many
hsd3b1,hsd3b2,ortholog_one2many
hsd3b1,hsd3b1,ortholog_one2many
prc1.2,zgc:86764,ortholog_one2one
,CABZ01007829.1,ortholog_many2many
