Gene name,Mouse gene name,Mouse homology type
Y_RNA,,
,,
,,
LAMA2,Lama2,ortholog_one2one
MIR3662,,
SLC22A23,Slc22a23,ortholog_one2one
U6,,
NHSL1,Nhsl1,ortholog_one2one
MIR335,Mir335,ortholog_one2one
CLIC5,Clic5,ortholog_one2one
DYNC1LI1,Dync1li1,ortholog_one2one
,,
,,
Metazoa_SRP,,
,,
GLRB,Glrb,ortholog_one2one
,,
EDNRA,Ednra,ortholog_one2one
,Gm23351,ortholog_many2many
,Gm23338,ortholog_many2many
,Gm24183,ortholog_many2many
,Gm22382,ortholog_many2many
NKTR,Nktr,ortholog_one2one
C2H3orf38,4930453N24Rik,ortholog_one2one
PLAC8,Plac8,ortholog_one2one
U6,,
,,
NTMT2,Mettl11b,ortholog_one2one
Metazoa_SRP,,
ADAMTS9,Adamts9,ortholog_one2one
IP6K3,Ip6k3,ortholog_one2one
LETM1,Letm1,ortholog_one2one
UCN2,Ucn2,ortholog_one2one
,,
,,
ZNF654,Zfp654,ortholog_one2one
COPG2,Copg2,ortholog_one2one
KCNAB2,Kcnab2,ortholog_one2one
Metazoa_SRP,,
,,
,,
PSMG4,Psmg4,ortholog_one2one
TMEM155,,
,,
CMTM6,Cmtm6,ortholog_one2one
ZNHIT1,Znhit1,ortholog_one2one
RRAGD,Rragd,ortholog_one2one
MYB,Myb,ortholog_one2one
CLDN14,Cldn14,ortholog_one2one
,Rpl14,ortholog_one2many
UQCC2,Uqcc2,ortholog_one2one
,,
COPS4,Cops4,ortholog_one2one
U6,,
U6,Gm22753,ortholog_one2many
CGGBP1,Cggbp1,ortholog_one2one
DPY19L2,Dpy19l2,ortholog_one2one
,,
Y_RNA,,
GRM1,Grm1,ortholog_one2one
ATP6V0A4,Atp6v0a4,ortholog_one2one
DYNLT2,Dynlt2a1,ortholog_one2many
DYNLT2,Dynlt2a3,ortholog_one2many
DYNLT2,Dynlt2a2,ortholog_one2many
RFC1,Rfc1,ortholog_one2one
ACAP3,Acap3,ortholog_one2one
HTR1F,,
,,
CMTM7,Cmtm7,ortholog_one2one
TMEM184C,Tmem184c,ortholog_one2one
,,
GORAB,Gorab,ortholog_one2one
,,
RNU6ATAC6P,,
Metazoa_SRP,,
ADAMTS4,Adamts4,ortholog_one2one
TMEM165,Tmem165,ortholog_one2one
RUNX2,Runx2,ortholog_one2one
UBE2J1,Ube2j1,ortholog_one2one
mml-mir-3145,,
,,
,,
CCL26,,
CLDN15,Cldn15,ortholog_one2one
U6,Gm26143,ortholog_one2many
U6,Gm24211,ortholog_one2many
U6,Gm23676,ortholog_one2many
ANKIB1,Ankib1,ortholog_one2one
MDFIC2,Mdfic2,ortholog_one2one
,,
,,
,,
Metazoa_SRP,,
PHF10,Phf10,ortholog_one2one
RGS21,Rgs21,ortholog_one2one
,,
TMEM63B,Tmem63b,ortholog_one2one
Metazoa_SRP,,
,,
,Bend2,ortholog_many2many
CCDC28A,Ccdc28a,ortholog_one2one
Metazoa_SRP,,
GABRR2,Gabrr2,ortholog_one2one
TUBB2B,Tubb2b,ortholog_one2one
POU1F1,Pou1f1,ortholog_one2one
,,
FIS1,Fis1,ortholog_one2one
CMTM8,Cmtm8,ortholog_one2one
,,
Y_RNA,,
,,
,,
U6,,
ARHGAP18,Arhgap18,ortholog_one2one
U6,,
PRRX1,Prrx1,ortholog_one2one
PPFIA4,Ppfia4,ortholog_one2one
Metazoa_SRP,,
U6,,
PRDM2,Prdm2,ortholog_one2one
RGS1,Rgs1,ortholog_one2one
SPATA6,Spata6,ortholog_one2one
,,
Metazoa_SRP,,
GABRR1,Gabrr1,ortholog_one2one
IFT22,Ift22,ortholog_one2one
PRMT9,Prmt9,ortholog_one2one
ECT2L,Ect2l,ortholog_one2one
TEX47,Tex47,ortholog_one2one
CSRNP1,Csrnp1,ortholog_one2one
,,
RAB32,Rab32,ortholog_one2one
C4H6orf120,1600012H06Rik,ortholog_one2one
,,
SRD5A3,Srd5a3,ortholog_one2one
Metazoa_SRP,,
,,
ITGB8,Itgb8,ortholog_one2one
LIN54,Lin54,ortholog_one2one
,Gm24151,ortholog_many2many
,Gm24029,ortholog_many2many
,Gm56109,ortholog_many2many
CHMP2B,Chmp2b,ortholog_one2one
,,
ITPR3,Itpr3,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
,,
,,
Metazoa_SRP,,
RGS13,Rgs13,ortholog_one2one
U6,,
PPOX,Ppox,ortholog_one2one
,,
MROH9,Mroh9,ortholog_one2one
,,
NSD2,Nsd2,ortholog_one2one
GPD1L,Gpd1l,ortholog_one2one
U6,,
WDR27,Wdr27,ortholog_one2one
MAN1A1,Man1a,ortholog_one2one
AGK,Agk,ortholog_one2one
Metazoa_SRP,,
MAGI1,Magi1,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
TSGA13,Tsga13,ortholog_one2one
PM20D2,Pm20d2,ortholog_one2one
TMEM244,,
BPHL,Bphl,ortholog_one2one
,,
SCARNA3,,
ADGB,Adgb,ortholog_one2one
HIP1,Hip1,ortholog_one2one
VGLL3,Vgll3,ortholog_one2one
,,
XIRP1,,
,H3f3b,ortholog_one2one
SUPT3H,Supt3,ortholog_one2one
Y_RNA,,
COL26A1,Col26a1,ortholog_one2one
RGS2,Rgs2,ortholog_one2one
,,
KDR,Kdr,ortholog_one2one
,,
DENND11,Dennd11,ortholog_one2one
CX3CR1,Cx3cr1,ortholog_one2one
KLF14,Klf14,ortholog_one2one
,,
,,
TMEM213,Tmem213,ortholog_one2one
,,
FMO3,Fmo3,ortholog_one2one
TRIML2,Triml2,ortholog_one2one
CCR8,Ccr8,ortholog_one2one
,,
U6,,
GRIA2,Gria2,ortholog_one2one
,,
THAP9,,
,,
,,
Metazoa_SRP,,
,,
MIR29A,Mir29a,ortholog_one2one
,,
PAPPA2,Pappa2,ortholog_one2one
ZBTB47,Zfp651,ortholog_one2one
U6,,
U6,,
mml-mir-29b-1,Mir29b-1,ortholog_one2one
L3MBTL3,L3mbtl3,ortholog_one2one
SLC25A38,Slc25a38,ortholog_one2one
,,
OSBPL10,Osbpl10,ortholog_one2one
,,
SRSF12,Srsf12,ortholog_one2one
Metazoa_SRP,,
WEE2,Wee2,ortholog_one2one
KIAA1549,D630045J12Rik,ortholog_one2one
,,
AGL,Agl,ortholog_one2one
mml-mir-548c,,
,Msto1,ortholog_one2many
KLHL40,Klhl40,ortholog_one2one
OR10Z1,Or10z1,ortholog_one2one
TSPAN2,Tspan2,ortholog_one2one
,,
SLC25A26,Slc25a26,ortholog_one2one
Y_RNA,,
ARHGAP10,Arhgap10,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
,,
U6,,
RPSA,Rpsa,ortholog_one2many
SLC5A9,Slc5a9,ortholog_one2one
THBS2,Thbs2,ortholog_one2one
REPS1,Reps1,ortholog_one2one
,,
mml-mir-586,,
U1,,
Metazoa_SRP,,
UCHL5,Uchl5,ortholog_one2one
,,
SCNN1D,,
OR6P1,Or6y1,ortholog_one2one
,,
U2,,
SNORA62,Gm24044,ortholog_one2many
SNORA62,Gm55131,ortholog_one2many
,Fmo6,ortholog_one2one
,,
OR6Y1,,
MKLN1,Mkln1,ortholog_one2one
SNORA62,Snora62,ortholog_one2one
TSHB,Tshb,ortholog_one2one
Metazoa_SRP,,
B3GALNT1,B3galnt1,ortholog_one2one
,,
,,
,,
MACC1,Macc1,ortholog_one2one
,,
U6,,
KIT,Kit,ortholog_one2one
,,
,,
B4GALT3,B4galt3,ortholog_one2one
PDPN,Pdpn,ortholog_one2one
Metazoa_SRP,,
,,
SYCP1,Sycp1,ortholog_one2one
,Gm3055,ortholog_one2many
,D130040H23Rik,ortholog_one2many
,Zfp781,ortholog_one2many
,Zfp33b,ortholog_one2many
,2210418O10Rik,ortholog_one2many
,Gm14296,ortholog_one2many
Metazoa_SRP,,
,,
OR10K2,,
Metazoa_SRP,,
,,
Metazoa_SRP,,
SSBP1,Ssbp1,ortholog_one2one
U6,,
UBE2J2,Ube2j2,ortholog_one2one
,,
EXOSC9,Exosc9,ortholog_one2one
,,
,,
,,
LRRC38,Lrrc38,ortholog_one2one
PODXL,Podxl,ortholog_one2one
MOBP,Mobp,ortholog_one2one
RNGTT,Rngtt,ortholog_one2one
Metazoa_SRP,Gm22701,ortholog_one2many
U6,Gm24669,ortholog_one2one
,,
USP21,Usp21,ortholog_one2one
,,
Metazoa_SRP,,
ASTN1,Astn1,ortholog_one2one
DAP3,Dap3,ortholog_one2one
,,
MYL10,Myl10,ortholog_one2one
,,
SAMD3,Samd3,ortholog_one2one
,,
CCDC13,Ccdc13,ortholog_one2one
CD1E,,
Metazoa_SRP,,
,,
AHI1,Ahi1,ortholog_one2one
ZC3HAV1L,Zc3hav1l,ortholog_one2one
STT3B,Stt3b,ortholog_one2one
,Skint10,ortholog_one2many
,Skint11,ortholog_one2many
,Skint9,ortholog_one2many
,,
C1QTNF12,C1qtnf12,ortholog_one2one
MOBP,,
U6,,
,,
UFC1,Ufc1,ortholog_one2one
mml-mir-711,Mir711,ortholog_one2one
,,
U6,,
TMEM196,,
,,
FMO2,Fmo2,ortholog_one2one
Metazoa_SRP,,
,Pramel20,ortholog_many2many
,Pramel15,ortholog_many2many
,Gm2042,ortholog_many2many
,Oog1,ortholog_many2many
,,ortholog_many2many
,Pramel5,ortholog_many2many
,Pramel33,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel26,ortholog_many2many
,,ortholog_many2many
,Pramel51,ortholog_many2many
,,ortholog_many2many
,Gm16513,ortholog_many2many
,Pramel6,ortholog_many2many
,Pramel34,ortholog_many2many
,Gm16367,ortholog_many2many
,Pramel23,ortholog_many2many
,Oog3,ortholog_many2many
,Pramel11,ortholog_many2many
,Pramel29,ortholog_many2many
,Pramel16,ortholog_many2many
,,ortholog_many2many
,Pramel45,ortholog_many2many
,Pramel30,ortholog_many2many
,,ortholog_many2many
,Pramel49,ortholog_many2many
,Pramel44,ortholog_many2many
,Pramel7,ortholog_many2many
,E330014E10Rik,ortholog_many2many
,Gm3286,ortholog_many2many
,Pramel42,ortholog_many2many
,Pramel38,ortholog_many2many
,Pramel43,ortholog_many2many
,Gm7982,ortholog_many2many
,Pramel37,ortholog_many2many
,Gm3183,ortholog_many2many
,Gm12789,ortholog_many2many
,Pramel50,ortholog_many2many
,Pramel41,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel19,ortholog_many2many
,Pramel22,ortholog_many2many
,Pramel13,ortholog_many2many
,Gm13057,ortholog_many2many
,Gm6351,ortholog_many2many
,,ortholog_many2many
,Pramel12,ortholog_many2many
,Pramel17,ortholog_many2many
,,ortholog_many2many
,Pramel47,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel48,ortholog_many2many
,Pramel24,ortholog_many2many
,Pramel32,ortholog_many2many
,,ortholog_many2many
,Pramel21,ortholog_many2many
,Pramel36,ortholog_many2many
,Gm13043,ortholog_many2many
,,ortholog_many2many
,Pramel40,ortholog_many2many
,Pramel1,ortholog_many2many
,,ortholog_many2many
,Pramel28,ortholog_many2many
,Pramel35,ortholog_many2many
,Gm13102,ortholog_many2many
,Pramel4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel18,ortholog_many2many
,,ortholog_many2many
,Oog4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel27,ortholog_many2many
,Pramel31,ortholog_many2many
,Pramel25,ortholog_many2many
,,ortholog_many2many
,Pramel14,ortholog_many2many
,Gm13040,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel46,ortholog_many2many
,Oog2,ortholog_many2many
Metazoa_SRP,,
ZC3HAV1,Zc3hav1,ortholog_one2one
NPHP4,Nphp4,ortholog_one2one
NPSR1,Npsr1,ortholog_one2one
B3GALT6,B3galt6,ortholog_one2one
,,
SIKE1,Sike1,ortholog_one2one
UQCRC1,Uqcrc1,ortholog_one2one
,,
,Pramel20,ortholog_many2many
,Pramel15,ortholog_many2many
,Gm2042,ortholog_many2many
,Oog1,ortholog_many2many
,,ortholog_many2many
,Pramel5,ortholog_many2many
,Pramel33,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel26,ortholog_many2many
,,ortholog_many2many
,Pramel51,ortholog_many2many
,,ortholog_many2many
,Gm16513,ortholog_many2many
,Pramel6,ortholog_many2many
,Pramel34,ortholog_many2many
,Gm16367,ortholog_many2many
,Pramel23,ortholog_many2many
,Oog3,ortholog_many2many
,Pramel11,ortholog_many2many
,Pramel29,ortholog_many2many
,Pramel16,ortholog_many2many
,,ortholog_many2many
,Pramel45,ortholog_many2many
,Pramel30,ortholog_many2many
,,ortholog_many2many
,Pramel49,ortholog_many2many
,Pramel44,ortholog_many2many
,Pramel7,ortholog_many2many
,E330014E10Rik,ortholog_many2many
,Gm3286,ortholog_many2many
,Pramel42,ortholog_many2many
,Pramel38,ortholog_many2many
,Pramel43,ortholog_many2many
,Gm7982,ortholog_many2many
,Pramel37,ortholog_many2many
,Gm3183,ortholog_many2many
,Gm12789,ortholog_many2many
,Pramel50,ortholog_many2many
,Pramel41,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel19,ortholog_many2many
,Pramel22,ortholog_many2many
,Pramel13,ortholog_many2many
,Gm13057,ortholog_many2many
,Gm6351,ortholog_many2many
,,ortholog_many2many
,Pramel12,ortholog_many2many
,Pramel17,ortholog_many2many
,,ortholog_many2many
,Pramel47,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel48,ortholog_many2many
,Pramel24,ortholog_many2many
,Pramel32,ortholog_many2many
,,ortholog_many2many
,Pramel21,ortholog_many2many
,Pramel36,ortholog_many2many
,Gm13043,ortholog_many2many
,,ortholog_many2many
,Pramel40,ortholog_many2many
,Pramel1,ortholog_many2many
,,ortholog_many2many
,Pramel28,ortholog_many2many
,Pramel35,ortholog_many2many
,Gm13102,ortholog_many2many
,Pramel4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel18,ortholog_many2many
,,ortholog_many2many
,Oog4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel27,ortholog_many2many
,Pramel31,ortholog_many2many
,Pramel25,ortholog_many2many
,,ortholog_many2many
,Pramel14,ortholog_many2many
,Gm13040,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel46,ortholog_many2many
,Oog2,ortholog_many2many
,,
TRABD2B,Trabd2b,ortholog_one2one
,,
U6,,
,Pramel20,ortholog_many2many
,Pramel15,ortholog_many2many
,Gm2042,ortholog_many2many
,Oog1,ortholog_many2many
,,ortholog_many2many
,Pramel5,ortholog_many2many
,Pramel33,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel26,ortholog_many2many
,,ortholog_many2many
,Pramel51,ortholog_many2many
,,ortholog_many2many
,Gm16513,ortholog_many2many
,Pramel6,ortholog_many2many
,Pramel34,ortholog_many2many
,Gm16367,ortholog_many2many
,Pramel23,ortholog_many2many
,Oog3,ortholog_many2many
,Pramel11,ortholog_many2many
,Pramel29,ortholog_many2many
,Pramel16,ortholog_many2many
,,ortholog_many2many
,Pramel45,ortholog_many2many
,Pramel30,ortholog_many2many
,,ortholog_many2many
,Pramel49,ortholog_many2many
,Pramel44,ortholog_many2many
,Pramel7,ortholog_many2many
,E330014E10Rik,ortholog_many2many
,Gm3286,ortholog_many2many
,Pramel42,ortholog_many2many
,Pramel38,ortholog_many2many
,Pramel43,ortholog_many2many
,Gm7982,ortholog_many2many
,Pramel37,ortholog_many2many
,Gm3183,ortholog_many2many
,Gm12789,ortholog_many2many
,Pramel50,ortholog_many2many
,Pramel41,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel19,ortholog_many2many
,Pramel22,ortholog_many2many
,Pramel13,ortholog_many2many
,Gm13057,ortholog_many2many
,Gm6351,ortholog_many2many
,,ortholog_many2many
,Pramel12,ortholog_many2many
,Pramel17,ortholog_many2many
,,ortholog_many2many
,Pramel47,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel48,ortholog_many2many
,Pramel24,ortholog_many2many
,Pramel32,ortholog_many2many
,,ortholog_many2many
,Pramel21,ortholog_many2many
,Pramel36,ortholog_many2many
,Gm13043,ortholog_many2many
,,ortholog_many2many
,Pramel40,ortholog_many2many
,Pramel1,ortholog_many2many
,,ortholog_many2many
,Pramel28,ortholog_many2many
,Pramel35,ortholog_many2many
,Gm13102,ortholog_many2many
,Pramel4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel18,ortholog_many2many
,,ortholog_many2many
,Oog4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel27,ortholog_many2many
,Pramel31,ortholog_many2many
,Pramel25,ortholog_many2many
,,ortholog_many2many
,Pramel14,ortholog_many2many
,Gm13040,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel46,ortholog_many2many
,Oog2,ortholog_many2many
,,
MYRIP,Myrip,ortholog_one2one
,,
SDF4,Sdf4,ortholog_one2one
SEC31A,Sec31a,ortholog_one2one
,,
Metazoa_SRP,,
,,
DEDD,Dedd,ortholog_one2one
SCARNA18B,Gm25663,ortholog_one2one
TMEM89,Tmem89,ortholog_one2one
,,
Y_RNA,,
,Pramel20,ortholog_many2many
,Pramel15,ortholog_many2many
,Gm2042,ortholog_many2many
,Oog1,ortholog_many2many
,,ortholog_many2many
,Pramel5,ortholog_many2many
,Pramel33,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel26,ortholog_many2many
,,ortholog_many2many
,Pramel51,ortholog_many2many
,,ortholog_many2many
,Gm16513,ortholog_many2many
,Pramel6,ortholog_many2many
,Pramel34,ortholog_many2many
,Gm16367,ortholog_many2many
,Pramel23,ortholog_many2many
,Oog3,ortholog_many2many
,Pramel11,ortholog_many2many
,Pramel29,ortholog_many2many
,Pramel16,ortholog_many2many
,,ortholog_many2many
,Pramel45,ortholog_many2many
,Pramel30,ortholog_many2many
,,ortholog_many2many
,Pramel49,ortholog_many2many
,Pramel44,ortholog_many2many
,Pramel7,ortholog_many2many
,E330014E10Rik,ortholog_many2many
,Gm3286,ortholog_many2many
,Pramel42,ortholog_many2many
,Pramel38,ortholog_many2many
,Pramel43,ortholog_many2many
,Gm7982,ortholog_many2many
,Pramel37,ortholog_many2many
,Gm3183,ortholog_many2many
,Gm12789,ortholog_many2many
,Pramel50,ortholog_many2many
,Pramel41,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel19,ortholog_many2many
,Pramel22,ortholog_many2many
,Pramel13,ortholog_many2many
,Gm13057,ortholog_many2many
,Gm6351,ortholog_many2many
,,ortholog_many2many
,Pramel12,ortholog_many2many
,Pramel17,ortholog_many2many
,,ortholog_many2many
,Pramel47,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel48,ortholog_many2many
,Pramel24,ortholog_many2many
,Pramel32,ortholog_many2many
,,ortholog_many2many
,Pramel21,ortholog_many2many
,Pramel36,ortholog_many2many
,Gm13043,ortholog_many2many
,,ortholog_many2many
,Pramel40,ortholog_many2many
,Pramel1,ortholog_many2many
,,ortholog_many2many
,Pramel28,ortholog_many2many
,Pramel35,ortholog_many2many
,Gm13102,ortholog_many2many
,Pramel4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel18,ortholog_many2many
,,ortholog_many2many
,Oog4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel27,ortholog_many2many
,Pramel31,ortholog_many2many
,Pramel25,ortholog_many2many
,,ortholog_many2many
,Pramel14,ortholog_many2many
,Gm13040,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel46,ortholog_many2many
,Oog2,ortholog_many2many
,,
POLR1F,Polr1f,ortholog_one2one
,,
Metazoa_SRP,Gm22701,ortholog_one2many
,,
CD1B,,
U6,Gm22779,ortholog_one2one
,,
,Pramel20,ortholog_many2many
,Pramel15,ortholog_many2many
,Gm2042,ortholog_many2many
,Oog1,ortholog_many2many
,,ortholog_many2many
,Pramel5,ortholog_many2many
,Pramel33,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel26,ortholog_many2many
,,ortholog_many2many
,Pramel51,ortholog_many2many
,,ortholog_many2many
,Gm16513,ortholog_many2many
,Pramel6,ortholog_many2many
,Pramel34,ortholog_many2many
,Gm16367,ortholog_many2many
,Pramel23,ortholog_many2many
,Oog3,ortholog_many2many
,Pramel11,ortholog_many2many
,Pramel29,ortholog_many2many
,Pramel16,ortholog_many2many
,,ortholog_many2many
,Pramel45,ortholog_many2many
,Pramel30,ortholog_many2many
,,ortholog_many2many
,Pramel49,ortholog_many2many
,Pramel44,ortholog_many2many
,Pramel7,ortholog_many2many
,E330014E10Rik,ortholog_many2many
,Gm3286,ortholog_many2many
,Pramel42,ortholog_many2many
,Pramel38,ortholog_many2many
,Pramel43,ortholog_many2many
,Gm7982,ortholog_many2many
,Pramel37,ortholog_many2many
,Gm3183,ortholog_many2many
,Gm12789,ortholog_many2many
,Pramel50,ortholog_many2many
,Pramel41,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel19,ortholog_many2many
,Pramel22,ortholog_many2many
,Pramel13,ortholog_many2many
,Gm13057,ortholog_many2many
,Gm6351,ortholog_many2many
,,ortholog_many2many
,Pramel12,ortholog_many2many
,Pramel17,ortholog_many2many
,,ortholog_many2many
,Pramel47,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel48,ortholog_many2many
,Pramel24,ortholog_many2many
,Pramel32,ortholog_many2many
,,ortholog_many2many
,Pramel21,ortholog_many2many
,Pramel36,ortholog_many2many
,Gm13043,ortholog_many2many
,,ortholog_many2many
,Pramel40,ortholog_many2many
,Pramel1,ortholog_many2many
,,ortholog_many2many
,Pramel28,ortholog_many2many
,Pramel35,ortholog_many2many
,Gm13102,ortholog_many2many
,Pramel4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel18,ortholog_many2many
,,ortholog_many2many
,Oog4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel27,ortholog_many2many
,Pramel31,ortholog_many2many
,Pramel25,ortholog_many2many
,,ortholog_many2many
,Pramel14,ortholog_many2many
,Gm13040,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel46,ortholog_many2many
,Oog2,ortholog_many2many
TTC26,Ttc26,ortholog_one2one
,,
,,
RO60,Ro60,ortholog_one2one
,Atp6v0c,ortholog_one2one
TAS2R3,Tas2r137,ortholog_one2one
U6,,
,Rpl24,ortholog_one2one
,,
TMEM200A,Tmem200a,ortholog_one2one
TAS2R4,Tas2r108,ortholog_one2one
FMO1,Fmo1,ortholog_one2one
,,
FOXD2,Foxd2,ortholog_one2one
,,
,,
Y_RNA,,
,,
,,
,,
TAS2R5,,
,,
,,
BMPER,Bmper,ortholog_one2one
,,
FOXE3,Foxe3,ortholog_one2one
,,
,,
,,
SLC26A6,Slc26a6,ortholog_one2one
CSDE1,Csde1,ortholog_one2one
mml-mir-7186,,
,,
SMLR1,Smlr1,ortholog_one2one
PRSS37,Prss37,ortholog_one2one
,,
,Pramel20,ortholog_many2many
,Pramel15,ortholog_many2many
,Gm2042,ortholog_many2many
,Oog1,ortholog_many2many
,,ortholog_many2many
,Pramel5,ortholog_many2many
,Pramel33,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel26,ortholog_many2many
,,ortholog_many2many
,Pramel51,ortholog_many2many
,,ortholog_many2many
,Gm16513,ortholog_many2many
,Pramel6,ortholog_many2many
,Pramel34,ortholog_many2many
,Gm16367,ortholog_many2many
,Pramel23,ortholog_many2many
,Oog3,ortholog_many2many
,Pramel11,ortholog_many2many
,Pramel29,ortholog_many2many
,Pramel16,ortholog_many2many
,,ortholog_many2many
,Pramel45,ortholog_many2many
,Pramel30,ortholog_many2many
,,ortholog_many2many
,Pramel49,ortholog_many2many
,Pramel44,ortholog_many2many
,Pramel7,ortholog_many2many
,E330014E10Rik,ortholog_many2many
,Gm3286,ortholog_many2many
,Pramel42,ortholog_many2many
,Pramel38,ortholog_many2many
,Pramel43,ortholog_many2many
,Gm7982,ortholog_many2many
,Pramel37,ortholog_many2many
,Gm3183,ortholog_many2many
,Gm12789,ortholog_many2many
,Pramel50,ortholog_many2many
,Pramel41,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel19,ortholog_many2many
,Pramel22,ortholog_many2many
,Pramel13,ortholog_many2many
,Gm13057,ortholog_many2many
,Gm6351,ortholog_many2many
,,ortholog_many2many
,Pramel12,ortholog_many2many
,Pramel17,ortholog_many2many
,,ortholog_many2many
,Pramel47,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel48,ortholog_many2many
,Pramel24,ortholog_many2many
,Pramel32,ortholog_many2many
,,ortholog_many2many
,Pramel21,ortholog_many2many
,Pramel36,ortholog_many2many
,Gm13043,ortholog_many2many
,,ortholog_many2many
,Pramel40,ortholog_many2many
,Pramel1,ortholog_many2many
,,ortholog_many2many
,Pramel28,ortholog_many2many
,Pramel35,ortholog_many2many
,Gm13102,ortholog_many2many
,Pramel4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel18,ortholog_many2many
,,ortholog_many2many
,Oog4,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel27,ortholog_many2many
,Pramel31,ortholog_many2many
,Pramel25,ortholog_many2many
,,ortholog_many2many
,Pramel14,ortholog_many2many
,Gm13040,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel46,ortholog_many2many
,Oog2,ortholog_many2many
TBC1D32,Tbc1d32,ortholog_one2one
,,
,,
,,
U4,Gm25995,ortholog_one2many
TNFRSF4,Tnfrsf4,ortholog_one2one
CMPK1,Cmpk1,ortholog_one2many
GLRX2,,
,Pramel20,ortholog_many2many
,Pramel15,ortholog_many2many
,Gm2042,ortholog_many2many
,Oog1,ortholog_many2many
,,ortholog_many2many
,Pramel5,ortholog_many2many
,Pramel33,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel26,ortholog_many2many
,,ortholog_many2many
,Pramel51,ortholog_many2many
,,ortholog_many2many
,Gm16513,ortholog_many2many
,Pramel6,ortholog_many2many
,Pramel34,ortholog_many2many
,Gm16367,ortholog_many2many
,Pramel23,ortholog_many2many
,Oog3,ortholog_many2many
,Pramel11,ortholog_many2many
,Pramel29,ortholog_many2many
,Pramel16,ortholog_many2many
,,ortholog_many2many
,Pramel45,ortholog_many2many
,Pramel30,ortholog_many2many
,,ortholog_many2many
,Pramel49,ortholog_many2many
,Pramel44,ortholog_many2many
,Pramel7,ortholog_many2many
,E330014E10Rik,ortholog_many2many
,Gm3286,ortholog_many2many
,Pramel42,ortholog_many2many
,Pramel38,ortholog_many2many
,Pramel43,ortholog_many2many
,Gm7982,ortholog_many2many
,Pramel37,ortholog_many2many
,Gm3183,ortholog_many2many
,Gm12789,ortholog_many2many
,Pramel50,ortholog_many2many
,Pramel41,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel19,ortholog_many2many
,Pramel22,ortholog_many2many
,Pramel13,ortholog_many2many
,Gm13057,ortholog_many2many
,Gm6351,ortholog_many2many
,,ortholog_many2many
,Pramel12,ortholog_many2many
,Pramel17,ortholog_many2many
,,ortholog_many2many
,Pramel47,ortholog_many2many
,,ortholog_many2many
,,ortholog_many2many
,Pramel48,ortholog_many2many
,Pramel24,ortholog_many2many
