Gene name,Zebrafish gene name,Zebrafish homology type
ADH6,adh8b,ortholog_many2many
ADH6,zgc:63568,ortholog_many2many
ADH6,zgc:77938,ortholog_many2many
ALKBH8,alkbh8,ortholog_one2one
LAMA2,CABZ01065423.1,ortholog_one2many
LAMA2,CABZ01092781.1,ortholog_one2many
LAMA2,lama2,ortholog_one2many
C1QL3,c1ql3a,ortholog_one2many
C1QL3,c1ql3b,ortholog_one2many
CLDN12,cldn12,ortholog_one2one
LYN,lyn,ortholog_one2one
PTER,pter,ortholog_one2one
PAX9,pax9,ortholog_one2one
TRMT10A,trmt10a,ortholog_one2one
THBS2,thbs2b,ortholog_one2many
THBS2,thbs2a,ortholog_one2many
IFT57,ift57,ortholog_one2one
,si:ch211-150o23.3,ortholog_one2many
HTR2A,htr2ab,ortholog_one2many
HTR2A,htr2aa,ortholog_one2many
CDK14,cdk14,ortholog_one2one
,zgc:56231,ortholog_one2one
RIOK3,riok3,ortholog_one2one
FZD1,fzd1,ortholog_one2one
PTPRK,CR846082.1,ortholog_one2many
PTPRK,ptprk,ortholog_one2many
RMC1,rmc1,ortholog_one2one
THEMIS,themis,ortholog_one2one
ATM,atm,ortholog_one2one
C6orf58,C20H6orf58,ortholog_one2many
CENPC,si:ch211-161h7.4,ortholog_one2one
TTLL2,ttll2,ortholog_one2one
SOGA3,soga3b,ortholog_one2many
SOGA3,soga3a,ortholog_one2many
ZEB1,zeb1b,ortholog_one2many
ZEB1,zeb1a,ortholog_one2many
NPC1,npc1,ortholog_one2one
SLC25A21,slc25a21,ortholog_one2one
NPAT,npat,ortholog_one2one
C11orf87,si:dkey-35i13.1,ortholog_one2one
,CABZ01080587.1,ortholog_one2one
MIPOL1,mipol1,ortholog_one2one
KRIT1,krit1,ortholog_one2one
FOXA1,foxa1,ortholog_one2one
ACAT1,acat1,ortholog_one2one
ANKIB1,ankib1b,ortholog_one2one
HEY2,hey2,ortholog_one2one
UBA6,UBA6,ortholog_one2one
GATAD1,gatad1,ortholog_one2one
CUL5,cul5a,ortholog_one2one
ANKRD29,ankrd29,ortholog_one2one
,st14a,ortholog_many2many
,st14b,ortholog_many2many
,ism2a,ortholog_one2many
,ism2b,ortholog_one2many
RRAGD,rragd,ortholog_one2one
KIF25,kif25,ortholog_one2one
HDDC2,hddc2,ortholog_one2one
,accs,ortholog_many2many
SPTLC2,sptlc2a,ortholog_one2many
SPTLC2,sptlc2b,ortholog_one2many
KIAA1524,cip2a,ortholog_one2one
SVIL,svilb,ortholog_one2many
SVIL,CABZ01044731.2,ortholog_one2many
DDX10,ddx10,ortholog_one2one
GABRR1,GABRR1,ortholog_one2many
GABRR1,gabrr1,ortholog_one2many
ALKBH1,alkbh1,ortholog_one2one
SH2D1B,si:ch73-264p11.1,ortholog_one2one
RAB39A,rab42a,ortholog_one2many
RAB39A,CU571310.1,ortholog_one2many
SLIRP,slirp,ortholog_one2one
AFDN,afdna,ortholog_one2one
PEX1,pex1,ortholog_one2one
TPD52L1,tpd52l1,ortholog_one2one
LAMA3,si:ch211-241e1.3,ortholog_one2many
LAMA3,lama3,ortholog_one2many
SLC35F2,slc35f2l,ortholog_one2many
SLC35F2,slc35f2,ortholog_one2many
YTHDC1,ythdc1,ortholog_one2one
RBM48,rbm48,ortholog_one2one
MTPAP,mtpap,ortholog_one2one
SNW1,snw1,ortholog_one2one
RNF217,rnf217,ortholog_one2one
FNDC1,fndc1,ortholog_one2one
,ugt2a5,ortholog_one2many
,ugt2a4,ortholog_one2many
,ugt2a6,ortholog_one2many
CLXN,efcab1,ortholog_one2one
UGT2A1,ugt5c2,ortholog_many2many
UGT2A1,ugt5c3,ortholog_many2many
UGT2A1,ugt5c1,ortholog_many2many
UGT2A1,ugt5f1,ortholog_many2many
UGT2A1,ugt5b5,ortholog_many2many
UGT2A1,ugt5b1,ortholog_many2many
UGT2A1,ugt5b2,ortholog_many2many
UGT2A1,ugt5b4,ortholog_many2many
UGT2A1,ugt5a1,ortholog_many2many
UGT2A1,ugt5a2,ortholog_many2many
UGT2A1,zgc:172315,ortholog_many2many
UGT2A1,ugt2a7,ortholog_many2many
UGT2A1,FP236810.2,ortholog_many2many
UGT2A1,FP236810.1,ortholog_many2many
UGT2A1,ugt5d1,ortholog_many2many
UGT2A1,ugt5g2,ortholog_many2many
UGT2A1,ugt5g1,ortholog_many2many
UGT2A1,ugt5e1,ortholog_many2many
MAP3K8,map3k8,ortholog_one2one
FAM133B,fam133b,ortholog_one2one
SULT1B,sult2st3,ortholog_many2many
PIT54,si:ch211-150o23.3,ortholog_one2many
GPR158,gpr158a,ortholog_one2many
GPR158,gpr158b,ortholog_one2many
ADCK1,adck1,ortholog_one2one
GUCA1C,rcvrna,ortholog_many2many
GUCA1C,rcvrnb,ortholog_many2many
GUCA1C,guca1g,ortholog_many2many
GUCA1C,guca1c,ortholog_many2many
GUCA1C,guca1d,ortholog_many2many
CDK6,cdk6,ortholog_one2one
NKAIN2,nkain2,ortholog_one2one
CD163L,si:ch211-150o23.3,ortholog_one2many
,SAMD9,ortholog_one2one
SULT1B1,sult2st3,ortholog_many2many
NRXN3,nrxn3a,ortholog_one2one
STX11,stx11b.2,ortholog_one2many
STX11,stx11b.1,ortholog_one2many
STX11,stx11a,ortholog_one2many
SULT1E1,sult2st3,ortholog_many2many
FERD3L,ferd3l,ortholog_one2one
POGLUT3,poglut3,ortholog_one2one
THOC1,thoc1,ortholog_one2one
FAT4,FAT4,ortholog_one2one
USP14,usp14,ortholog_one2one
NECTIN3,CR936977.2,ortholog_one2many
NECTIN3,nectin3b,ortholog_one2many
SLC46A3,slc46a3,ortholog_one2many
SLC46A3,SLC46A3,ortholog_one2many
UTRN,CABZ01081535.1,ortholog_one2many
UTRN,utrn,ortholog_one2many
ROCK1,rock1,ortholog_one2one
FLVCR2,flvcr2a,ortholog_one2many
FLVCR2,flvcr2b,ortholog_one2many
POMP,pomp,ortholog_one2one
ENKUR,enkur,ortholog_one2one
PLCXD2,plcxd2,ortholog_one2one
TRDN,trdn,ortholog_one2many
TRDN,si:ch211-266g18.10,ortholog_one2many
C5H14orf1,ERG28,ortholog_one2one
GREB1L,greb1l,ortholog_one2one
,si:ch211-140b10.6,ortholog_one2one
ENPP1,enpp1,ortholog_one2one
ESCO1,esco1,ortholog_one2one
TTLL5,ttll5,ortholog_one2one
ABHD3,abhd3,ortholog_one2one
RASSF6,rassf6,ortholog_one2one
PHLDB2,phldb2a,ortholog_one2many
PHLDB2,phldb2b,ortholog_one2many
PRTFDC1,hprt1l,ortholog_many2many
PRTFDC1,unm_sa821,ortholog_many2many
PRTFDC1,prtfdc1,ortholog_many2many
MIB1,mib1,ortholog_one2one
MTIF3,mtif3,ortholog_one2one
MED23,med23,ortholog_one2one
GATA6,gata6,ortholog_one2one
,zgc:175177,ortholog_many2many
,cabz01076234.2,ortholog_many2many
LNX2,lnx2a,ortholog_one2one
gga-mir-124c,dre-mir-124-5,ortholog_one2one
,CR762483.1,ortholog_one2many
,cxcl20,ortholog_one2many
,cxcl18b,ortholog_one2many
DCT,dct,ortholog_one2one
CCDC170,ccdc170,ortholog_one2one
GTF3A,gtf3aa,ortholog_one2many
GTF3A,gtf3ab,ortholog_one2many
TGFB3,tgfb3,ortholog_one2one
TTC39C,ttc39c,ortholog_one2one
ALCAM,alcamb,ortholog_one2many
ALCAM,alcama,ortholog_one2many
CWF19L2,CABZ01048392.1,ortholog_one2many
CWF19L2,cwf19l2,ortholog_one2many
IMPA1,impa1,ortholog_one2one
ARHGAP21,arhgap21a,ortholog_one2many
ARHGAP21,arhgap21b,ortholog_one2many
VMO1,vmo1a,ortholog_one2many
VMO1,vmo1b,ortholog_one2many
GPC6,gpc6a,ortholog_one2many
GPC6,gpc6b,ortholog_one2many
METTL21C,METTL21C,ortholog_one2many
CBLB,cblb,ortholog_one2one
GUCY1A2,GUCY1A2,ortholog_one2one
OSBPL1A,CABZ01084566.1,ortholog_one2many
OSBPL1A,osbpl1a,ortholog_one2many
TPP2,tpp2,ortholog_one2one
BAMBI,bambia,ortholog_one2one
AASDHPPT,aasdhppt,ortholog_one2one
WAC,waca,ortholog_one2many
WAC,wacb,ortholog_one2many
IMPACT,impact,ortholog_one2one
NEPRO,nepro,ortholog_one2one
FGF14,fgf14,ortholog_one2one
ESR1,esr1,ortholog_one2one
KBTBD3,kbtbd3,ortholog_one2one
,CABZ01084564.1,ortholog_many2many
,LO017843.1,ortholog_many2many
MSANTD4,msantd4,ortholog_one2one
EPB41L2,EPB41L2,ortholog_one2one
TRPC3,trpc3,ortholog_one2one
,zgc:114123,ortholog_one2one
,syne1a,ortholog_many2many
,syne1b,ortholog_many2many
MIR489,dre-mir-489,ortholog_one2one
TAF13,taf13,ortholog_one2one
BBS7,bbs7,ortholog_one2one
VASH1,VASH1,ortholog_one2one
CCNA2,ccna2,ortholog_one2one
GTPBP8,GTPBP8,ortholog_one2one
NALCN,nalcn,ortholog_one2one
ANGEL1,angel1,ortholog_one2one
GRIA4,gria4a,ortholog_one2many
GRIA4,gria4b,ortholog_one2many
MYCT1,myct1b,ortholog_one2many
MYCT1,myct1a,ortholog_one2many
EXOSC9,exosc9,ortholog_one2one
ZNF521,ZNF521,ortholog_one2one
CIPC,cipcb,ortholog_one2many
CIPC,cipca,ortholog_one2many
,cyb5b,ortholog_one2many
GATA3,gata3,ortholog_one2one
ZDHHC22,zdhhc22,ortholog_one2one
TMTC4,tmtc4,ortholog_one2one
RAP2A,rap2aa,ortholog_one2many
RAP2A,rap2ab,ortholog_one2many
TMEM63C,tmem63c,ortholog_one2one
,sfmbt2,ortholog_one2many
VIP,vip,ortholog_one2many
VIP,vipb,ortholog_one2many
C4orf54,C7H4orf54,ortholog_one2one
CCDC80,ccdc80,ortholog_one2many
CCDC80,ccdc80l1,ortholog_one2many
NGB,ngb,ortholog_one2one
FBXO5,fbxo5,ortholog_one2one
KIAA1217,si:ch211-207d6.2,ortholog_one2many
KIAA1217,si:ch211-285f17.1,ortholog_one2many
THAP8,thap7,ortholog_one2one
TMEM200A,tmem200a,ortholog_one2one
PDGFD,pdgfd,ortholog_one2one
SLC35A5,slc35a5,ortholog_one2one
MTRF1L,mtrf1l,ortholog_one2one
KLHL14,klhl14,ortholog_one2one
POMT2,pomt2,ortholog_one2one
,tmem110l,ortholog_one2many
BZW2,bzw2,ortholog_one2one
OPRM1,oprm1,ortholog_one2one
ITIH5,itih5,ortholog_one2one
SLC27A2,zgc:158482,ortholog_one2many
SLC27A2,zgc:101540,ortholog_one2many
ANXA5,anxa5a,ortholog_one2many
ANXA5,anxa5b,ortholog_one2many
ATG3,atg3,ortholog_one2one
,LO017872.1,ortholog_one2one
ITIH2,itih2,ortholog_one2one
DYNC2H1,DYNC2H1,ortholog_one2one
SLC19A2,slc19a2,ortholog_one2one
CYP51A1,cyp51,ortholog_one2one
MTTP,mttp,ortholog_one2one
KIN,kin,ortholog_one2one
GSTZ1,gstz1,ortholog_one2one
MBNL2,mbnl2,ortholog_one2one
,zgc:163014,ortholog_one2one
L3MBTL3,l3mbtl3,ortholog_one2one
,si:ch73-90p23.1,ortholog_many2many
,CU855821.1,ortholog_many2many
,si:dkey-211g8.7,ortholog_many2many
,si:dkey-211g8.6,ortholog_many2many
IPCEF1,ipcef1,ortholog_many2many
IPCEF1,cnksr3,ortholog_many2many
DAPP1,dapp1,ortholog_one2one
CCDC181,ccdc181,ortholog_one2one
TMEM244,tmem244,ortholog_one2one
TMED8,tmed8,ortholog_one2one
FLT1,flt1,ortholog_one2one
ATP5C1,atp5f1c,ortholog_one2one
,oxgr1a.1,ortholog_many2many
,oxgr1a.3,ortholog_many2many
,oxgr1b,ortholog_many2many
,oxgr1a.2,ortholog_many2many
MPP7,mpp7a,ortholog_one2one
,si:dkeyp-7a3.1,ortholog_one2one
,ipcef1,ortholog_many2many
,cnksr3,ortholog_many2many
IFNGR1,ifngr2,ortholog_many2many
IFNGR1,ifngr1,ortholog_many2many
IFNGR1,il22ra2,ortholog_many2many
IFNGR1,ifngr1l,ortholog_many2many
IFNGR1,crfb15,ortholog_many2many
IFNGR1,crfb16,ortholog_many2many
IFNGR1,ifnlr1,ortholog_many2many
IFNGR1,il10ra,ortholog_many2many
TAF3,taf3,ortholog_one2one
BLZF1,blzf1,ortholog_one2one
,si:dkey-61p9.11,ortholog_one2one
PAN3,pan3,ortholog_one2one
ODAD2,armc4,ortholog_one2one
QRFPR,qrfpra,ortholog_one2many
QRFPR,QRFPR,ortholog_one2many
,PTCHD3,ortholog_many2many
PSPC1,pspc1,ortholog_one2one
TIAM2,tiam2a,ortholog_one2many
TIAM2,tiam2b,ortholog_one2many
LAMTOR3,lamtor3,ortholog_one2one
YME1L1,yme1l1b,ortholog_one2many
YME1L1,yme1l1a,ortholog_one2many
MPHOSPH8,mphosph8,ortholog_one2one
IL20RA,il20ra,ortholog_one2one
PARP4,parp4,ortholog_one2one
CHCHD3,chchd3b,ortholog_one2many
CHCHD3,chchd3a,ortholog_one2many
SLC35D3,SLC35D3,ortholog_one2one
HS6ST3,hs6st3a,ortholog_one2many
HS6ST3,hs6st3b,ortholog_one2many
TFB1M,tfb1m,ortholog_one2one
DNAJB14,dnajb14,ortholog_one2one
CENPJ,cenpj,ortholog_one2one
MASTL,mastl,ortholog_one2one
VIPAS39,vipas39,ortholog_one2one
PLXNA4,plxna4,ortholog_one2one
NME7,nme7,ortholog_one2one
AHSA1,ahsa1a,ortholog_one2many
AHSA1,ahsa1b,ortholog_one2many
PEX7,pex7,ortholog_one2one
DCTN1,dctn1b,ortholog_many2many
DCTN1,dctn1a,ortholog_many2many
PCGF1,pcgf1,ortholog_one2one
,tlx2,ortholog_one2one
,si:dkey-88e18.2,ortholog_one2one
UGGT2,uggt2,ortholog_one2one
MAP3K5,map3k5,ortholog_one2one
RNF17,rnf17,ortholog_one2one
FBXO30,fbxo30a,ortholog_one2one
DOK1,dok1b,ortholog_one2one
ACBD5,acbd5a,ortholog_one2many
ACBD5,CR956623.1,ortholog_one2many
ARHGAP20,arhgap20,ortholog_one2one
DTNA,dtna,ortholog_one2one
,abi1a,ortholog_many2many
,abi1b,ortholog_many2many
M1AP,m1ap,ortholog_one2one
DNAJC3,dnajc3a,ortholog_many2many
SHPRH,shprh,ortholog_one2one
MEIS2,meis2a,ortholog_one2one
CAMK1D,camk1da,ortholog_one2many
CAMK1D,camk1db,ortholog_one2many
ATP1B1,atp1b1a,ortholog_one2many
ATP1B1,atp1b1b,ortholog_one2many
MAP7,map7a,ortholog_one2many
MAP7,si:ch73-217b7.1,ortholog_one2many
AUP1,aup1,ortholog_one2one
CCDC3,ccdc3a,ortholog_one2one
DPT,dpt,ortholog_one2one
GRM1,grm1b,ortholog_one2many
GRM1,grm1a,ortholog_one2many
CDIN1,CDIN1,ortholog_one2one
HTRA2,HTRA2,ortholog_one2many
HTRA2,si:dkey-33c12.11,ortholog_one2many
HTRA2,si:dkey-19p15.4,ortholog_one2many
HTRA2,si:dkey-112g5.12,ortholog_one2many
HTRA2,si:dkey-84o3.3,ortholog_one2many
HTRA2,si:dkey-112g5.15,ortholog_one2many
HTRA2,zgc:174193,ortholog_one2many
HTRA2,BX510654.2,ortholog_one2many
HTRA2,si:dkey-84o3.6,ortholog_one2many
HTRA2,CT027677.1,ortholog_one2many
HTRA2,si:dkey-112g5.11,ortholog_one2many
DZIP1,dzip1,ortholog_one2one
RAB32,rab32b,ortholog_one2many
RAB32,rab32a,ortholog_one2many
OPTN,optn,ortholog_one2one
MAPRE2,mapre2,ortholog_one2one
PDSS1,pdss1,ortholog_one2one
CPOX,cpox,ortholog_one2one
CLDN10,CABZ01067558.1,ortholog_one2many
CLDN10,si:ch211-181l5.2,ortholog_one2many
CLDN10,cldn10a,ortholog_one2many
CLDN10,cldn10b,ortholog_one2many
MCM10,mcm10,ortholog_one2one
ADGB,adgb,ortholog_one2one
PHYH,phyh,ortholog_one2one
MICU2,micu2,ortholog_one2one
SEPHS1,sephs1,ortholog_one2one
NDNF,ndnf,ortholog_one2one
ABCC4,abcc4,ortholog_one2one
BEND7,BEND7,ortholog_one2one
CEBPD,cebpd,ortholog_one2one
FFAR2L,si:ch73-90p23.1,ortholog_many2many
FFAR2L,CU855821.1,ortholog_many2many
FFAR2L,si:dkey-211g8.7,ortholog_many2many
FFAR2L,si:dkey-211g8.6,ortholog_many2many
DPH6,dph6,ortholog_one2one
APBB1IP,apbb1ip,ortholog_one2one
PRKCQ,prkcq,ortholog_one2one
GR42L6,si:ch73-90p23.1,ortholog_many2many
GR42L6,CU855821.1,ortholog_many2many
GR42L6,si:dkey-211g8.7,ortholog_many2many
GR42L6,si:dkey-211g8.6,ortholog_many2many
STXBP5,stxbp5b,ortholog_one2many
STXBP5,stxbp5a,ortholog_one2many
MTFR2,mtfr2,ortholog_one2one
GAD2,gad2,ortholog_one2one
,rnf212b,ortholog_one2one
PRKDC,prkdc,ortholog_one2one
LOXL3,loxl3a,ortholog_one2many
LOXL3,loxl3b,ortholog_one2many
,carmil3,ortholog_one2one
DHRS4,dhrs4,ortholog_one2one
,dqx1,ortholog_one2many
ELAPOR2,ELAPOR2,ortholog_one2one
ZNF770,plagx,ortholog_many2many
ZNF770,plagl2,ortholog_many2many
ZNF770,ovol1b,ortholog_many2many
ZNF770,ovol1a,ortholog_many2many
ZDHHC20,zdhhc20b,ortholog_one2many
ZDHHC20,zdhhc20a,ortholog_one2many
MCM4,mcm4,ortholog_one2one
GRM3,grm3,ortholog_one2one
GPC5,gpc5a,ortholog_one2one
PRDM5,prdm5,ortholog_one2one
MAD2L1,mad2l1,ortholog_one2one
AQR,aqr,ortholog_one2one
GPR180,GPR180,ortholog_one2one
TBX19,tbx19,ortholog_one2one
UBE2V2,ube2v2,ortholog_one2one
SASH1,sash1b,ortholog_one2many
SASH1,sash1a,ortholog_one2many
ACTC1,ACTC1,ortholog_one2many
SFT2D2,sft2d2a,ortholog_one2many
SFT2D2,sft2d2b,ortholog_one2many
MYO3A,myo3a,ortholog_one2one
MRPL57,mrpl57,ortholog_one2one
TIPRL,tiprl,ortholog_one2one
UST,UST,ortholog_one2many
UST,usta,ortholog_one2many
GPR161,gpr161,ortholog_one2many
GPR161,GPR161,ortholog_one2many
RPL7L1,rpl7l1,ortholog_one2one
SEMA3D,sema3d,ortholog_one2one
PRKD1,prkd1,ortholog_one2one
AHI1,ahi1,ortholog_one2one
SKA3,ska3,ortholog_one2one
SLC39A8,LO018202.1,ortholog_one2many
SLC39A8,slc39a8,ortholog_one2many
LATS2,lats2,ortholog_one2one
PPIL4,ppil4,ortholog_one2one
SEMA3A,sema3ab,ortholog_one2one
PFKP,pfkpa,ortholog_one2many
PFKP,pfkpb,ortholog_one2many
COL8A1,col8a1b,ortholog_one2one
TMEM181,tmem181,ortholog_one2one
NFKB1,nfkb1,ortholog_one2one
TMEM161B,tmem161b,ortholog_one2one
XPO4,xpo4,ortholog_one2one
FFAR2L7,si:ch73-90p23.1,ortholog_many2many
FFAR2L7,CU855821.1,ortholog_many2many
FFAR2L7,si:dkey-211g8.7,ortholog_many2many
FFAR2L7,si:dkey-211g8.6,ortholog_many2many
GINM1,ginm1,ortholog_one2one
PITRM1,pitrm1,ortholog_one2one
IRF5,irf5,ortholog_one2one
,snai2,ortholog_one2one
G2E3,g2e3,ortholog_one2one
DCBLD2,dcbld2,ortholog_one2one
GGACT,ggact.2,ortholog_one2many
GGACT,ggact.3,ortholog_one2many
GGACT,ggact.1,ortholog_one2many
TNPO3,tnpo3,ortholog_one2one
KLF6,klf6a,ortholog_one2one
TXN,txn,ortholog_one2many
TXN,TXN,ortholog_one2many
MKX,mkxa,ortholog_one2one
SMO,smo,ortholog_one2one
PDE5A,pde5ab,ortholog_one2one
KATNA1,katna1,ortholog_one2one
SCFD1,scfd1,ortholog_one2one
DYNLT1,dynlt1,ortholog_one2one
LATS1,lats1,ortholog_one2one
FABP2,fabp2,ortholog_one2one
USP53,USP53,ortholog_one2many
USP53,usp53b,ortholog_one2many
SS18,ss18,ortholog_one2one
COCH,coch,ortholog_one2one
MYOZ2,myoz2a,ortholog_one2many
MYOZ2,FO818704.1,ortholog_one2many
MYOZ2,myoz2b,ortholog_one2many
AHCYL2,ahcyl2b,ortholog_one2many
AHCYL2,ahcyl2a,ortholog_one2many
SMARCAD1,smarcad1a,ortholog_one2many
SMARCAD1,smarcad1b,ortholog_one2many
TMEM30CP,tmem30c,ortholog_one2one
EEF1AKMT1,eef1akmt1,ortholog_one2one
PCCA,pcca,ortholog_one2one
LARP4B,larp4b,ortholog_one2one
PTBP3,ptbp3,ortholog_one2one
ZIC2,zic2a,ortholog_one2many
ZIC2,zic2b,ortholog_one2many
SYTL3,sytl3,ortholog_one2one
SYNPO2,synpo2b,ortholog_one2one
STRIP2,strip2,ortholog_one2one
ZIC5,zic5,ortholog_one2one
STRN3,strn3,ortholog_one2one
NUP43,nup43,ortholog_one2one
IL-17D,il17d,ortholog_one2one
SUSD1,susd1,ortholog_one2one
GTPBP4,gtpbp4,ortholog_one2one
OPN4-1,opn4xa,ortholog_one2many
OPN4-1,opn4xb,ortholog_one2many
,idi1,ortholog_one2one
AP4S1,ap4s1,ortholog_one2one
TAF4B,taf4b,ortholog_one2one
IFT88,ift88,ortholog_one2one
PCMT1,pcmt,ortholog_one2one
SEC24D,sec24d,ortholog_one2one
AQP4,aqp4,ortholog_one2one
RPL34,rpl34,ortholog_one2one
NRF1,nrf1,ortholog_one2one
LRP11,wfikkn1,ortholog_many2many
LRP11,lrp11,ortholog_many2many
LRP11,spint1a,ortholog_many2many
LRP11,spint1b,ortholog_many2many
EZR,ezra,ortholog_one2many
EZR,ezrb,ortholog_one2many
RNF20,rnf20,ortholog_one2one
METTL14,mettl14,ortholog_one2one
WDR37,wdr37,ortholog_one2one
PPP1R14C,ppp1r14c,ortholog_one2one
CRYL1,cryl1,ortholog_one2one
PRSS12,prss12,ortholog_one2one
IYD,IYD,ortholog_one2one
CMSS1,cmss1,ortholog_one2one
TAGAP,tagapa,ortholog_one2many
TAGAP,TAGAP,ortholog_one2many
TAGAP,si:ch211-122h15.4,ortholog_one2many
RSPH3,rsph3,ortholog_one2one
CLYBL,clybl,ortholog_one2one
HECTD1,hectd1,ortholog_one2one
TM9SF2,tm9sf2,ortholog_one2one
PGAP4,pgap4,ortholog_one2one
NDST3,hs3st3b1a,ortholog_many2many
NDST3,si:dkey-121b10.7,ortholog_many2many
PLEKHG1,CABZ01048666.1,ortholog_one2one
HEATR5A,heatr5a,ortholog_one2one
GR42L5,si:ch73-90p23.1,ortholog_many2many
GR42L5,CU855821.1,ortholog_many2many
GR42L5,si:dkey-211g8.7,ortholog_many2many
GR42L5,si:dkey-211g8.6,ortholog_many2many
ALDOB,aldob,ortholog_one2one
,si:ch211-184m13.4,ortholog_one2one
LEF1,lef1,ortholog_one2one
PLAGL1,plagx,ortholog_many2many
PLAGL1,plagl2,ortholog_many2many
TBC1D23,tbc1d23,ortholog_one2one
PARD3,PARD3,ortholog_one2many
PARD3,pard3ab,ortholog_one2many
,CABZ01078606.1,ortholog_one2one
GJB6,cx30.3,ortholog_one2many
MTHFD1L,mthfd1l,ortholog_one2one
DTD2,dtd2,ortholog_one2one
PHACTR2,phactr2,ortholog_one2one
CELF2,CABZ01018956.1,ortholog_one2one
CDH2,cdh2,ortholog_one2one
,prkacab,ortholog_many2many
,prkacba,ortholog_many2many
NRP1,nrp1a,ortholog_one2one
NIT2,nit2,ortholog_one2one
ITGB1,itgb1a,ortholog_one2many
ITGB1,itgb1b.2,ortholog_one2many
ITGB1,itgb1b,ortholog_one2many
ITGB1,itgb1b.1,ortholog_one2many
ITGB1,,ortholog_one2many
HADH,hadh,ortholog_one2one
MOS,mos,ortholog_one2one
TOPORS,toporsb,ortholog_one2many
TOPORS,toporsa,ortholog_one2many
FUCA2,fuca2,ortholog_one2one
TOMM70,tomm70a,ortholog_one2one
USP6NL,usp6nl,ortholog_one2one
CYP2U1,cyp2u1,ortholog_one2one
UBAC2,ubac2,ortholog_one2one
SGMS2,sgms2b,ortholog_one2many
SGMS2,sgms2a,ortholog_one2many
GJA3,gja3,ortholog_one2one
TMEM45B,tmem45a,ortholog_one2one
EPC1,epc1b,ortholog_one2many
EPC1,epc1a,ortholog_one2many
SEC24B,sec24b,ortholog_one2one
PEX3,pex3,ortholog_one2one
KIF5B,kif5ba,ortholog_one2many
NUBPL,nubpl,ortholog_one2one
ADGRG7,adgrg7.1,ortholog_one2many
ADGRG7,adgrg7.2,ortholog_one2many
PRPF18,prpf18,ortholog_one2one
AKAP12,akap12a,ortholog_one2many
AKAP12,akap12b,ortholog_one2many
ADAT2,adat2,ortholog_many2many
ARHGAP5,arhgap5,ortholog_one2one
ZBTB2,znfl2a,ortholog_one2many
ZBTB2,zbtb2b,ortholog_one2many
ZBTB2,zbtb2a,ortholog_one2many
ELAVL2,elavl2,ortholog_one2one
GPR183,gpr183a,ortholog_one2many
GPR183,gpr183b,ortholog_one2many
ETNPPL,etnppl,ortholog_one2one
AIG1,aig1,ortholog_one2one
RMND1,rmnd1,ortholog_one2one
ZMYM2,zmym2,ortholog_one2one
TET2,tet2,ortholog_one2one
ARHGAP12,arhgap12a,ortholog_one2many
ARHGAP12,arhgap12b,ortholog_one2many
HIVEP2,hivep2a,ortholog_one2many
HIVEP2,hivep2b,ortholog_one2many
GPR18,gpr18,ortholog_one2one
AKAP6,akap6,ortholog_one2one
CXXC4,cxxc4,ortholog_one2one
TFG,tfg,ortholog_one2one
SVEP1,svep1,ortholog_one2one
TACR3,tacr3a,ortholog_one2many
TACR3,tacr3l,ortholog_one2many
ARMT1,armt1,ortholog_one2one
RPL21,rpl21,ortholog_one2one
RNASET2,rnaset2,ortholog_one2one
ADGRG6,adgrg6,ortholog_one2one
UFSP2,ufsp2,ortholog_one2one
FRMD4A,FRMD4A,ortholog_one2one
UPF2,CABZ01068469.1,ortholog_one2one
VTA1,vta1,ortholog_one2one
DOCK9,DOCK9,ortholog_one2one
NMBR,nmbr,ortholog_one2one
LRP2BP,lrp2bp,ortholog_one2one
LPAR1,lpar1,ortholog_one2one
NPAS3,NPAS3,ortholog_one2one
USP12,usp12a,ortholog_many2many
USP12,usp46,ortholog_many2many
USP12,usp12b,ortholog_many2many
RPS6KA2,rps6ka2,ortholog_one2one
GPR12,gpr12,ortholog_one2one
WASF3,wasf3b,ortholog_one2many
WASF3,wasf3a,ortholog_one2many
SNX25,snx25,ortholog_one2one
SLC15A1,slc15a1a,ortholog_one2many
SLC15A1,slc15a1b,ortholog_one2many
COMMD3,commd3,ortholog_one2one
CFAP97,cfap97,ortholog_one2one
ABI3BP,abi3bpb,ortholog_one2many
ABI3BP,abi3bpa,ortholog_one2many
MPC1L,mpc1,ortholog_one2one
DNAJC1,dnajc1,ortholog_one2one
EGLN3,egln3,ortholog_one2one
STK24,stk24b,ortholog_one2many
STK24,stk24a,ortholog_one2many
CDK8,cdk8,ortholog_one2one
FAM107B,fam107b,ortholog_one2one
SLC25A4,slc25a4,ortholog_one2one
CORO2A,si:ch73-106g13.1,ortholog_one2many
CORO2A,coro2a,ortholog_one2many
MYB,myb,ortholog_one2one
SLITRK5,slitrk5a,ortholog_one2many
SLITRK5,slitrk5b,ortholog_one2many
CCNH,ccnh,ortholog_one2one
IMPG2,impg2b,ortholog_one2many
IMPG2,impg2a,ortholog_one2many
SNX32,snx6,ortholog_one2one
RNF6,rnf6,ortholog_one2one
SFT2D1,sft2d1,ortholog_one2one
MLLT10,mllt10,ortholog_one2one
,rasa1b,ortholog_many2many
,rasa1a,ortholog_many2many
SPTSSA,sptssa,ortholog_one2one
EAPP,eapp,ortholog_one2one
PRR18,prr18,ortholog_one2one
CITED2,cited2,ortholog_one2one
